choloepus_hoffmanni ENSCHOG00000002513
calidris_pugnax ENSCPUG00000001159
calidris_pygmaea ENSCPGG00000007790
melopsittacus_undulatus ENSMUNG00000012708
anser_brachyrhynchus ENSABRG00000004890
anas_platyrhynchos_platyrhynchos ENSAPLG00000015645
gallus_gallus ENSGALG00000001954
meleagris_gallopavo ENSMGAG00000005736
coturnix_japonica ENSCJPG00005003689
numida_meleagris ENSNMEG00000010197
apteryx_haastii ENSAHAG00000001275
apteryx_owenii ENSAOWG00000007222
apteryx_rowi ENSARWG00000017171
crocodylus_porosus ENSCPRG00005012469
chelonoidis_abingdonii ENSCABG00000013289
gopherus_agassizii ENSGAGG00000013230
chrysemys_picta_bellii ENSCPBG00000023973
pelodiscus_sinensis ENSPSIG00000010521
xenopus_tropicalis ENSXETG00000024143
latimeria_chalumnae ENSLACG00000003376
scleropages_formosus ENSSFOG00015009267
paramormyrops_kingsleyae ENSPKIG00000013601
monopterus_albus ENSMALG00000003828
mastacembelus_armatus ENSMAMG00000018377
anabas_testudineus ENSATEG00000017383
scophthalmus_maximus ENSSMAG00000008839
cynoglossus_semilaevis ENSCSEG00000009549
seriola_lalandi_dorsalis ENSSLDG00000004915
seriola_dumerili ENSSDUG00000001989
xiphophorus_maculatus ENSXMAG00000022086
xiphophorus_couchianus ENSXCOG00000005020
gambusia_affinis ENSGAFG00000005086
poecilia_formosa ENSPFOG00000005131
poecilia_formosa ENSPFOG00000004992
poecilia_latipinna ENSPLAG00000007906
poecilia_latipinna ENSPLAG00000007960
poecilia_reticulata ENSPREG00000004375
poecilia_mexicana ENSPMEG00000018504
poecilia_mexicana ENSPMEG00000019789
cyprinodon_variegatus ENSCVAG00000011942
fundulus_heteroclitus ENSFHEG00000021328
kryptolebias_marmoratus ENSKMAG00000000117
oryzias_latipes ENSORLG00020021478
oryzias_latipes ENSORLG00000006237
oryzias_latipes_asm223469v1 ENSORLG00015021873
oryzias_melastigma ENSOMEG00000007875
pundamilia_nyererei ENSPNYG00000007675
maylandia_zebra ENSMZEG00005022621
astatotilapia_calliptera ENSACLG00000018887
haplochromis_burtoni ENSHBUG00000021058
neolamprologus_brichardi ENSNBRG00000014199
oreochromis_niloticus ENSONIG00000014541
amphilophus_citrinellus ENSACIG00000002035
amphiprion_percula ENSAPEG00000017253
amphiprion_ocellaris ENSAOCG00000000634
acanthochromis_polyacanthus ENSAPOG00000008785
stegastes_partitus ENSSPAG00000020373
takifugu_rubripes ENSTRUG00000009794
tetraodon_nigroviridis ENSTNIG00000010570
mola_mola ENSMMOG00000007028
labrus_bergylta ENSLBEG00000015353
labrus_bergylta ENSLBEG00000021489
gasterosteus_aculeatus ENSGACG00000017887
hippocampus_comes ENSHCOG00000018216
periophthalmus_magnuspinnatus ENSPMGG00000018649
gadus_morhua ENSGMOG00000012505
astyanax_mexicanus ENSAMXG00000039899
pygocentrus_nattereri ENSPNAG00000015984
ictalurus_punctatus ENSIPUG00000017548
danio_rerio ENSDARG00000027143
lepisosteus_oculatus ENSLOCG00000011556
eptatretus_burgeri ENSEBUG00000013914
petromyzon_marinus ENSPMAG00000008417
ornithorhynchus_anatinus ENSOANG00000031432
ciona_savignyi ENSCSAVG00000008038
ciona_intestinalis ENSCING00000008741
drosophila_melanogaster FBgn0038704
saccharomyces_cerevisiae YOR258W
