dipodomys_ordii ENSDORG00000024873
macaca_mulatta ENSMMUG00000004431
aotus_nancymaae ENSANAG00000026341
aotus_nancymaae ENSANAG00000017175
aotus_nancymaae ENSANAG00000037128
aotus_nancymaae ENSANAG00000022201
saimiri_boliviensis ENSSBOG00000023871
callithrix_jacchus ENSCJAG00000040723
callithrix_jacchus ENSCJAG00000048230
callithrix_jacchus ENSCJAG00000041617
callithrix_jacchus ENSCJAG00000044892
callithrix_jacchus ENSCJAG00000048562
callithrix_jacchus ENSCJAG00000044994
callithrix_jacchus ENSCJAG00000011331
callithrix_jacchus ENSCJAG00000041459
callithrix_jacchus ENSCJAG00000039024
cebus_capucinus ENSCCAG00000007619
aotus_nancymaae ENSANAG00000021186
aotus_nancymaae ENSANAG00000022379
aotus_nancymaae ENSANAG00000025946
aotus_nancymaae ENSANAG00000020622
aotus_nancymaae ENSANAG00000017603
aotus_nancymaae ENSANAG00000027713
cebus_capucinus ENSCCAG00000037055
cebus_capucinus ENSCCAG00000026846
cebus_capucinus ENSCCAG00000032611
cebus_capucinus ENSCCAG00000022936
saimiri_boliviensis ENSSBOG00000029311
saimiri_boliviensis ENSSBOG00000032778
cebus_capucinus ENSCCAG00000021750
saimiri_boliviensis ENSSBOG00000030731
saimiri_boliviensis ENSSBOG00000026662
saimiri_boliviensis ENSSBOG00000036365
cebus_capucinus ENSCCAG00000019570
saimiri_boliviensis ENSSBOG00000024065
gorilla_gorilla ENSGGOG00000024442
nomascus_leucogenys ENSNLEG00000006419
macaca_mulatta ENSMMUG00000044669
macaca_nemestrina ENSMNEG00000006953
papio_anubis ENSPANG00000033293
mandrillus_leucophaeus ENSMLEG00000042865
cercocebus_atys ENSCATG00000031243
cercocebus_atys ENSCATG00000036123
mandrillus_leucophaeus ENSMLEG00000030905
rhinopithecus_bieti ENSRBIG00000034238
cercocebus_atys ENSCATG00000001549
mandrillus_leucophaeus ENSMLEG00000006162
colobus_angolensis ENSCANG00000036926
macaca_nemestrina ENSMNEG00000040115
theropithecus_gelada ENSTGEG00000005411
chlorocebus_sabaeus ENSCSAG00000011236
colobus_angolensis ENSCANG00000000846
mandrillus_leucophaeus ENSMLEG00000030841
nomascus_leucogenys ENSNLEG00000033209
mandrillus_leucophaeus ENSMLEG00000035586
chlorocebus_sabaeus ENSCSAG00000015366
nomascus_leucogenys ENSNLEG00000033668
pongo_abelii ENSPPYG00000014495
otolemur_garnettii ENSOGAG00000024605
otolemur_garnettii ENSOGAG00000032228
ochotona_princeps ENSOPRG00000016640
erinaceus_europaeus ENSEEUG00000015346
pongo_abelii ENSPPYG00000014259
oryctolagus_cuniculus ENSOCUG00000024195
ailuropoda_melanoleuca ENSAMEG00000014227
ailuropoda_melanoleuca ENSAMEG00000005660
ailuropoda_melanoleuca ENSAMEG00000008667
canis_lupus ENSCAFG00000013265
ailuropoda_melanoleuca ENSAMEG00000012678
ailuropoda_melanoleuca ENSAMEG00000011943
ursus_maritimus ENSUMAG00000009361
neovison_vison ENSNVIG00000000887
neovison_vison ENSNVIG00000006929
mustela_putorius ENSMPUG00000006441
canis_lupus ENSCAFG00020021683
canis_lupus ENSCAFG00000007199
canis_lupus ENSCAFG00000001759
canis_lupus ENSCAFG00000002184
canis_lupus ENSCAFG00000004270
vulpes_vulpes ENSVVUG00000028009
canis_lupus ENSCAFG00020000400
vulpes_vulpes ENSVVUG00000017313
mustela_putorius ENSMPUG00000002664
canis_lupus ENSCAFG00000002875
panthera_pardus ENSPPRG00000009600
panthera_tigris ENSPTIG00000009390
felis_catus ENSFCAG00000000298
myotis_lucifugus ENSMLUG00000004240
myotis_lucifugus ENSMLUG00000024569
myotis_lucifugus ENSMLUG00000025322
pteropus_vampyrus ENSPVAG00000009360
equus_caballus ENSECAG00000021775
equus_asinus ENSEASG00005009260
bos_taurus ENSBTAG00000000836
bison_bison ENSBBBG00000020652
bison_bison ENSBBBG00000005033
bos_mutus ENSBMUG00000022751
ovis_aries ENSOARG00000016786
capra_hircus ENSCHIG00000018745
tursiops_truncatus ENSTTRG00000012974
sus_scrofa ENSSSCG00000000252
dasypus_novemcinctus ENSDNOG00000033943
loxodonta_africana ENSLAFG00000028611
echinops_telfairi ENSETEG00000005077
panthera_pardus ENSPPRG00000009110
ailuropoda_melanoleuca ENSAMEG00000002437
dasypus_novemcinctus ENSDNOG00000033865
pongo_abelii ENSPPYG00000020454
dasypus_novemcinctus ENSDNOG00000035562
dasypus_novemcinctus ENSDNOG00000035334
dasypus_novemcinctus ENSDNOG00000040348
dasypus_novemcinctus ENSDNOG00000038004
felis_catus ENSFCAG00000043853
heterocephalus_glaber ENSHGLG00000001413
heterocephalus_glaber ENSHGLG00100007987
heterocephalus_glaber ENSHGLG00100000104
heterocephalus_glaber ENSHGLG00000001468
heterocephalus_glaber ENSHGLG00100000510
heterocephalus_glaber ENSHGLG00000011562
fukomys_damarensis ENSFDAG00000019325
cavia_aperea ENSCAPG00000015023
cavia_porcellus ENSCPOG00000002615
cavia_porcellus ENSCPOG00000006926
cavia_aperea ENSCAPG00000001098
cavia_aperea ENSCAPG00000001007
cavia_porcellus ENSCPOG00000040075
cavia_porcellus ENSCPOG00000031710
cavia_aperea ENSCAPG00000007533
cavia_porcellus ENSCPOG00000013634
octodon_degus ENSODEG00000016813
octodon_degus ENSODEG00000002618
octodon_degus ENSODEG00000009404
fukomys_damarensis ENSFDAG00000001424
octodon_degus ENSODEG00000013629
octodon_degus ENSODEG00000019672
octodon_degus ENSODEG00000010408
heterocephalus_glaber ENSHGLG00100002465
heterocephalus_glaber ENSHGLG00100002432
heterocephalus_glaber ENSHGLG00000018407
sorex_araneus ENSSARG00000005542
procavia_capensis ENSPCAG00000016755
phascolarctos_cinereus ENSPCIG00000008773
notamacropus_eugenii ENSMEUG00000012614
sarcophilus_harrisii ENSSHAG00000002794
dasypus_novemcinctus ENSDNOG00000007400
dasypus_novemcinctus ENSDNOG00000039659
dasypus_novemcinctus ENSDNOG00000038499
pogona_vitticeps ENSPVIG00000024313
notechis_scutatus ENSNSUG00000001244
sphenodon_punctatus ENSSPUG00000017422
chelonoidis_abingdonii ENSCABG00000005390
gopherus_agassizii ENSGAGG00000025240
chrysemys_picta ENSCPBG00000019641
