dasypus_novemcinctus ENSDNOG00000040055
macaca_fascicularis ENSMFAG00000028864
chlorocebus_sabaeus ENSCSAG00000010783
cebus_capucinus ENSCCAG00000022920
callithrix_jacchus ENSCJAG00000040303
saimiri_boliviensis_boliviensis ENSSBOG00000008434
saimiri_boliviensis_boliviensis ENSSBOG00000022728
aotus_nancymaae ENSANAG00000033360
carlito_syrichta ENSTSYG00000012189
prolemur_simus ENSPSMG00000000455
microcebus_murinus ENSMICG00000013536
otolemur_garnettii ENSOGAG00000001410
erinaceus_europaeus ENSEEUG00000000236
ursus_americanus ENSUAMG00000009763
castor_canadensis ENSCCNG00000027085
echinops_telfairi ENSETEG00000002268
phascolarctos_cinereus ENSPCIG00000024872
notamacropus_eugenii ENSMEUG00000003444
monodelphis_domestica ENSMODG00000004679
sarcophilus_harrisii ENSSHAG00000012472
ornithorhynchus_anatinus ENSOANG00000028248
lepidothrix_coronata ENSLCOG00000014120
manacus_vitellinus ENSMVIG00005013290
lonchura_striata_domestica ENSLSDG00000016549
taeniopygia_guttata ENSTGUG00000010405
junco_hyemalis ENSJHYG00000018336
zonotrichia_albicollis ENSZALG00000004190
serinus_canaria ENSSCAG00000015359
cyanistes_caeruleus ENSCCEG00000007614
parus_major ENSPMJG00000005960
ficedula_albicollis ENSFALG00000013625
calidris_pugnax ENSCPUG00000018860
calidris_pygmaea ENSCPGG00000003682
melopsittacus_undulatus ENSMUNG00000015615
anser_brachyrhynchus ENSABRG00000009421
anas_platyrhynchos_platyrhynchos ENSAPLG00000003138
gallus_gallus ENSGALG00000008368
coturnix_japonica ENSCJPG00005020544
meleagris_gallopavo ENSMGAG00000010131
numida_meleagris ENSNMEG00000007579
apteryx_owenii ENSAOWG00000018115
apteryx_haastii ENSAHAG00000019467
apteryx_rowi ENSARWG00000016655
dromaius_novaehollandiae ENSDNVG00000004762
nothoprocta_perdicaria ENSNPEG00000006278
crocodylus_porosus ENSCPRG00005012686
chelonoidis_abingdonii ENSCABG00000017818
gopherus_agassizii ENSGAGG00000005184
chrysemys_picta_bellii ENSCPBG00000014787
pelodiscus_sinensis ENSPSIG00000006928
pogona_vitticeps ENSPVIG00000000162
anolis_carolinensis ENSACAG00000015168
salvator_merianae ENSSMRG00000003315
sphenodon_punctatus ENSSPUG00000017486
xenopus_tropicalis ENSXETG00000033878
ornithorhynchus_anatinus ENSOANG00000030716
latimeria_chalumnae ENSLACG00000018437
tetraodon_nigroviridis ENSTNIG00000014625
takifugu_rubripes ENSTRUG00000003517
mola_mola ENSMMOG00000021793
gasterosteus_aculeatus ENSGACG00000000920
mastacembelus_armatus ENSMAMG00000023936
monopterus_albus ENSMALG00000017247
anabas_testudineus ENSATEG00000005272
seriola_dumerili ENSSDUG00000012286
seriola_lalandi_dorsalis ENSSLDG00000023969
scophthalmus_maximus ENSSMAG00000000650
amphiprion_ocellaris ENSAOCG00000004507
amphiprion_percula ENSAPEG00000016837
acanthochromis_polyacanthus ENSAPOG00000005260
stegastes_partitus ENSSPAG00000007165
astatotilapia_calliptera ENSACLG00000023506
maylandia_zebra ENSMZEG00005010577
haplochromis_burtoni ENSHBUG00000013322
pundamilia_nyererei ENSPNYG00000006815
neolamprologus_brichardi ENSNBRG00000004794
oreochromis_niloticus ENSONIG00000018979
amphilophus_citrinellus ENSACIG00000020655
xiphophorus_maculatus ENSXMAG00000001516
xiphophorus_couchianus ENSXCOG00000020018
gambusia_affinis ENSGAFG00000021657
poecilia_formosa ENSPFOG00000002722
poecilia_latipinna ENSPLAG00000014704
poecilia_mexicana ENSPMEG00000008103
poecilia_reticulata ENSPREG00000009353
cyprinodon_variegatus ENSCVAG00000001032
fundulus_heteroclitus ENSFHEG00000006149
kryptolebias_marmoratus ENSKMAG00000020725
oryzias_latipes_asm223469v1 ENSORLG00015003414
oryzias_latipes ENSORLG00000029026
oryzias_latipes ENSORLG00020007219
oryzias_melastigma ENSOMEG00000014011
periophthalmus_magnuspinnatus ENSPMGG00000013294
labrus_bergylta ENSLBEG00000012164
cynoglossus_semilaevis ENSCSEG00000002516
hippocampus_comes ENSHCOG00000004824
gadus_morhua ENSGMOG00000007901
esox_lucius ENSELUG00000000733
pygocentrus_nattereri ENSPNAG00000016082
astyanax_mexicanus ENSAMXG00000002534
ictalurus_punctatus ENSIPUG00000018681
danio_rerio ENSDARG00000027938
paramormyrops_kingsleyae ENSPKIG00000004607
paramormyrops_kingsleyae ENSPKIG00000004629
scleropages_formosus ENSSFOG00015019264
lepisosteus_oculatus ENSLOCG00000010629
saccharomyces_cerevisiae YCR066W
