coturnix_japonica ENSCJPG00005006891
mesocricetus_auratus ENSMAUG00000022113
microtus_ochrogaster ENSMOCG00000017871
peromyscus_maniculatus_bairdii ENSPEMG00000000695
nannospalax_galili ENSNGAG00000022609
jaculus_jaculus ENSJJAG00000017070
chinchilla_lanigera ENSCLAG00000007521
octodon_degus ENSODEG00000012521
cavia_porcellus ENSCPOG00000022849
cavia_aperea ENSCAPG00000000387
heterocephalus_glaber_female ENSHGLG00000011994
heterocephalus_glaber_male ENSHGLG00100012005
fukomys_damarensis ENSFDAG00000012179
spermophilus_dauricus ENSSDAG00000017989
urocitellus_parryii ENSUPAG00010016586
ictidomys_tridecemlineatus ENSSTOG00000026252
marmota_marmota_marmota ENSMMMG00000004834
ochotona_princeps ENSOPRG00000014055
oryctolagus_cuniculus ENSOCUG00000015372
tupaia_belangeri ENSTBEG00000010252
pan_troglodytes ENSPTRG00000012096
pan_paniscus ENSPPAG00000034827
homo_sapiens ENSG00000144045
gorilla_gorilla ENSGGOG00000006307
pongo_abelii ENSPPYG00000012268
nomascus_leucogenys ENSNLEG00000000771
theropithecus_gelada ENSTGEG00000017639
papio_anubis ENSPANG00000014436
macaca_mulatta ENSMMUG00000002129
macaca_fascicularis ENSMFAG00000001892
macaca_nemestrina ENSMNEG00000043354
mandrillus_leucophaeus ENSMLEG00000028743
cercocebus_atys ENSCATG00000037156
chlorocebus_sabaeus ENSCSAG00000015682
colobus_angolensis_palliatus ENSCANG00000039725
piliocolobus_tephrosceles ENSPTEG00000036072
rhinopithecus_roxellana ENSRROG00000039342
rhinopithecus_bieti ENSRBIG00000041823
cebus_capucinus ENSCCAG00000031484
saimiri_boliviensis_boliviensis ENSSBOG00000028107
callithrix_jacchus ENSCJAG00000017388
aotus_nancymaae ENSANAG00000033980
carlito_syrichta ENSTSYG00000001608
prolemur_simus ENSPSMG00000020448
propithecus_coquereli ENSPCOG00000021586
microcebus_murinus ENSMICG00000006232
otolemur_garnettii ENSOGAG00000001065
myotis_lucifugus ENSMLUG00000016250
pteropus_vampyrus ENSPVAG00000013964
vicugna_pacos ENSVPAG00000007907
equus_asinus_asinus ENSEASG00005010654
equus_caballus ENSECAG00000023896
ursus_americanus ENSUAMG00000021690
ursus_maritimus ENSUMAG00000001677
ailuropoda_melanoleuca ENSAMEG00000017193
neovison_vison ENSNVIG00000020127
canis_lupus_familiaris ENSCAFG00000008425
canis_lupus_dingo ENSCAFG00020014095
vulpes_vulpes ENSVVUG00000004178
panthera_tigris_altaica ENSPTIG00000016302
panthera_pardus ENSPPRG00000007947
felis_catus ENSFCAG00000028272
erinaceus_europaeus ENSEEUG00000001334
ovis_aries ENSOARG00000012775
capra_hircus ENSCHIG00000019357
bos_taurus ENSBTAG00000016609
bos_mutus ENSBMUG00000013077
bison_bison_bison ENSBBBG00000020697
tursiops_truncatus ENSTTRG00000012725
sus_scrofa ENSSSCG00000022614
loxodonta_africana ENSLAFG00000018370
procavia_capensis ENSPCAG00000016943
echinops_telfairi ENSETEG00000011890
dasypus_novemcinctus ENSDNOG00000019907
cyanistes_caeruleus ENSCCEG00000007723
xenopus_tropicalis ENSXETG00000032527
latimeria_chalumnae ENSLACG00000007417
xiphophorus_maculatus ENSXMAG00000010692
xiphophorus_couchianus ENSXCOG00000001210
gambusia_affinis ENSGAFG00000008279
poecilia_formosa ENSPFOG00000006654
poecilia_latipinna ENSPLAG00000019886
poecilia_mexicana ENSPMEG00000004991
poecilia_reticulata ENSPREG00000007179
xiphophorus_couchianus ENSXCOG00000001217
fundulus_heteroclitus ENSFHEG00000007365
cyprinodon_variegatus ENSCVAG00000007365
kryptolebias_marmoratus ENSKMAG00000002776
oryzias_latipes ENSORLG00020004148
oryzias_latipes ENSORLG00000014277
oryzias_latipes_asm223469v1 ENSORLG00015017580
oryzias_melastigma ENSOMEG00000015481
cynoglossus_semilaevis ENSCSEG00000018927
periophthalmus_magnuspinnatus ENSPMGG00000005610
hippocampus_comes ENSHCOG00000002562
amphilophus_citrinellus ENSACIG00000007128
takifugu_rubripes ENSTRUG00000012911
tetraodon_nigroviridis ENSTNIG00000005504
mola_mola ENSMMOG00000003933
labrus_bergylta ENSLBEG00000020503
scophthalmus_maximus ENSSMAG00000010612
monopterus_albus ENSMALG00000015132
mastacembelus_armatus ENSMAMG00000022633
anabas_testudineus ENSATEG00000009375
seriola_dumerili ENSSDUG00000020759
seriola_lalandi_dorsalis ENSSLDG00000022712
gasterosteus_aculeatus ENSGACG00000018495
amphiprion_ocellaris ENSAOCG00000020792
amphiprion_percula ENSAPEG00000011785
acanthochromis_polyacanthus ENSAPOG00000005067
stegastes_partitus ENSSPAG00000013343
astatotilapia_calliptera ENSACLG00000006845
maylandia_zebra ENSMZEG00005002422
pundamilia_nyererei ENSPNYG00000003028
haplochromis_burtoni ENSHBUG00000012890
neolamprologus_brichardi ENSNBRG00000004923
oreochromis_niloticus ENSONIG00000012572
amphilophus_citrinellus ENSACIG00000012103
gadus_morhua ENSGMOG00000008923
esox_lucius ENSELUG00000015619
astyanax_mexicanus ENSAMXG00000009153
pygocentrus_nattereri ENSPNAG00000023120
ictalurus_punctatus ENSIPUG00000015152
danio_rerio ENSDARG00000059455
paramormyrops_kingsleyae ENSPKIG00000016273
scleropages_formosus ENSSFOG00015003817
lepisosteus_oculatus ENSLOCG00000001140
petromyzon_marinus ENSPMAG00000000247
eptatretus_burgeri ENSEBUG00000005072
