denticeps_clupeoides ENSDCDG00000016296
sarcophilus_harrisii ENSSHAG00000010234
ovis_aries ENSOARG00000007440
capra_hircus ENSCHIG00000026387
bison_bison ENSBBBG00000014421
bos_mutus ENSBMUG00000018548
bos_indicus ENSBIXG00005014071
bos_indicus ENSBIXG00000023510
bos_taurus ENSBTAG00000018445
tursiops_truncatus ENSTTRG00000000663
sus_scrofa ENSSSCG00000005400
vicugna_pacos ENSVPAG00000002247
equus_caballus ENSECAG00000012616
equus_asinus ENSEASG00005022909
ursus_americanus ENSUAMG00000020924
ursus_maritimus ENSUMAG00000013028
ailuropoda_melanoleuca ENSAMEG00000000557
neovison_vison ENSNVIG00000014374
mustela_putorius ENSMPUG00000006960
canis_lupus ENSCAFG00020019921
canis_lupus ENSCAFG00000002617
vulpes_vulpes ENSVVUG00000019237
panthera_pardus ENSPPRG00000003804
panthera_tigris ENSPTIG00000005680
felis_catus ENSFCAG00000018633
pteropus_vampyrus ENSPVAG00000000948
myotis_lucifugus ENSMLUG00000006044
sorex_araneus ENSSARG00000012050
erinaceus_europaeus ENSEEUG00000006339
pan_troglodytes ENSPTRG00000023608
pan_paniscus ENSPPAG00000025611
homo_sapiens ENSG00000198785
gorilla_gorilla ENSGGOG00000009473
pongo_abelii ENSPPYG00000019456
nomascus_leucogenys ENSNLEG00000017141
mandrillus_leucophaeus ENSMLEG00000033645
cercocebus_atys ENSCATG00000040722
papio_anubis ENSPANG00000025672
theropithecus_gelada ENSTGEG00000001660
macaca_fascicularis ENSMFAG00000044847
macaca_mulatta ENSMMUG00000016675
macaca_nemestrina ENSMNEG00000043071
chlorocebus_sabaeus ENSCSAG00000011247
rhinopithecus_roxellana ENSRROG00000030952
rhinopithecus_bieti ENSRBIG00000034056
colobus_angolensis ENSCANG00000027395
piliocolobus_tephrosceles ENSPTEG00000034866
saimiri_boliviensis ENSSBOG00000028761
callithrix_jacchus ENSCJAG00000016471
cebus_capucinus ENSCCAG00000021080
aotus_nancymaae ENSANAG00000026840
carlito_syrichta ENSTSYG00000011006
microcebus_murinus ENSMICG00000037515
propithecus_coquereli ENSPCOG00000008500
prolemur_simus ENSPSMG00000013613
otolemur_garnettii ENSOGAG00000015807
tupaia_belangeri ENSTBEG00000004285
castor_canadensis ENSCCNG00000021771
dipodomys_ordii ENSDORG00000011973
cricetulus_griseus ENSCGRG00000004576
cricetulus_griseus ENSCGRG00015027799
cricetulus_griseus ENSCGRG00001020666
mesocricetus_auratus ENSMAUG00000021268
peromyscus_maniculatus ENSPEMG00000000322
microtus_ochrogaster ENSMOCG00000021661
rattus_norvegicus ENSRNOG00000046581
rattus_norvegicus ENSRNOG00000005723
mus_musculus ENSMUSG00000039579
mus_spretus MGP_SPRETEiJ_G0026979
mus_caroli MGP_CAROLIEiJ_G0026016
mus_spicilegus ENSMSIG00000026757
mus_pahari MGP_PahariEiJ_G0028352
meriones_unguiculatus ENSMUGG00000004294
nannospalax_galili ENSNGAG00000024185
jaculus_jaculus ENSJJAG00000023914
cavia_porcellus ENSCPOG00000006667
cavia_aperea ENSCAPG00000004181
chinchilla_lanigera ENSCLAG00000009983
octodon_degus ENSODEG00000004363
heterocephalus_glaber ENSHGLG00000014346
heterocephalus_glaber ENSHGLG00100001590
fukomys_damarensis ENSFDAG00000000159
ictidomys_tridecemlineatus ENSSTOG00000002475
urocitellus_parryii ENSUPAG00010015019
spermophilus_dauricus ENSSDAG00000008104
marmota_marmota ENSMMMG00000004037
oryctolagus_cuniculus ENSOCUG00000016738
ochotona_princeps ENSOPRG00000015609
loxodonta_africana ENSLAFG00000011313
procavia_capensis ENSPCAG00000002739
echinops_telfairi ENSETEG00000003005
choloepus_hoffmanni ENSCHOG00000004802
dasypus_novemcinctus ENSDNOG00000010246
ornithorhynchus_anatinus ENSOANG00000012817
xenopus_tropicalis ENSXETG00000004785
latimeria_chalumnae ENSLACG00000011471
callorhinchus_milii ENSCMIG00000018391
erpetoichthys_calabaricus ENSECRG00000008936
lepisosteus_oculatus ENSLOCG00000002735
petromyzon_marinus ENSPMAG00000000712
