seriola_dumerili ENSSDUG00000009135
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033906
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032758
mus_pahari MGP_PahariEiJ_G0015625
rattus_norvegicus ENSRNOG00000033026
jaculus_jaculus ENSJJAG00000021037
chinchilla_lanigera ENSCLAG00000005385
octodon_degus ENSODEG00000003986
cavia_aperea ENSCAPG00000001672
cavia_porcellus ENSCPOG00000002280
heterocephalus_glaber_female ENSHGLG00000002384
heterocephalus_glaber_male ENSHGLG00100010384
fukomys_damarensis ENSFDAG00000015795
urocitellus_parryii ENSUPAG00010005058
ictidomys_tridecemlineatus ENSSTOG00000028839
spermophilus_dauricus ENSSDAG00000005605
marmota_marmota_marmota ENSMMMG00000011687
tupaia_belangeri ENSTBEG00000014754
homo_sapiens ENSG00000163673
gorilla_gorilla ENSGGOG00000016779
pan_troglodytes ENSPTRG00000014739
pan_paniscus ENSPPAG00000028394
pongo_abelii ENSPPYG00000014025
nomascus_leucogenys ENSNLEG00000004871
mandrillus_leucophaeus ENSMLEG00000033778
cercocebus_atys ENSCATG00000040391
papio_anubis ENSPANG00000018587
theropithecus_gelada ENSTGEG00000020469
macaca_fascicularis ENSMFAG00000043493
macaca_mulatta ENSMMUG00000006812
macaca_nemestrina ENSMNEG00000037509
chlorocebus_sabaeus ENSCSAG00000014127
rhinopithecus_bieti ENSRBIG00000040365
rhinopithecus_roxellana ENSRROG00000017374
colobus_angolensis_palliatus ENSCANG00000031645
piliocolobus_tephrosceles ENSPTEG00000023411
saimiri_boliviensis_boliviensis ENSSBOG00000033741
callithrix_jacchus ENSCJAG00000012380
cebus_capucinus ENSCCAG00000034655
aotus_nancymaae ENSANAG00000021846
carlito_syrichta ENSTSYG00000031147
prolemur_simus ENSPSMG00000018941
propithecus_coquereli ENSPCOG00000020383
microcebus_murinus ENSMICG00000049233
otolemur_garnettii ENSOGAG00000028781
loxodonta_africana ENSLAFG00000026255
procavia_capensis ENSPCAG00000005642
dasypus_novemcinctus ENSDNOG00000043600
oryctolagus_cuniculus ENSOCUG00000003654
ochotona_princeps ENSOPRG00000010632
phascolarctos_cinereus ENSPCIG00000032698
notamacropus_eugenii ENSMEUG00000010168
ornithorhynchus_anatinus ENSOANG00000015308
xenopus_tropicalis ENSXETG00000004976
astyanax_mexicanus ENSAMXG00000032506
latimeria_chalumnae ENSLACG00000004145
lepisosteus_oculatus ENSLOCG00000004794
petromyzon_marinus ENSPMAG00000007258
petromyzon_marinus ENSPMAG00000009555
eptatretus_burgeri ENSEBUG00000004322
ciona_intestinalis ENSCING00000012019
piliocolobus_tephrosceles ENSPTEG00000000231
piliocolobus_tephrosceles ENSPTEG00000018484
piliocolobus_tephrosceles ENSPTEG00000001364
caenorhabditis_elegans_strain_n2 WBGene00009326
