dromaius_novaehollandiae ENSDNVG00000019208
paramormyrops_kingsleyae ENSPKIG00000005805
hippocampus_comes ENSHCOG00000006812
periophthalmus_magnuspinnatus ENSPMGG00000009411
tetraodon_nigroviridis ENSTNIG00000006686
takifugu_rubripes ENSTRUG00000007369
mola_mola ENSMMOG00000019201
amphiprion_ocellaris ENSAOCG00000007210
amphiprion_percula ENSAPEG00000002479
acanthochromis_polyacanthus ENSAPOG00000020851
acanthochromis_polyacanthus ENSAPOG00000014823
stegastes_partitus ENSSPAG00000000558
kryptolebias_marmoratus ENSKMAG00000007290
seriola_lalandi ENSSLDG00000017714
seriola_dumerili ENSSDUG00000015997
scophthalmus_maximus ENSSMAG00000011510
lates_calcarifer ENSLCAG00010024945
anabas_testudineus ENSATEG00000018526
betta_splendens ENSBSLG00000003060
monopterus_albus ENSMALG00000020890
larimichthys_crocea ENSLCRG00005008658
maylandia_zebra ENSMZEG00005020207
astatotilapia_calliptera ENSACLG00000019028
pundamilia_nyererei ENSPNYG00000003311
haplochromis_burtoni ENSHBUG00000003196
neolamprologus_brichardi ENSNBRG00000016647
oreochromis_niloticus ENSONIG00000013425
amphilophus_citrinellus ENSACIG00000019858
poecilia_mexicana ENSPMEG00000020187
poecilia_reticulata ENSPREG00000009978
poecilia_formosa ENSPFOG00000017474
poecilia_latipinna ENSPLAG00000004944
xiphophorus_maculatus ENSXMAG00000012917
xiphophorus_couchianus ENSXCOG00000002560
gambusia_affinis ENSGAFG00000002437
fundulus_heteroclitus ENSFHEG00000000260
cyprinodon_variegatus ENSCVAG00000011838
parambassis_ranga ENSPRNG00000026446
labrus_bergylta ENSLBEG00000013655
mastacembelus_armatus ENSMAMG00000007928
oryzias_latipes ENSORLG00020010562
oryzias_latipes ENSORLG00000030096
oryzias_latipes ENSORLG00015007315
oryzias_melastigma ENSOMEG00000001374
cynoglossus_semilaevis ENSCSEG00000016382
gadus_morhua ENSGMOG00000005178
hucho_hucho ENSHHUG00000033409
hucho_hucho ENSHHUG00000031111
esox_lucius ENSELUG00000017699
lepisosteus_oculatus ENSLOCG00000005043
erpetoichthys_calabaricus ENSECRG00000005336
callorhinchus_milii ENSCMIG00000019004
