amphiprion_ocellaris ENSAOCG00000010018
homo_sapiens ENSG00000085491
gorilla_gorilla ENSGGOG00000013403
pongo_abelii ENSPPYG00000001097
nomascus_leucogenys ENSNLEG00000001473
macaca_fascicularis ENSMFAG00000045161
macaca_mulatta ENSMMUG00000002789
macaca_nemestrina ENSMNEG00000028150
papio_anubis ENSPANG00000012520
theropithecus_gelada ENSTGEG00000027770
cercocebus_atys ENSCATG00000035263
mandrillus_leucophaeus ENSMLEG00000028614
chlorocebus_sabaeus ENSCSAG00000001525
colobus_angolensis_palliatus ENSCANG00000042599
piliocolobus_tephrosceles ENSPTEG00000020928
rhinopithecus_roxellana ENSRROG00000038138
rhinopithecus_bieti ENSRBIG00000035079
saimiri_boliviensis_boliviensis ENSSBOG00000029591
callithrix_jacchus ENSCJAG00000008602
cebus_capucinus ENSCCAG00000032667
aotus_nancymaae ENSANAG00000035446
nannospalax_galili ENSNGAG00000000122
nannospalax_galili ENSNGAG00000003980
cricetulus_griseus_crigri ENSCGRG00000001074
cricetulus_griseus_chok1gshd ENSCGRG00001017550
cricetulus_griseus_crigri-picr ENSCGRG00015026774
mesocricetus_auratus ENSMAUG00000006982
microtus_ochrogaster ENSMOCG00000020100
peromyscus_maniculatus_bairdii ENSPEMG00000003900
mus_musculus ENSMUSG00000040322
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026497
mus_spicilegus ENSMSIG00000020113
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025547
mus_pahari MGP_PahariEiJ_G0026993
rattus_norvegicus ENSRNOG00000020470
meriones_unguiculatus ENSMUGG00000025878
dipodomys_ordii ENSDORG00000028124
cavia_porcellus ENSCPOG00000000991
octodon_degus ENSODEG00000005592
chinchilla_lanigera ENSCLAG00000004369
heterocephalus_glaber_male ENSHGLG00100011851
heterocephalus_glaber_female ENSHGLG00000006802
fukomys_damarensis ENSFDAG00000005139
ictidomys_tridecemlineatus ENSSTOG00000025446
urocitellus_parryii ENSUPAG00010003749
spermophilus_dauricus ENSSDAG00000000640
marmota_marmota_marmota ENSMMMG00000009037
ochotona_princeps ENSOPRG00000002488
oryctolagus_cuniculus ENSOCUG00000012809
tupaia_belangeri ENSTBEG00000015102
pteropus_vampyrus ENSPVAG00000002517
erinaceus_europaeus ENSEEUG00000005321
equus_asinus_asinus ENSEASG00005022624
equus_caballus ENSECAG00000008844
ursus_maritimus ENSUMAG00000012439
ursus_americanus ENSUAMG00000022362
ailuropoda_melanoleuca ENSAMEG00000006829
neovison_vison ENSNVIG00000004644
mustela_putorius_furo ENSMPUG00000000095
canis_lupus_dingo ENSCAFG00020011152
canis_lupus_familiaris ENSCAFG00000019940
vulpes_vulpes ENSVVUG00000000611
panthera_pardus ENSPPRG00000006281
panthera_tigris_altaica ENSPTIG00000009155
felis_catus ENSFCAG00000001193
bos_mutus ENSBMUG00000004497
bos_taurus ENSBTAG00000003752
bison_bison_bison ENSBBBG00000001461
capra_hircus ENSCHIG00000023537
sus_scrofa ENSSSCG00000006848
tursiops_truncatus ENSTTRG00000005589
vicugna_pacos ENSVPAG00000005533
ovis_aries ENSOARG00000018823
myotis_lucifugus ENSMLUG00000012926
sorex_araneus ENSSARG00000011276
carlito_syrichta ENSTSYG00000004712
castor_canadensis ENSCCNG00000005275
loxodonta_africana ENSLAFG00000006249
procavia_capensis ENSPCAG00000003788
echinops_telfairi ENSETEG00000012528
dasypus_novemcinctus ENSDNOG00000000725
choloepus_hoffmanni ENSCHOG00000006833
vulpes_vulpes ENSVVUG00000000648
canis_lupus_dingo ENSCAFG00020011078
ursus_maritimus ENSUMAG00000012522
ursus_americanus ENSUAMG00000028281
ovis_aries ENSOARG00000018833
capra_hircus ENSCHIG00000000620
bos_mutus ENSBMUG00000004381
bos_taurus ENSBTAG00000054598
bison_bison_bison ENSBBBG00000009316
prolemur_simus ENSPSMG00000020565
microcebus_murinus ENSMICG00000007350
ornithorhynchus_anatinus ENSOANG00000029293
ornithorhynchus_anatinus ENSOANG00000007008
anolis_carolinensis ENSACAG00000005628
anolis_carolinensis ENSACAG00000000721
pogona_vitticeps ENSPVIG00000007115
notechis_scutatus ENSNSUG00000006556
salvator_merianae ENSSMRG00000014579
sphenodon_punctatus ENSSPUG00000017719
gopherus_agassizii ENSGAGG00000015404
chelonoidis_abingdonii ENSCABG00000008971
chrysemys_picta_bellii ENSCPBG00000028303
pelodiscus_sinensis ENSPSIG00000005100
calidris_pygmaea ENSCPGG00000002835
calidris_pugnax ENSCPUG00000001596
melopsittacus_undulatus ENSMUNG00000002019
lepidothrix_coronata ENSLCOG00000012925
manacus_vitellinus ENSMVIG00005015957
lonchura_striata_domestica ENSLSDG00000002702
taeniopygia_guttata ENSTGUG00000004615
serinus_canaria ENSSCAG00000011903
zonotrichia_albicollis ENSZALG00000015341
junco_hyemalis ENSJHYG00000016687
ficedula_albicollis ENSFALG00000002660
parus_major ENSPMJG00000019296
cyanistes_caeruleus ENSCCEG00000000372
coturnix_japonica ENSCJPG00005021083
gallus_gallus ENSGALG00000001938
meleagris_gallopavo ENSMGAG00000006210
numida_meleagris ENSNMEG00000020086
anser_brachyrhynchus ENSABRG00000011616
anas_platyrhynchos_platyrhynchos ENSAPLG00000006131
apteryx_haastii ENSAHAG00000014910
apteryx_owenii ENSAOWG00000003759
apteryx_rowi ENSARWG00000018789
dromaius_novaehollandiae ENSDNVG00000007457
nothoprocta_perdicaria ENSNPEG00000005612
crocodylus_porosus ENSCPRG00005017688
xenopus_tropicalis ENSXETG00000026007
eptatretus_burgeri ENSEBUG00000007338
ciona_intestinalis ENSCING00000003221
ciona_savignyi ENSCSAVG00000008963
