ochotona_princeps ENSOPRG00000015906
amphiprion_ocellaris ENSAOCG00000015761
acanthochromis_polyacanthus ENSAPOG00000014720
mola_mola ENSMMOG00000018117
labrus_bergylta ENSLBEG00000008178
scophthalmus_maximus ENSSMAG00000007865
pundamilia_nyererei ENSPNYG00000000324
astatotilapia_calliptera ENSACLG00000009929
haplochromis_burtoni ENSHBUG00000018453
oreochromis_niloticus ENSONIG00000010661
amphilophus_citrinellus ENSACIG00000022070
maylandia_zebra ENSMZEG00005005544
neolamprologus_brichardi ENSNBRG00000004060
monopterus_albus ENSMALG00000006505
takifugu_rubripes ENSTRUG00000025783
hippocampus_comes ENSHCOG00000020565
mastacembelus_armatus ENSMAMG00000003215
oryzias_latipes ENSORLG00000004484
oryzias_latipes_asm223469v1 ENSORLG00015006933
oryzias_latipes ENSORLG00020003771
oryzias_melastigma ENSOMEG00000016160
periophthalmus_magnuspinnatus ENSPMGG00000009379
gadus_morhua ENSGMOG00000018162
esox_lucius ENSELUG00000023264
pygocentrus_nattereri ENSPNAG00000017113
astyanax_mexicanus ENSAMXG00000018715
ictalurus_punctatus ENSIPUG00000013142
danio_rerio ENSDARG00000115266
scleropages_formosus ENSSFOG00015012483
paramormyrops_kingsleyae ENSPKIG00000007169
lepisosteus_oculatus ENSLOCG00000010237
eptatretus_burgeri ENSEBUG00000002343
ciona_savignyi ENSCSAVG00000000698
ciona_intestinalis ENSCING00000004233
drosophila_melanogaster FBgn0034232
caenorhabditis_elegans_strain_n2 WBGene00016740
piliocolobus_tephrosceles ENSPTEG00000002945
piliocolobus_tephrosceles ENSPTEG00000013409
saccharomyces_cerevisiae YHR148W
