astatotilapia_calliptera ENSACLG00000023167
anas_platyrhynchos_platyrhynchos ENSAPLG00000021938
anas_platyrhynchos_platyrhynchos ENSAPLG00000026260
anser_brachyrhynchus ENSABRG00000001935
anas_platyrhynchos_platyrhynchos ENSAPLG00000024910
anas_platyrhynchos_platyrhynchos ENSAPLG00000023496
anas_platyrhynchos_platyrhynchos ENSAPLG00000029690
anas_platyrhynchos_platyrhynchos ENSAPLG00000017286
anser_brachyrhynchus ENSABRG00000017245
anser_brachyrhynchus ENSABRG00000008904
anser_brachyrhynchus ENSABRG00000009341
anas_platyrhynchos_platyrhynchos ENSAPLG00000024220
gallus_gallus ENSGALG00000022875
meleagris_gallopavo ENSMGAG00000009001
numida_meleagris ENSNMEG00000004889
numida_meleagris ENSNMEG00000022746
numida_meleagris ENSNMEG00000004882
numida_meleagris ENSNMEG00000004894
numida_meleagris ENSNMEG00000022766
numida_meleagris ENSNMEG00000004893
numida_meleagris ENSNMEG00000004877
gallus_gallus ENSGALG00000049461
gallus_gallus ENSGALG00000026396
gallus_gallus ENSGALG00000049448
gallus_gallus ENSGALG00000050131
gallus_gallus ENSGALG00000046794
coturnix_japonica ENSCJPG00005015740
coturnix_japonica ENSCJPG00005015741
coturnix_japonica ENSCJPG00005015738
coturnix_japonica ENSCJPG00005015739
coturnix_japonica ENSCJPG00005015742
meleagris_gallopavo ENSMGAG00000000641
meleagris_gallopavo ENSMGAG00000000635
numida_meleagris ENSNMEG00000022767
calidris_pugnax ENSCPUG00000006597
calidris_pugnax ENSCPUG00000006589
calidris_pugnax ENSCPUG00000006594
calidris_pugnax ENSCPUG00000006588
calidris_pygmaea ENSCPGG00000014224
calidris_pygmaea ENSCPGG00000016894
calidris_pugnax ENSCPUG00000007189
calidris_pygmaea ENSCPGG00000012255
calidris_pygmaea ENSCPGG00000012262
calidris_pugnax ENSCPUG00000007732
calidris_pygmaea ENSCPGG00000008245
calidris_pugnax ENSCPUG00000007731
calidris_pugnax ENSCPUG00000012821
calidris_pygmaea ENSCPGG00000014357
calidris_pugnax ENSCPUG00000001644
calidris_pugnax ENSCPUG00000001645
calidris_pugnax ENSCPUG00000010622
calidris_pygmaea ENSCPGG00000012252
calidris_pygmaea ENSCPGG00000014319
calidris_pugnax ENSCPUG00000008340
taeniopygia_guttata ENSTGUG00000005203
pelodiscus_sinensis ENSPSIG00000015852
sphenodon_punctatus ENSSPUG00000002897
nothoprocta_perdicaria ENSNPEG00000009537
ornithorhynchus_anatinus ENSOANG00000003027
lepidothrix_coronata ENSLCOG00000000526
manacus_vitellinus ENSMVIG00005007189
calidris_pugnax ENSCPUG00000000383
anser_brachyrhynchus ENSABRG00000010214
crocodylus_porosus ENSCPRG00005009529
chrysemys_picta_bellii ENSCPBG00000015208
chrysemys_picta_bellii ENSCPBG00000020693
chelonoidis_abingdonii ENSCABG00000006411
chelonoidis_abingdonii ENSCABG00000011352
chrysemys_picta_bellii ENSCPBG00000009784
gopherus_agassizii ENSGAGG00000015548
gopherus_agassizii ENSGAGG00000004394
anas_platyrhynchos_platyrhynchos ENSAPLG00000020909
sphenodon_punctatus ENSSPUG00000002183
sus_scrofa ENSSSCG00000033719
sus_scrofa ENSSSCG00000005861
sus_scrofa ENSSSCG00000038984
sus_scrofa ENSSSCG00000033414
ailuropoda_melanoleuca ENSAMEG00000002462
chrysemys_picta_bellii ENSCPBG00000020637
pelodiscus_sinensis ENSPSIG00000015525
chelonoidis_abingdonii ENSCABG00000016723
chrysemys_picta_bellii ENSCPBG00000009400
chelonoidis_abingdonii ENSCABG00000020280
chrysemys_picta_bellii ENSCPBG00000004798
chrysemys_picta_bellii ENSCPBG00000014464
chrysemys_picta_bellii ENSCPBG00000022277
gopherus_agassizii ENSGAGG00000016372
pelodiscus_sinensis ENSPSIG00000016143
chelonoidis_abingdonii ENSCABG00000005416
pelodiscus_sinensis ENSPSIG00000013426
chrysemys_picta_bellii ENSCPBG00000004395
chrysemys_picta_bellii ENSCPBG00000004049
chrysemys_picta_bellii ENSCPBG00000003800
pelodiscus_sinensis ENSPSIG00000010080
chelonoidis_abingdonii ENSCABG00000013388
chelonoidis_abingdonii ENSCABG00000011391
gopherus_agassizii ENSGAGG00000018330
chrysemys_picta_bellii ENSCPBG00000005700
chelonoidis_abingdonii ENSCABG00000013387
gopherus_agassizii ENSGAGG00000007001
chrysemys_picta_bellii ENSCPBG00000008988
chelonoidis_abingdonii ENSCABG00000007771
chelonoidis_abingdonii ENSCABG00000012961
chelonoidis_abingdonii ENSCABG00000013391
chelonoidis_abingdonii ENSCABG00000007830
chrysemys_picta_bellii ENSCPBG00000001217
pelodiscus_sinensis ENSPSIG00000014489
pelodiscus_sinensis ENSPSIG00000002484
pelodiscus_sinensis ENSPSIG00000008088
pelodiscus_sinensis ENSPSIG00000009986
pelodiscus_sinensis ENSPSIG00000010033
pelodiscus_sinensis ENSPSIG00000015203
chrysemys_picta_bellii ENSCPBG00000013043
chelonoidis_abingdonii ENSCABG00000009307
chrysemys_picta_bellii ENSCPBG00000013046
gopherus_agassizii ENSGAGG00000017113
pelodiscus_sinensis ENSPSIG00000016339
anser_brachyrhynchus ENSABRG00000005911
anas_platyrhynchos_platyrhynchos ENSAPLG00000009418
apteryx_rowi ENSARWG00000011604
apteryx_owenii ENSAOWG00000019292
apteryx_haastii ENSAHAG00000013211
chelonoidis_abingdonii ENSCABG00000019197
gopherus_agassizii ENSGAGG00000019894
chrysemys_picta_bellii ENSCPBG00000001915
chrysemys_picta_bellii ENSCPBG00000009917
pelodiscus_sinensis ENSPSIG00000010272
apteryx_rowi ENSARWG00000011603
apteryx_owenii ENSAOWG00000019291
apteryx_haastii ENSAHAG00000013207
nothoprocta_perdicaria ENSNPEG00000009541
dromaius_novaehollandiae ENSDNVG00000015953
ficedula_albicollis ENSFALG00000014899
sphenodon_punctatus ENSSPUG00000002152
sphenodon_punctatus ENSSPUG00000014035
ornithorhynchus_anatinus ENSOANG00000010013
ornithorhynchus_anatinus ENSOANG00000020656
ornithorhynchus_anatinus ENSOANG00000007760
ornithorhynchus_anatinus ENSOANG00000002139
ornithorhynchus_anatinus ENSOANG00000015806
ornithorhynchus_anatinus ENSOANG00000000592
ornithorhynchus_anatinus ENSOANG00000003685
ornithorhynchus_anatinus ENSOANG00000007480
ornithorhynchus_anatinus ENSOANG00000014841
ornithorhynchus_anatinus ENSOANG00000022535
ornithorhynchus_anatinus ENSOANG00000020021
ornithorhynchus_anatinus ENSOANG00000013146
urocitellus_parryii ENSUPAG00010014680
monodelphis_domestica ENSMODG00000028805
monodelphis_domestica ENSMODG00000029705
monodelphis_domestica ENSMODG00000008983
monodelphis_domestica ENSMODG00000027867
monodelphis_domestica ENSMODG00000029664
monodelphis_domestica ENSMODG00000028280
phascolarctos_cinereus ENSPCIG00000019002
phascolarctos_cinereus ENSPCIG00000018987
sarcophilus_harrisii ENSSHAG00000005418
monodelphis_domestica ENSMODG00000008972
sarcophilus_harrisii ENSSHAG00000006875
monodelphis_domestica ENSMODG00000008979
phascolarctos_cinereus ENSPCIG00000018995
phascolarctos_cinereus ENSPCIG00000018993
phascolarctos_cinereus ENSPCIG00000018977
phascolarctos_cinereus ENSPCIG00000033011
sarcophilus_harrisii ENSSHAG00000006832
phascolarctos_cinereus ENSPCIG00000036092
sarcophilus_harrisii ENSSHAG00000007687
oryctolagus_cuniculus ENSOCUG00000015616
ochotona_princeps ENSOPRG00000011783
pan_paniscus ENSPPAG00000021798
pan_troglodytes ENSPTRG00000017903
homo_sapiens ENSG00000204655
gorilla_gorilla ENSGGOG00000016910
pongo_abelii ENSPPYG00000016396
nomascus_leucogenys ENSNLEG00000004664
rhinopithecus_roxellana ENSRROG00000045076
rhinopithecus_bieti ENSRBIG00000034072
colobus_angolensis_palliatus ENSCANG00000004462
piliocolobus_tephrosceles ENSPTEG00000035619
papio_anubis ENSPANG00000004308
mandrillus_leucophaeus ENSMLEG00000041810
cercocebus_atys ENSCATG00000039754
theropithecus_gelada ENSTGEG00000004890
macaca_nemestrina ENSMNEG00000041042
macaca_fascicularis ENSMFAG00000037244
macaca_mulatta ENSMMUG00000002967
chlorocebus_sabaeus ENSCSAG00000008080
cebus_capucinus ENSCCAG00000037313
saimiri_boliviensis_boliviensis ENSSBOG00000018997
callithrix_jacchus ENSCJAG00000043626
aotus_nancymaae ENSANAG00000020913
carlito_syrichta ENSTSYG00000002669
tupaia_belangeri ENSTBEG00000010433
spermophilus_dauricus ENSSDAG00000003386
urocitellus_parryii ENSUPAG00010015182
ictidomys_tridecemlineatus ENSSTOG00000002496
marmota_marmota_marmota ENSMMMG00000022902
castor_canadensis ENSCCNG00000011444
dipodomys_ordii ENSDORG00000003556
cricetulus_griseus_crigri-picr ENSCGRG00015020438
cricetulus_griseus_crigri ENSCGRG00000014823
cricetulus_griseus_chok1gshd ENSCGRG00001017417
mesocricetus_auratus ENSMAUG00000011276
peromyscus_maniculatus_bairdii ENSPEMG00000023066
microtus_ochrogaster ENSMOCG00000019437
mus_spicilegus ENSMSIG00000015347
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022477
mus_musculus ENSMUSG00000076439
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021565
mus_pahari MGP_PahariEiJ_G0020563
rattus_norvegicus ENSRNOG00000000775
meriones_unguiculatus ENSMUGG00000012565
nannospalax_galili ENSNGAG00000022436
jaculus_jaculus ENSJJAG00000002510
microcebus_murinus ENSMICG00000013337
propithecus_coquereli ENSPCOG00000024119
prolemur_simus ENSPSMG00000010712
otolemur_garnettii ENSOGAG00000000078
equus_caballus ENSECAG00000024468
equus_asinus_asinus ENSEASG00005009013
erinaceus_europaeus ENSEEUG00000006040
sorex_araneus ENSSARG00000012280
ovis_aries ENSOARG00000016686
capra_hircus ENSCHIG00000011825
bos_mutus ENSBMUG00000002746
bos_taurus ENSBTAG00000017818
bison_bison_bison ENSBBBG00000010654
tursiops_truncatus ENSTTRG00000008544
sus_scrofa ENSSSCG00000001248
pteropus_vampyrus ENSPVAG00000008326
loxodonta_africana ENSLAFG00000017461
dasypus_novemcinctus ENSDNOG00000045213
echinops_telfairi ENSETEG00000003021
ursus_maritimus ENSUMAG00000019173
ursus_americanus ENSUAMG00000022254
ailuropoda_melanoleuca ENSAMEG00000016076
mustela_putorius_furo ENSMPUG00000007454
neovison_vison ENSNVIG00000011210
canis_lupus_familiaris ENSCAFG00000012177
canis_lupus_dingo ENSCAFG00020003167
vulpes_vulpes ENSVVUG00000001876
panthera_tigris_altaica ENSPTIG00000009849
panthera_pardus ENSPPRG00000005656
felis_catus ENSFCAG00000023986
chinchilla_lanigera ENSCLAG00000003415
octodon_degus ENSODEG00000001982
cavia_porcellus ENSCPOG00000024872
cavia_aperea ENSCAPG00000006703
heterocephalus_glaber_female ENSHGLG00000019380
heterocephalus_glaber_male ENSHGLG00100000466
fukomys_damarensis ENSFDAG00000009046
phascolarctos_cinereus ENSPCIG00000014932
notamacropus_eugenii ENSMEUG00000012373
monodelphis_domestica ENSMODG00000016030
sarcophilus_harrisii ENSSHAG00000005615
ornithorhynchus_anatinus ENSOANG00000031182
urocitellus_parryii ENSUPAG00010011652
chrysemys_picta_bellii ENSCPBG00000009355
pelodiscus_sinensis ENSPSIG00000008167
pelodiscus_sinensis ENSPSIG00000012090
dasypus_novemcinctus ENSDNOG00000047111
procavia_capensis ENSPCAG00000012251
chrysemys_picta_bellii ENSCPBG00000004875
gopherus_agassizii ENSGAGG00000005894
chrysemys_picta_bellii ENSCPBG00000003483
pelodiscus_sinensis ENSPSIG00000015667
pelodiscus_sinensis ENSPSIG00000006554
pelodiscus_sinensis ENSPSIG00000006278
chrysemys_picta_bellii ENSCPBG00000001172
gopherus_agassizii ENSGAGG00000021209
chelonoidis_abingdonii ENSCABG00000011578
gopherus_agassizii ENSGAGG00000005041
chelonoidis_abingdonii ENSCABG00000011366
chelonoidis_abingdonii ENSCABG00000012689
gopherus_agassizii ENSGAGG00000007601
gopherus_agassizii ENSGAGG00000004333
chrysemys_picta_bellii ENSCPBG00000003625
chelonoidis_abingdonii ENSCABG00000005498
gopherus_agassizii ENSGAGG00000005150
pelodiscus_sinensis ENSPSIG00000015758
pelodiscus_sinensis ENSPSIG00000002922
pelodiscus_sinensis ENSPSIG00000007422
chrysemys_picta_bellii ENSCPBG00000003640
chrysemys_picta_bellii ENSCPBG00000007786
gopherus_agassizii ENSGAGG00000005892
chrysemys_picta_bellii ENSCPBG00000015212
chelonoidis_abingdonii ENSCABG00000005500
chrysemys_picta_bellii ENSCPBG00000006077
gopherus_agassizii ENSGAGG00000010886
chrysemys_picta_bellii ENSCPBG00000004685
chrysemys_picta_bellii ENSCPBG00000007728
chrysemys_picta_bellii ENSCPBG00000002828
chelonoidis_abingdonii ENSCABG00000017104
chrysemys_picta_bellii ENSCPBG00000015211
chelonoidis_abingdonii ENSCABG00000011292
pelodiscus_sinensis ENSPSIG00000005187
chrysemys_picta_bellii ENSCPBG00000001758
pelodiscus_sinensis ENSPSIG00000011016
pelodiscus_sinensis ENSPSIG00000006068
pelodiscus_sinensis ENSPSIG00000011099
pelodiscus_sinensis ENSPSIG00000007547
pelodiscus_sinensis ENSPSIG00000015648
pelodiscus_sinensis ENSPSIG00000014317
pelodiscus_sinensis ENSPSIG00000014958
pelodiscus_sinensis ENSPSIG00000005314
pelodiscus_sinensis ENSPSIG00000007565
pelodiscus_sinensis ENSPSIG00000011269
chrysemys_picta_bellii ENSCPBG00000001930
manacus_vitellinus ENSMVIG00005007186
manacus_vitellinus ENSMVIG00005019701
lepidothrix_coronata ENSLCOG00000000522
calidris_pugnax ENSCPUG00000013010
gallus_gallus ENSGALG00000000589
meleagris_gallopavo ENSMGAG00000000850
coturnix_japonica ENSCJPG00005006114
numida_meleagris ENSNMEG00000007751
dromaius_novaehollandiae ENSDNVG00000015935
nothoprocta_perdicaria ENSNPEG00000009534
calidris_pugnax ENSCPUG00000010625
anser_brachyrhynchus ENSABRG00000017261
anas_platyrhynchos_platyrhynchos ENSAPLG00000028490
dromaius_novaehollandiae ENSDNVG00000014668
pogona_vitticeps ENSPVIG00000003446
notechis_scutatus ENSNSUG00000011182
ornithorhynchus_anatinus ENSOANG00000004084
anser_brachyrhynchus ENSABRG00000021376
anser_brachyrhynchus ENSABRG00000021375
salvator_merianae ENSSMRG00000000738
salvator_merianae ENSSMRG00000000744
anolis_carolinensis ENSACAG00000011607
pogona_vitticeps ENSPVIG00000003448
phascolarctos_cinereus ENSPCIG00000017439
phascolarctos_cinereus ENSPCIG00000010511
phascolarctos_cinereus ENSPCIG00000021623
notamacropus_eugenii ENSMEUG00000009139
sus_scrofa ENSSSCG00000033716
sus_scrofa ENSSSCG00000037802
oryctolagus_cuniculus ENSOCUG00000027861
chrysemys_picta_bellii ENSCPBG00000001842
chrysemys_picta_bellii ENSCPBG00000016090
pelodiscus_sinensis ENSPSIG00000010070
anser_brachyrhynchus ENSABRG00000005917
calidris_pygmaea ENSCPGG00000012264
monodelphis_domestica ENSMODG00000023770
sphenodon_punctatus ENSSPUG00000002217
ornithorhynchus_anatinus ENSOANG00000020062
capra_hircus ENSCHIG00000003712
bos_taurus ENSBTAG00000026163
sus_scrofa ENSSSCG00000030874
sus_scrofa ENSSSCG00000037259
bos_taurus ENSBTAG00000054314
capra_hircus ENSCHIG00000012806
sus_scrofa ENSSSCG00000040197
ovis_aries ENSOARG00000002071
sus_scrofa ENSSSCG00000038892
sus_scrofa ENSSSCG00000032990
sus_scrofa ENSSSCG00000039502
bos_taurus ENSBTAG00000050817
vulpes_vulpes ENSVVUG00000025054
neovison_vison ENSNVIG00000004384
ornithorhynchus_anatinus ENSOANG00000021423
chelonoidis_abingdonii ENSCABG00000011339
chelonoidis_abingdonii ENSCABG00000005388
chelonoidis_abingdonii ENSCABG00000011330
pelodiscus_sinensis ENSPSIG00000016076
sphenodon_punctatus ENSSPUG00000012480
coturnix_japonica ENSCJPG00005015746
equus_caballus ENSECAG00000037154
equus_asinus_asinus ENSEASG00005014239
equus_caballus ENSECAG00000028824
equus_caballus ENSECAG00000033829
equus_asinus_asinus ENSEASG00005008864
sus_scrofa ENSSSCG00000032158
neovison_vison ENSNVIG00000001791
pelodiscus_sinensis ENSPSIG00000015791
chrysemys_picta_bellii ENSCPBG00000017287
anas_platyrhynchos_platyrhynchos ENSAPLG00000009763
sphenodon_punctatus ENSSPUG00000000922
loxodonta_africana ENSLAFG00000026083
loxodonta_africana ENSLAFG00000027503
sus_scrofa ENSSSCG00000038570
equus_caballus ENSECAG00000035419
anser_brachyrhynchus ENSABRG00000012670
anas_platyrhynchos_platyrhynchos ENSAPLG00000029726
anas_platyrhynchos_platyrhynchos ENSAPLG00000024053
anser_brachyrhynchus ENSABRG00000008958
anas_platyrhynchos_platyrhynchos ENSAPLG00000021557
anas_platyrhynchos_platyrhynchos ENSAPLG00000029908
anser_brachyrhynchus ENSABRG00000014941
anas_platyrhynchos_platyrhynchos ENSAPLG00000030831
anas_platyrhynchos_platyrhynchos ENSAPLG00000006388
anas_platyrhynchos_platyrhynchos ENSAPLG00000029772
anser_brachyrhynchus ENSABRG00000009336
anas_platyrhynchos_platyrhynchos ENSAPLG00000027674
anser_brachyrhynchus ENSABRG00000011988
anas_platyrhynchos_platyrhynchos ENSAPLG00000027481
anas_platyrhynchos_platyrhynchos ENSAPLG00000022823
parus_major ENSPMJG00000016204
pelodiscus_sinensis ENSPSIG00000004090
pelodiscus_sinensis ENSPSIG00000010938
sphenodon_punctatus ENSSPUG00000002862
manacus_vitellinus ENSMVIG00005019699
sphenodon_punctatus ENSSPUG00000005367
latimeria_chalumnae ENSLACG00000002555
