choloepus_hoffmanni ENSCHOG00000002119
bos_taurus ENSBTAG00000018303
bos_indicus ENSBIXG00000015045
bos_indicus ENSBIXG00005007876
bos_mutus ENSBMUG00000004038
bison_bison ENSBBBG00000014249
capra_hircus ENSCHIG00000014992
ovis_aries ENSOARG00000014745
tursiops_truncatus ENSTTRG00000014214
sus_scrofa ENSSSCG00000015512
vicugna_pacos ENSVPAG00000000466
erinaceus_europaeus ENSEEUG00000011710
myotis_lucifugus ENSMLUG00000008076
pteropus_vampyrus ENSPVAG00000002599
ursus_americanus ENSUAMG00000014673
ursus_maritimus ENSUMAG00000020418
ailuropoda_melanoleuca ENSAMEG00000017116
neovison_vison ENSNVIG00000012738
mustela_putorius ENSMPUG00000005054
canis_lupus ENSCAFG00020016984
canis_lupus ENSCAFG00000014225
vulpes_vulpes ENSVVUG00000013016
panthera_pardus ENSPPRG00000023383
panthera_tigris ENSPTIG00000000137
felis_catus ENSFCAG00000006472
equus_caballus ENSECAG00000024803
equus_asinus ENSEASG00005016901
phascolarctos_cinereus ENSPCIG00000024030
vombatus_ursinus ENSVURG00010008032
notamacropus_eugenii ENSMEUG00000014237
sarcophilus_harrisii ENSSHAG00000008194
monodelphis_domestica ENSMODG00000005626
ornithorhynchus_anatinus ENSOANG00000000944
ornithorhynchus_anatinus ENSOANG00000010913
apteryx_haastii ENSAHAG00000013839
apteryx_rowi ENSARWG00000003549
apteryx_owenii ENSAOWG00000016254
dromaius_novaehollandiae ENSDNVG00000014939
nothoprocta_perdicaria ENSNPEG00000011150
calidris_pygmaea ENSCPGG00000014199
calidris_pugnax ENSCPUG00000017275
melopsittacus_undulatus ENSMUNG00000014178
parus_major ENSPMJG00000018716
cyanistes_caeruleus ENSCCEG00000021247
ficedula_albicollis ENSFALG00000008339
zonotrichia_albicollis ENSZALG00000008971
junco_hyemalis ENSJHYG00000015467
serinus_canaria ENSSCAG00000010205
taeniopygia_guttata ENSTGUG00000017415
lonchura_striata ENSLSDG00000011436
lepidothrix_coronata ENSLCOG00000011767
manacus_vitellinus ENSMVIG00005009242
anas_platyrhynchos ENSAPLG00000015807
anas_platyrhynchos ENSAPLG00000020139
anser_brachyrhynchus ENSABRG00000014567
gallus_gallus ENSGALG00000040432
coturnix_japonica ENSCJPG00005021347
meleagris_gallopavo ENSMGAG00000002348
numida_meleagris ENSNMEG00000016572
crocodylus_porosus ENSCPRG00005005986
chelonoidis_abingdonii ENSCABG00000006175
gopherus_agassizii ENSGAGG00000006550
chrysemys_picta ENSCPBG00000014577
pelodiscus_sinensis ENSPSIG00000010172
anolis_carolinensis ENSACAG00000014663
pogona_vitticeps ENSPVIG00000017691
notechis_scutatus ENSNSUG00000014193
salvator_merianae ENSSMRG00000009733
sphenodon_punctatus ENSSPUG00000009538
xenopus_tropicalis ENSXETG00000013342
latimeria_chalumnae ENSLACG00000001969
hucho_hucho ENSHHUG00000041091
hucho_hucho ENSHHUG00000013056
esox_lucius ENSELUG00000010850
cynoglossus_semilaevis ENSCSEG00000021283
cynoglossus_semilaevis ENSCSEG00000021282
monopterus_albus ENSMALG00000004435
mastacembelus_armatus ENSMAMG00000012759
anabas_testudineus ENSATEG00000010015
betta_splendens ENSBSLG00000014157
seriola_dumerili ENSSDUG00000010522
seriola_lalandi ENSSLDG00000011589
scophthalmus_maximus ENSSMAG00000016834
lates_calcarifer ENSLCAG00010001993
amphiprion_percula ENSAPEG00000006856
amphiprion_ocellaris ENSAOCG00000000848
acanthochromis_polyacanthus ENSAPOG00000022036
stegastes_partitus ENSSPAG00000010162
parambassis_ranga ENSPRNG00000026194
astatotilapia_calliptera ENSACLG00000004593
maylandia_zebra ENSMZEG00005014978
haplochromis_burtoni ENSHBUG00000006068
pundamilia_nyererei ENSPNYG00000011062
oreochromis_niloticus ENSONIG00000016664
neolamprologus_brichardi ENSNBRG00000001376
amphilophus_citrinellus ENSACIG00000000589
xiphophorus_maculatus ENSXMAG00000018380
xiphophorus_couchianus ENSXCOG00000007924
gambusia_affinis ENSGAFG00000006332
poecilia_formosa ENSPFOG00000013446
poecilia_mexicana ENSPMEG00000003136
poecilia_latipinna ENSPLAG00000022051
poecilia_reticulata ENSPREG00000021060
cyprinodon_variegatus ENSCVAG00000012902
fundulus_heteroclitus ENSFHEG00000017139
kryptolebias_marmoratus ENSKMAG00000021504
oryzias_latipes ENSORLG00000013056
oryzias_latipes ENSORLG00015022323
oryzias_melastigma ENSOMEG00000015595
gouania_willdenowi ENSGWIG00000025702
mola_mola ENSMMOG00000020906
mola_mola ENSMMOG00000020920
larimichthys_crocea ENSLCRG00005017855
labrus_bergylta ENSLBEG00000019079
cottoperca_gobio ENSCGOG00000023001
gasterosteus_aculeatus ENSGACG00000014317
hippocampus_comes ENSHCOG00000013891
tetraodon_nigroviridis ENSTNIG00000017617
takifugu_rubripes ENSTRUG00000005674
periophthalmus_magnuspinnatus ENSPMGG00000002663
clupea_harengus ENSCHAG00000025258
clupea_harengus ENSCHAG00000025261
denticeps_clupeoides ENSDCDG00000000762
astyanax_mexicanus ENSAMXG00000002189
astyanax_mexicanus ENSAMXG00005004179
pygocentrus_nattereri ENSPNAG00000009906
ictalurus_punctatus ENSIPUG00000018031
electrophorus_electricus ENSEEEG00000005054
danio_rerio ENSDARG00000076020
scleropages_formosus ENSSFOG00015018656
lepisosteus_oculatus ENSLOCG00000002271
erpetoichthys_calabaricus ENSECRG00000009960
latimeria_chalumnae ENSLACG00000005944
callorhinchus_milii ENSCMIG00000000075
eptatretus_burgeri ENSEBUG00000015566
eptatretus_burgeri ENSEBUG00000002557
petromyzon_marinus ENSPMAG00000002256
