caenorhabditis_elegans WBGene00012393
sarcophilus_harrisii ENSSHAG00000005698
monodelphis_domestica ENSMODG00000005195
sarcophilus_harrisii ENSSHAG00000017507
monodelphis_domestica ENSMODG00000010447
xenopus_tropicalis ENSXETG00000018067
xenopus_tropicalis ENSXETG00000015618
latimeria_chalumnae ENSLACG00000014737
fundulus_heteroclitus ENSFHEG00000011634
cyprinodon_variegatus ENSCVAG00000011579
poecilia_mexicana ENSPMEG00000017983
poecilia_reticulata ENSPREG00000005736
poecilia_reticulata ENSPREG00000005650
poecilia_formosa ENSPFOG00000020852
poecilia_latipinna ENSPLAG00000012514
xiphophorus_maculatus ENSXMAG00000023987
xiphophorus_couchianus ENSXCOG00000000961
gambusia_affinis ENSGAFG00000014822
oryzias_latipes ENSORLG00020020991
oryzias_latipes ENSORLG00000002014
oryzias_latipes ENSORLG00015015381
oryzias_melastigma ENSOMEG00000011147
gouania_willdenowi ENSGWIG00000006822
labrus_bergylta ENSLBEG00000011609
takifugu_rubripes ENSTRUG00000023053
cynoglossus_semilaevis ENSCSEG00000003223
stegastes_partitus ENSSPAG00000000289
parambassis_ranga ENSPRNG00000024087
anabas_testudineus ENSATEG00000023050
betta_splendens ENSBSLG00000025191
monopterus_albus ENSMALG00000002416
monopterus_albus ENSMALG00000002380
lates_calcarifer ENSLCAG00010013865
larimichthys_crocea ENSLCRG00005019124
amphiprion_ocellaris ENSAOCG00000018717
amphiprion_percula ENSAPEG00000017716
acanthochromis_polyacanthus ENSAPOG00000003925
scophthalmus_maximus ENSSMAG00000001539
mola_mola ENSMMOG00000017362
neolamprologus_brichardi ENSNBRG00000004074
neolamprologus_brichardi ENSNBRG00000004084
haplochromis_burtoni ENSHBUG00000002119
haplochromis_burtoni ENSHBUG00000002121
maylandia_zebra ENSMZEG00005026527
maylandia_zebra ENSMZEG00005026525
oreochromis_niloticus ENSONIG00000021109
oreochromis_niloticus ENSONIG00000017910
maylandia_zebra ENSMZEG00005025845
amphilophus_citrinellus ENSACIG00000006086
oreochromis_niloticus ENSONIG00000009145
oreochromis_niloticus ENSONIG00000021108
maylandia_zebra ENSMZEG00005002235
maylandia_zebra ENSMZEG00005025843
astatotilapia_calliptera ENSACLG00000000371
astatotilapia_calliptera ENSACLG00000000546
maylandia_zebra ENSMZEG00005000809
maylandia_zebra ENSMZEG00005025953
astatotilapia_calliptera ENSACLG00000000531
pundamilia_nyererei ENSPNYG00000024097
oreochromis_niloticus ENSONIG00000001662
amphilophus_citrinellus ENSACIG00000006110
gasterosteus_aculeatus ENSGACG00000013130
seriola_dumerili ENSSDUG00000013831
seriola_lalandi ENSSLDG00000001558
scophthalmus_maximus ENSSMAG00000001529
amphiprion_ocellaris ENSAOCG00000018705
amphiprion_percula ENSAPEG00000017704
mola_mola ENSMMOG00000017364
takifugu_rubripes ENSTRUG00000020641
labrus_bergylta ENSLBEG00000011597
cyprinodon_variegatus ENSCVAG00000011585
tetraodon_nigroviridis ENSTNIG00000003282
mastacembelus_armatus ENSMAMG00000015777
periophthalmus_magnuspinnatus ENSPMGG00000013885
gadus_morhua ENSGMOG00000006077
hucho_hucho ENSHHUG00000016010
esox_lucius ENSELUG00000010702
denticeps_clupeoides ENSDCDG00000032558
clupea_harengus ENSCHAG00000018125
electrophorus_electricus ENSEEEG00000006833
ictalurus_punctatus ENSIPUG00000016712
astyanax_mexicanus ENSAMXG00005022208
astyanax_mexicanus ENSAMXG00000011342
pygocentrus_nattereri ENSPNAG00000013164
danio_rerio ENSDARG00000062457
paramormyrops_kingsleyae ENSPKIG00000012906
scleropages_formosus ENSSFOG00015008737
lepisosteus_oculatus ENSLOCG00000014635
erpetoichthys_calabaricus ENSECRG00000011061
phascolarctos_cinereus ENSPCIG00000035198
callorhinchus_milii ENSCMIG00000015167
saccharomyces_cerevisiae YKR063C
