cavia_aperea ENSCAPG00000011786
mus_musculus ENSMUSG00000018537
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017061
mus_pahari MGP_PahariEiJ_G0018190
rattus_norvegicus ENSRNOG00000012705
meriones_unguiculatus ENSMUGG00000009559
nannospalax_galili ENSNGAG00000008336
jaculus_jaculus ENSJJAG00000010754
jaculus_jaculus ENSJJAG00000023972
urocitellus_parryii ENSUPAG00010007076
spermophilus_dauricus ENSSDAG00000003715
marmota_marmota_marmota ENSMMMG00000019954
ictidomys_tridecemlineatus ENSSTOG00000014254
capra_hircus ENSCHIG00000018902
ovis_aries ENSOARG00000009763
bos_mutus ENSBMUG00000001349
bos_taurus ENSBTAG00000011539
bison_bison_bison ENSBBBG00000022514
tursiops_truncatus ENSTTRG00000006642
sus_scrofa ENSSSCG00000039198
ursus_americanus ENSUAMG00000028175
ursus_maritimus ENSUMAG00000017081
ailuropoda_melanoleuca ENSAMEG00000004383
mustela_putorius_furo ENSMPUG00000015084
neovison_vison ENSNVIG00000004845
canis_lupus_dingo ENSCAFG00020023023
canis_lupus_familiaris ENSCAFG00000016546
vulpes_vulpes ENSVVUG00000002282
panthera_pardus ENSPPRG00000006569
panthera_tigris_altaica ENSPTIG00000013278
felis_catus ENSFCAG00000014496
myotis_lucifugus ENSMLUG00000015633
pteropus_vampyrus ENSPVAG00000002269
equus_caballus ENSECAG00000007453
equus_asinus_asinus ENSEASG00005001858
erinaceus_europaeus ENSEEUG00000011789
dasypus_novemcinctus ENSDNOG00000033222
dasypus_novemcinctus ENSDNOG00000033356
choloepus_hoffmanni ENSCHOG00000007057
loxodonta_africana ENSLAFG00000021390
procavia_capensis ENSPCAG00000007585
sorex_araneus ENSSARG00000004383
notamacropus_eugenii ENSMEUG00000004121
phascolarctos_cinereus ENSPCIG00000002900
monodelphis_domestica ENSMODG00000012607
sarcophilus_harrisii ENSSHAG00000017383
ornithorhynchus_anatinus ENSOANG00000022713
coturnix_japonica ENSCJPG00005002309
meleagris_gallopavo ENSMGAG00000000714
gallus_gallus ENSGALG00000018815
numida_meleagris ENSNMEG00000006399
anas_platyrhynchos_platyrhynchos ENSAPLG00000025818
calidris_pygmaea ENSCPGG00000014922
lepidothrix_coronata ENSLCOG00000000579
melopsittacus_undulatus ENSMUNG00000003981
lonchura_striata_domestica ENSLSDG00000015946
serinus_canaria ENSSCAG00000006122
junco_hyemalis ENSJHYG00000008650
ficedula_albicollis ENSFALG00000013269
nothoprocta_perdicaria ENSNPEG00000011725
apteryx_rowi ENSARWG00000000142
gopherus_agassizii ENSGAGG00000022975
chelonoidis_abingdonii ENSCABG00000002613
chrysemys_picta_bellii ENSCPBG00000027485
pelodiscus_sinensis ENSPSIG00000006930
crocodylus_porosus ENSCPRG00005002286
pogona_vitticeps ENSPVIG00000006256
anolis_carolinensis ENSACAG00000013234
notechis_scutatus ENSNSUG00000008596
salvator_merianae ENSSMRG00000007819
sphenodon_punctatus ENSSPUG00000017985
dromaius_novaehollandiae ENSDNVG00000017099
apteryx_owenii ENSAOWG00000000624
calidris_pugnax ENSCPUG00000014395
xenopus_tropicalis ENSXETG00000014746
latimeria_chalumnae ENSLACG00000006054
maylandia_zebra ENSMZEG00005012474
astatotilapia_calliptera ENSACLG00000009320
pundamilia_nyererei ENSPNYG00000006066
haplochromis_burtoni ENSHBUG00000001381
neolamprologus_brichardi ENSNBRG00000017053
oreochromis_niloticus ENSONIG00000003235
amphilophus_citrinellus ENSACIG00000024144
fundulus_heteroclitus ENSFHEG00000004771
cyprinodon_variegatus ENSCVAG00000007899
poecilia_mexicana ENSPMEG00000023670
poecilia_formosa ENSPFOG00000017202
poecilia_latipinna ENSPLAG00000004584
poecilia_reticulata ENSPREG00000003765
gambusia_affinis ENSGAFG00000007446
xiphophorus_maculatus ENSXMAG00000018149
amphiprion_percula ENSAPEG00000013163
amphiprion_ocellaris ENSAOCG00000019708
acanthochromis_polyacanthus ENSAPOG00000001472
stegastes_partitus ENSSPAG00000017779
oryzias_latipes ENSORLG00000025709
oryzias_latipes ENSORLG00020012185
oryzias_latipes_asm223469v1 ENSORLG00015011138
oryzias_melastigma ENSOMEG00000019443
kryptolebias_marmoratus ENSKMAG00000015314
takifugu_rubripes ENSTRUG00000005461
tetraodon_nigroviridis ENSTNIG00000014146
mola_mola ENSMMOG00000006380
cynoglossus_semilaevis ENSCSEG00000016264
scophthalmus_maximus ENSSMAG00000010883
hippocampus_comes ENSHCOG00000002406
gasterosteus_aculeatus ENSGACG00000018128
mastacembelus_armatus ENSMAMG00000005106
anabas_testudineus ENSATEG00000000924
monopterus_albus ENSMALG00000005533
seriola_lalandi_dorsalis ENSSLDG00000005848
seriola_dumerili ENSSDUG00000004355
labrus_bergylta ENSLBEG00000016694
periophthalmus_magnuspinnatus ENSPMGG00000013216
gadus_morhua ENSGMOG00000012982
esox_lucius ENSELUG00000009280
