mus_spicilegus ENSMSIG00000005602
callithrix_jacchus ENSCJAG00000018323
saimiri_boliviensis_boliviensis ENSSBOG00000002783
aotus_nancymaae ENSANAG00000036892
propithecus_coquereli ENSPCOG00000018491
prolemur_simus ENSPSMG00000023237
microcebus_murinus ENSMICG00000010360
propithecus_coquereli ENSPCOG00000023345
prolemur_simus ENSPSMG00000023242
otolemur_garnettii ENSOGAG00000009237
vicugna_pacos ENSVPAG00000003811
jaculus_jaculus ENSJJAG00000007822
loxodonta_africana ENSLAFG00000026718
dasypus_novemcinctus ENSDNOG00000013443
erinaceus_europaeus ENSEEUG00000000124
sorex_araneus ENSSARG00000010190
equus_asinus_asinus ENSEASG00005012822
equus_caballus ENSECAG00000001262
bos_taurus ENSBTAG00000050839
bos_mutus ENSBMUG00000007575
bison_bison_bison ENSBBBG00000005957
capra_hircus ENSCHIG00000019578
ovis_aries ENSOARG00000003291
tursiops_truncatus ENSTTRG00000000666
sus_scrofa ENSSSCG00000010170
myotis_lucifugus ENSMLUG00000005405
ursus_maritimus ENSUMAG00000006058
ursus_americanus ENSUAMG00000017297
neovison_vison ENSNVIG00000020959
mustela_putorius_furo ENSMPUG00000005581
canis_lupus_dingo ENSCAFG00020027182
canis_lupus_familiaris ENSCAFG00000011736
vulpes_vulpes ENSVVUG00000007101
ailuropoda_melanoleuca ENSAMEG00000002649
ursus_americanus ENSUAMG00000012067
panthera_tigris_altaica ENSPTIG00000015100
panthera_pardus ENSPPRG00000013255
felis_catus ENSFCAG00000002499
procavia_capensis ENSPCAG00000011306
echinops_telfairi ENSETEG00000018420
choloepus_hoffmanni ENSCHOG00000012553
gopherus_agassizii ENSGAGG00000012861
chelonoidis_abingdonii ENSCABG00000020601
chrysemys_picta_bellii ENSCPBG00000006064
pelodiscus_sinensis ENSPSIG00000005344
crocodylus_porosus ENSCPRG00005017142
anser_brachyrhynchus ENSABRG00000001859
anas_platyrhynchos_platyrhynchos ENSAPLG00000024768
gallus_gallus ENSGALG00000039349
meleagris_gallopavo ENSMGAG00000011978
coturnix_japonica ENSCJPG00005003822
numida_meleagris ENSNMEG00000017606
ficedula_albicollis ENSFALG00000013613
ficedula_albicollis ENSFALG00000013617
cyanistes_caeruleus ENSCCEG00000020730
parus_major ENSPMJG00000003431
junco_hyemalis ENSJHYG00000007816
zonotrichia_albicollis ENSZALG00000002668
zonotrichia_albicollis ENSZALG00000015889
serinus_canaria ENSSCAG00000003630
taeniopygia_guttata ENSTGUG00000010096
lonchura_striata_domestica ENSLSDG00000016321
lepidothrix_coronata ENSLCOG00000006810
manacus_vitellinus ENSMVIG00005014957
melopsittacus_undulatus ENSMUNG00000016775
calidris_pugnax ENSCPUG00000011906
calidris_pygmaea ENSCPGG00000000998
meleagris_gallopavo ENSMGAG00000011989
apteryx_owenii ENSAOWG00000018055
apteryx_haastii ENSAHAG00000003744
apteryx_rowi ENSARWG00000011954
dromaius_novaehollandiae ENSDNVG00000014289
nothoprocta_perdicaria ENSNPEG00000012227
anolis_carolinensis ENSACAG00000002728
notechis_scutatus ENSNSUG00000001374
salvator_merianae ENSSMRG00000022010
mastacembelus_armatus ENSMAMG00000016906
monopterus_albus ENSMALG00000005673
anabas_testudineus ENSATEG00000014612
seriola_lalandi_dorsalis ENSSLDG00000024589
seriola_dumerili ENSSDUG00000003446
scophthalmus_maximus ENSSMAG00000010724
cynoglossus_semilaevis ENSCSEG00000013139
hippocampus_comes ENSHCOG00000000300
amphiprion_percula ENSAPEG00000024177
amphiprion_ocellaris ENSAOCG00000012830
acanthochromis_polyacanthus ENSAPOG00000011283
stegastes_partitus ENSSPAG00000006921
haplochromis_burtoni ENSHBUG00000020670
pundamilia_nyererei ENSPNYG00000013661
astatotilapia_calliptera ENSACLG00000023232
maylandia_zebra ENSMZEG00005010029
neolamprologus_brichardi ENSNBRG00000020072
oreochromis_niloticus ENSONIG00000010128
amphilophus_citrinellus ENSACIG00000005889
gasterosteus_aculeatus ENSGACG00000004165
mola_mola ENSMMOG00000008808
takifugu_rubripes ENSTRUG00000012992
labrus_bergylta ENSLBEG00000023303
xiphophorus_maculatus ENSXMAG00000006747
xiphophorus_couchianus ENSXCOG00000006887
gambusia_affinis ENSGAFG00000004983
poecilia_formosa ENSPFOG00000019335
poecilia_mexicana ENSPMEG00000023781
poecilia_latipinna ENSPLAG00000011596
poecilia_reticulata ENSPREG00000008414
fundulus_heteroclitus ENSFHEG00000005680
cyprinodon_variegatus ENSCVAG00000003444
kryptolebias_marmoratus ENSKMAG00000010587
oryzias_latipes ENSORLG00000012717
oryzias_latipes ENSORLG00020007555
oryzias_latipes_asm223469v1 ENSORLG00015022690
oryzias_melastigma ENSOMEG00000019229
tetraodon_nigroviridis ENSTNIG00000016663
periophthalmus_magnuspinnatus ENSPMGG00000015048
gadus_morhua ENSGMOG00000018503
esox_lucius ENSELUG00000018993
pygocentrus_nattereri ENSPNAG00000020252
danio_rerio ENSDARG00000021895
paramormyrops_kingsleyae ENSPKIG00000023521
scleropages_formosus ENSSFOG00015008238
lepisosteus_oculatus ENSLOCG00000015836
sarcophilus_harrisii ENSSHAG00000009666
notamacropus_eugenii ENSMEUG00000015217
phascolarctos_cinereus ENSPCIG00000011962
sarcophilus_harrisii ENSSHAG00000002544
monodelphis_domestica ENSMODG00000008793
petromyzon_marinus ENSPMAG00000007413
