manacus_vitellinus ENSMVIG00005000438
pongo_abelii ENSPPYG00000019705
nomascus_leucogenys ENSNLEG00000012826
theropithecus_gelada ENSTGEG00000014210
cercocebus_atys ENSCATG00000027023
papio_anubis ENSPANG00000025994
macaca_nemestrina ENSMNEG00000029854
macaca_mulatta ENSMMUG00000006479
macaca_fascicularis ENSMFAG00000038154
mandrillus_leucophaeus ENSMLEG00000034803
chlorocebus_sabaeus ENSCSAG00000014892
colobus_angolensis_palliatus ENSCANG00000027507
piliocolobus_tephrosceles ENSPTEG00000039080
rhinopithecus_bieti ENSRBIG00000035534
rhinopithecus_roxellana ENSRROG00000044132
saimiri_boliviensis_boliviensis ENSSBOG00000034342
callithrix_jacchus ENSCJAG00000008301
aotus_nancymaae ENSANAG00000030130
cebus_capucinus ENSCCAG00000033960
carlito_syrichta ENSTSYG00000032082
propithecus_coquereli ENSPCOG00000002269
microcebus_murinus ENSMICG00000006835
prolemur_simus ENSPSMG00000016632
otolemur_garnettii ENSOGAG00000004147
castor_canadensis ENSCCNG00000000404
dipodomys_ordii ENSDORG00000003580
mus_musculus ENSMUSG00000039844
mus_spicilegus ENSMSIG00000009443
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024284
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023367
mus_pahari MGP_PahariEiJ_G0024824
rattus_norvegicus ENSRNOG00000014316
meriones_unguiculatus ENSMUGG00000006334
cricetulus_griseus_crigri-picr ENSCGRG00015013747
cricetulus_griseus_crigri ENSCGRG00000008449
cricetulus_griseus_chok1gshd ENSCGRG00001020836
mesocricetus_auratus ENSMAUG00000012266
microtus_ochrogaster ENSMOCG00000003434
peromyscus_maniculatus_bairdii ENSPEMG00000016265
nannospalax_galili ENSNGAG00000015271
jaculus_jaculus ENSJJAG00000017691
heterocephalus_glaber_female ENSHGLG00000012902
heterocephalus_glaber_male ENSHGLG00100012296
fukomys_damarensis ENSFDAG00000010074
cavia_porcellus ENSCPOG00000009942
cavia_aperea ENSCAPG00000007479
chinchilla_lanigera ENSCLAG00000007111
octodon_degus ENSODEG00000015868
urocitellus_parryii ENSUPAG00010023174
ictidomys_tridecemlineatus ENSSTOG00000002466
spermophilus_dauricus ENSSDAG00000016070
marmota_marmota_marmota ENSMMMG00000011529
ochotona_princeps ENSOPRG00000006984
oryctolagus_cuniculus ENSOCUG00000000234
tupaia_belangeri ENSTBEG00000014422
dasypus_novemcinctus ENSDNOG00000005701
choloepus_hoffmanni ENSCHOG00000009085
ornithorhynchus_anatinus ENSOANG00000014783
pogona_vitticeps ENSPVIG00000014197
anolis_carolinensis ENSACAG00000024118
salvator_merianae ENSSMRG00000007571
xenopus_tropicalis ENSXETG00000001485
latimeria_chalumnae ENSLACG00000017553
labrus_bergylta ENSLBEG00000023625
gasterosteus_aculeatus ENSGACG00000016022
takifugu_rubripes ENSTRUG00000018338
tetraodon_nigroviridis ENSTNIG00000007510
mola_mola ENSMMOG00000004570
mastacembelus_armatus ENSMAMG00000018110
monopterus_albus ENSMALG00000005535
anabas_testudineus ENSATEG00000012889
seriola_dumerili ENSSDUG00000007544
seriola_lalandi_dorsalis ENSSLDG00000015803
scophthalmus_maximus ENSSMAG00000009579
cynoglossus_semilaevis ENSCSEG00000015291
labrus_bergylta ENSLBEG00000009355
xiphophorus_maculatus ENSXMAG00000005703
xiphophorus_couchianus ENSXCOG00000001423
gambusia_affinis ENSGAFG00000013391
poecilia_formosa ENSPFOG00000006320
poecilia_mexicana ENSPMEG00000022476
poecilia_latipinna ENSPLAG00000013171
poecilia_reticulata ENSPREG00000000728
fundulus_heteroclitus ENSFHEG00000008515
cyprinodon_variegatus ENSCVAG00000015553
kryptolebias_marmoratus ENSKMAG00000010399
oryzias_latipes ENSORLG00000004191
oryzias_latipes ENSORLG00020008925
oryzias_latipes_asm223469v1 ENSORLG00015015879
oryzias_melastigma ENSOMEG00000011461
astatotilapia_calliptera ENSACLG00000027860
maylandia_zebra ENSMZEG00005002863
haplochromis_burtoni ENSHBUG00000008457
pundamilia_nyererei ENSPNYG00000003665
neolamprologus_brichardi ENSNBRG00000007494
oreochromis_niloticus ENSONIG00000007374
amphilophus_citrinellus ENSACIG00000015498
amphiprion_ocellaris ENSAOCG00000016228
amphiprion_percula ENSAPEG00000022056
acanthochromis_polyacanthus ENSAPOG00000021439
stegastes_partitus ENSSPAG00000005260
periophthalmus_magnuspinnatus ENSPMGG00000004739
hippocampus_comes ENSHCOG00000001561
gadus_morhua ENSGMOG00000016178
esox_lucius ENSELUG00000022368
pygocentrus_nattereri ENSPNAG00000023888
astyanax_mexicanus ENSAMXG00000014464
ictalurus_punctatus ENSIPUG00000006801
danio_rerio ENSDARG00000015971
scleropages_formosus ENSSFOG00015002536
paramormyrops_kingsleyae ENSPKIG00000025229
pygocentrus_nattereri ENSPNAG00000024093
astyanax_mexicanus ENSAMXG00000009910
ictalurus_punctatus ENSIPUG00000009563
danio_rerio ENSDARG00000043593
esox_lucius ENSELUG00000015851
scleropages_formosus ENSSFOG00015013768
lepisosteus_oculatus ENSLOCG00000004322
anolis_carolinensis ENSACAG00000013758
maylandia_zebra ENSMZEG00005020885
astatotilapia_calliptera ENSACLG00000009264
oreochromis_niloticus ENSONIG00000000873
oryzias_latipes ENSORLG00020017996
oryzias_latipes ENSORLG00000016593
oryzias_melastigma ENSOMEG00000004051
amphiprion_ocellaris ENSAOCG00000016225
amphiprion_percula ENSAPEG00000023911
anabas_testudineus ENSATEG00000016336
mastacembelus_armatus ENSMAMG00000019540
scophthalmus_maximus ENSSMAG00000017460
scophthalmus_maximus ENSSMAG00000017467
cynoglossus_semilaevis ENSCSEG00000008244
gasterosteus_aculeatus ENSGACG00000010748
labrus_bergylta ENSLBEG00000016507
poecilia_mexicana ENSPMEG00000004026
poecilia_formosa ENSPFOG00000021750
poecilia_latipinna ENSPLAG00000016217
xiphophorus_maculatus ENSXMAG00000028333
gadus_morhua ENSGMOG00000005064
eptatretus_burgeri ENSEBUG00000002617
ciona_savignyi ENSCSAVG00000000313
ciona_intestinalis ENSCING00000018756
drosophila_melanogaster FBgn0259228
caenorhabditis_elegans_strain_n2 WBGene00021320
