octodon_degus ENSODEG00000017309
cyprinodon_variegatus ENSCVAG00000000680
kryptolebias_marmoratus ENSKMAG00000013135
oryzias_latipes ENSORLG00000015561
oryzias_melastigma ENSOMEG00000021636
periophthalmus_magnuspinnatus ENSPMGG00000020705
seriola_dumerili ENSSDUG00000011438
seriola_lalandi_dorsalis ENSSLDG00000013173
takifugu_rubripes ENSTRUG00000023680
tetraodon_nigroviridis ENSTNIG00000004998
mola_mola ENSMMOG00000015509
labrus_bergylta ENSLBEG00000020484
labrus_bergylta ENSLBEG00000024433
mastacembelus_armatus ENSMAMG00000009786
anabas_testudineus ENSATEG00000008899
amphiprion_ocellaris ENSAOCG00000017685
amphiprion_percula ENSAPEG00000002323
acanthochromis_polyacanthus ENSAPOG00000024211
stegastes_partitus ENSSPAG00000009647
hippocampus_comes ENSHCOG00000007962
scophthalmus_maximus ENSSMAG00000013700
cynoglossus_semilaevis ENSCSEG00000009033
gadus_morhua ENSGMOG00000004521
esox_lucius ENSELUG00000009978
pygocentrus_nattereri ENSPNAG00000015010
astyanax_mexicanus ENSAMXG00000042106
ictalurus_punctatus ENSIPUG00000018729
danio_rerio ENSDARG00000036080
scleropages_formosus ENSSFOG00015022431
paramormyrops_kingsleyae ENSPKIG00000011457
scleropages_formosus ENSSFOG00015009579
paramormyrops_kingsleyae ENSPKIG00000020289
labrus_bergylta ENSLBEG00000017926
labrus_bergylta ENSLBEG00000002831
hippocampus_comes ENSHCOG00000019715
oryzias_latipes ENSORLG00000005912
oryzias_latipes_asm223469v1 ENSORLG00015002742
oryzias_latipes ENSORLG00020010092
oryzias_melastigma ENSOMEG00000017063
cynoglossus_semilaevis ENSCSEG00000006377
tetraodon_nigroviridis ENSTNIG00000013678
takifugu_rubripes ENSTRUG00000013015
gasterosteus_aculeatus ENSGACG00000005809
xiphophorus_maculatus ENSXMAG00000007080
xiphophorus_couchianus ENSXCOG00000016792
poecilia_formosa ENSPFOG00000019646
poecilia_mexicana ENSPMEG00000022465
poecilia_latipinna ENSPLAG00000008981
poecilia_reticulata ENSPREG00000013839
gambusia_affinis ENSGAFG00000021342
fundulus_heteroclitus ENSFHEG00000012132
cyprinodon_variegatus ENSCVAG00000006884
kryptolebias_marmoratus ENSKMAG00000021379
monopterus_albus ENSMALG00000006092
mastacembelus_armatus ENSMAMG00000003514
anabas_testudineus ENSATEG00000012028
seriola_dumerili ENSSDUG00000020017
seriola_lalandi_dorsalis ENSSLDG00000021865
scophthalmus_maximus ENSSMAG00000012867
amphiprion_percula ENSAPEG00000023149
amphiprion_ocellaris ENSAOCG00000017069
acanthochromis_polyacanthus ENSAPOG00000013746
stegastes_partitus ENSSPAG00000022836
maylandia_zebra ENSMZEG00005001999
astatotilapia_calliptera ENSACLG00000011562
haplochromis_burtoni ENSHBUG00000010598
pundamilia_nyererei ENSPNYG00000019282
neolamprologus_brichardi ENSNBRG00000013407
oreochromis_niloticus ENSONIG00000008263
amphilophus_citrinellus ENSACIG00000011456
mola_mola ENSMMOG00000013030
periophthalmus_magnuspinnatus ENSPMGG00000009168
gadus_morhua ENSGMOG00000018377
esox_lucius ENSELUG00000021313
astyanax_mexicanus ENSAMXG00000030607
pygocentrus_nattereri ENSPNAG00000001511
danio_rerio ENSDARG00000022437
lepisosteus_oculatus ENSLOCG00000006694
xenopus_tropicalis ENSXETG00000024949
caenorhabditis_elegans_strain_n2 WBGene00006635
