pelodiscus_sinensis ENSPSIG00000002610
bos_mutus ENSBMUG00000013364
bos_taurus ENSBTAG00000045981
bison_bison ENSBBBG00000023894
tursiops_truncatus ENSTTRG00000008150
sus_scrofa ENSSSCG00000038013
ursus_maritimus ENSUMAG00000006847
ursus_americanus ENSUAMG00000013218
ailuropoda_melanoleuca ENSAMEG00000018705
mustela_putorius ENSMPUG00000019978
neovison_vison ENSNVIG00000005451
canis_lupus ENSCAFG00020018203
canis_lupus ENSCAFG00000019384
vulpes_vulpes ENSVVUG00000002802
panthera_tigris ENSPTIG00000005639
panthera_pardus ENSPPRG00000011056
myotis_lucifugus ENSMLUG00000002744
equus_asinus ENSEASG00005022024
pteropus_vampyrus ENSPVAG00000002555
peromyscus_maniculatus ENSPEMG00000015735
microtus_ochrogaster ENSMOCG00000000231
cricetulus_griseus ENSCGRG00000018932
cricetulus_griseus ENSCGRG00001010873
cricetulus_griseus ENSCGRG00015002516
mesocricetus_auratus ENSMAUG00000021227
mus_musculus ENSMUSG00000043670
mus_spicilegus ENSMSIG00000024655
mus_spretus MGP_SPRETEiJ_G0016432
mus_caroli MGP_CAROLIEiJ_G0015614
mus_pahari MGP_PahariEiJ_G0031027
rattus_norvegicus ENSRNOG00000029738
meriones_unguiculatus ENSMUGG00000013813
nannospalax_galili ENSNGAG00000023268
jaculus_jaculus ENSJJAG00000012843
heterocephalus_glaber ENSHGLG00100012028
heterocephalus_glaber ENSHGLG00000013381
fukomys_damarensis ENSFDAG00000019182
octodon_degus ENSODEG00000020412
chinchilla_lanigera ENSCLAG00000017925
ochotona_princeps ENSOPRG00000007801
dasypus_novemcinctus ENSDNOG00000034838
ornithorhynchus_anatinus ENSOANG00000015272
astyanax_mexicanus ENSAMXG00000025069
astyanax_mexicanus ENSAMXG00005022205
pygocentrus_nattereri ENSPNAG00000023943
ictalurus_punctatus ENSIPUG00000007660
electrophorus_electricus ENSEEEG00000024114
danio_rerio ENSDARG00000028066
clupea_harengus ENSCHAG00000009729
clupea_harengus ENSCHAG00000007383
denticeps_clupeoides ENSDCDG00000028911
danio_rerio ENSDARG00000009372
seriola_dumerili ENSSDUG00000012669
scophthalmus_maximus ENSSMAG00000014722
monopterus_albus ENSMALG00000010143
betta_splendens ENSBSLG00000024999
oryzias_melastigma ENSOMEG00000015335
larimichthys_crocea ENSLCRG00005017082
anabas_testudineus ENSATEG00000008110
amphiprion_percula ENSAPEG00000012942
amphiprion_ocellaris ENSAOCG00000020205
stegastes_partitus ENSSPAG00000018209
parambassis_ranga ENSPRNG00000008057
takifugu_rubripes ENSTRUG00000016102
tetraodon_nigroviridis ENSTNIG00000017184
mola_mola ENSMMOG00000008667
gasterosteus_aculeatus ENSGACG00000010701
cottoperca_gobio ENSCGOG00000024100
labrus_bergylta ENSLBEG00000021999
seriola_lalandi ENSSLDG00000022578
mastacembelus_armatus ENSMAMG00000002517
acanthochromis_polyacanthus ENSAPOG00000001469
poecilia_mexicana ENSPMEG00000003427
poecilia_formosa ENSPFOG00000014226
poecilia_latipinna ENSPLAG00000008028
poecilia_reticulata ENSPREG00000010759
xiphophorus_couchianus ENSXCOG00000014184
xiphophorus_maculatus ENSXMAG00000010203
cyprinodon_variegatus ENSCVAG00000013394
fundulus_heteroclitus ENSFHEG00000009800
kryptolebias_marmoratus ENSKMAG00000013901
oryzias_latipes ENSORLG00020019215
oryzias_latipes ENSORLG00015016690
oryzias_latipes ENSORLG00000012501
maylandia_zebra ENSMZEG00005000164
haplochromis_burtoni ENSHBUG00000008090
astatotilapia_calliptera ENSACLG00000009388
pundamilia_nyererei ENSPNYG00000013026
neolamprologus_brichardi ENSNBRG00000021348
oreochromis_niloticus ENSONIG00000001114
amphilophus_citrinellus ENSACIG00000018098
lates_calcarifer ENSLCAG00010014495
cynoglossus_semilaevis ENSCSEG00000003584
cynoglossus_semilaevis ENSCSEG00000007707
hippocampus_comes ENSHCOG00000015419
gouania_willdenowi ENSGWIG00000015522
periophthalmus_magnuspinnatus ENSPMGG00000019300
gadus_morhua ENSGMOG00000010177
hucho_hucho ENSHHUG00000004315
hucho_hucho ENSHHUG00000011729
esox_lucius ENSELUG00000008227
pygocentrus_nattereri ENSPNAG00000014073
astyanax_mexicanus ENSAMXG00005021286
electrophorus_electricus ENSEEEG00000006624
hucho_hucho ENSHHUG00000018354
hucho_hucho ENSHHUG00000028537
esox_lucius ENSELUG00000004246
cottoperca_gobio ENSCGOG00000019274
gasterosteus_aculeatus ENSGACG00000003289
larimichthys_crocea ENSLCRG00005007546
labrus_bergylta ENSLBEG00000014078
labrus_bergylta ENSLBEG00000000733
amphiprion_ocellaris ENSAOCG00000006089
amphiprion_percula ENSAPEG00000000941
acanthochromis_polyacanthus ENSAPOG00000001281
poecilia_formosa ENSPFOG00000003503
poecilia_latipinna ENSPLAG00000016716
poecilia_mexicana ENSPMEG00000006817
xiphophorus_maculatus ENSXMAG00000028296
gambusia_affinis ENSGAFG00000011530
fundulus_heteroclitus ENSFHEG00000002508
cyprinodon_variegatus ENSCVAG00000012535
kryptolebias_marmoratus ENSKMAG00000018153
oryzias_latipes ENSORLG00000026943
oryzias_latipes ENSORLG00020002487
oryzias_latipes ENSORLG00015022027
oryzias_melastigma ENSOMEG00000015445
astatotilapia_calliptera ENSACLG00000002670
haplochromis_burtoni ENSHBUG00000012919
pundamilia_nyererei ENSPNYG00000000903
maylandia_zebra ENSMZEG00005003036
oreochromis_niloticus ENSONIG00000007308
neolamprologus_brichardi ENSNBRG00000017388
amphilophus_citrinellus ENSACIG00000002089
parambassis_ranga ENSPRNG00000002976
parambassis_ranga ENSPRNG00000001233
mastacembelus_armatus ENSMAMG00000016157
monopterus_albus ENSMALG00000020497
anabas_testudineus ENSATEG00000005579
seriola_lalandi ENSSLDG00000013933
seriola_dumerili ENSSDUG00000020909
lates_calcarifer ENSLCAG00010021428
scophthalmus_maximus ENSSMAG00000017063
denticeps_clupeoides ENSDCDG00000035103
paramormyrops_kingsleyae ENSPKIG00000003444
scleropages_formosus ENSSFOG00015021944
lepisosteus_oculatus ENSLOCG00000017626
erpetoichthys_calabaricus ENSECRG00000013404
vombatus_ursinus ENSVURG00010016413
phascolarctos_cinereus ENSPCIG00000035371
notamacropus_eugenii ENSMEUG00000002764
sarcophilus_harrisii ENSSHAG00000011478
monodelphis_domestica ENSMODG00000023915
xenopus_tropicalis ENSXETG00000004016
latimeria_chalumnae ENSLACG00000001159
