dipodomys_ordii ENSDORG00000003992
seriola_lalandi_dorsalis ENSSLDG00000008567
seriola_dumerili ENSSDUG00000013980
mastacembelus_armatus ENSMAMG00000000419
monopterus_albus ENSMALG00000011293
maylandia_zebra ENSMZEG00005013417
astatotilapia_calliptera ENSACLG00000000702
pundamilia_nyererei ENSPNYG00000012332
haplochromis_burtoni ENSHBUG00000004712
neolamprologus_brichardi ENSNBRG00000017276
oreochromis_niloticus ENSONIG00000005331
amphilophus_citrinellus ENSACIG00000021653
mola_mola ENSMMOG00000005016
anabas_testudineus ENSATEG00000023590
hippocampus_comes ENSHCOG00000010759
oryzias_latipes ENSORLG00020009207
oryzias_latipes ENSORLG00000022040
oryzias_latipes_asm223469v1 ENSORLG00015015322
oryzias_melastigma ENSOMEG00000005803
oryzias_latipes ENSORLG00020010527
oryzias_latipes_asm223469v1 ENSORLG00015018703
oryzias_latipes ENSORLG00000026545
oryzias_melastigma ENSOMEG00000005673
oryzias_latipes ENSORLG00000026397
oryzias_latipes_asm223469v1 ENSORLG00015018769
oryzias_latipes ENSORLG00020010566
oryzias_melastigma ENSOMEG00000005616
oryzias_melastigma ENSOMEG00000005756
oryzias_latipes_asm223469v1 ENSORLG00015018754
oryzias_latipes ENSORLG00020010552
oryzias_latipes ENSORLG00000029021
oryzias_melastigma ENSOMEG00000005646
periophthalmus_magnuspinnatus ENSPMGG00000001402
gadus_morhua ENSGMOG00000013270
scleropages_formosus ENSSFOG00015008807
paramormyrops_kingsleyae ENSPKIG00000016173
lepisosteus_oculatus ENSLOCG00000002625
paramormyrops_kingsleyae ENSPKIG00000005661
paramormyrops_kingsleyae ENSPKIG00000024051
scleropages_formosus ENSSFOG00015022295
petromyzon_marinus ENSPMAG00000009112
