mus_musculus ENSMUSG00000001027
anolis_carolinensis ENSACAG00000012739
pogona_vitticeps ENSPVIG00000018778
notechis_scutatus ENSNSUG00000008267
salvator_merianae ENSSMRG00000007616
sphenodon_punctatus ENSSPUG00000010870
gopherus_agassizii ENSGAGG00000000133
chelonoidis_abingdonii ENSCABG00000012490
chrysemys_picta_bellii ENSCPBG00000009146
pelodiscus_sinensis ENSPSIG00000007410
crocodylus_porosus ENSCPRG00005000803
lepidothrix_coronata ENSLCOG00000004486
manacus_vitellinus ENSMVIG00005004796
melopsittacus_undulatus ENSMUNG00000005150
parus_major ENSPMJG00000004143
cyanistes_caeruleus ENSCCEG00000022046
ficedula_albicollis ENSFALG00000013700
taeniopygia_guttata ENSTGUG00000003230
lonchura_striata_domestica ENSLSDG00000001267
junco_hyemalis ENSJHYG00000003194
zonotrichia_albicollis ENSZALG00000007710
serinus_canaria ENSSCAG00000010029
melopsittacus_undulatus ENSMUNG00000016382
calidris_pugnax ENSCPUG00000014461
calidris_pygmaea ENSCPGG00000018062
anas_platyrhynchos_platyrhynchos ENSAPLG00000004906
anser_brachyrhynchus ENSABRG00000015615
gallus_gallus ENSGALG00000034427
meleagris_gallopavo ENSMGAG00000008768
coturnix_japonica ENSCJPG00005019127
numida_meleagris ENSNMEG00000004400
apteryx_haastii ENSAHAG00000011101
apteryx_owenii ENSAOWG00000018998
apteryx_rowi ENSARWG00000002854
dromaius_novaehollandiae ENSDNVG00000018129
nothoprocta_perdicaria ENSNPEG00000002158
latimeria_chalumnae ENSLACG00000009665
xenopus_tropicalis ENSXETG00000014235
poecilia_mexicana ENSPMEG00000024033
poecilia_latipinna ENSPLAG00000002950
poecilia_formosa ENSPFOG00000018180
poecilia_reticulata ENSPREG00000012641
gambusia_affinis ENSGAFG00000000962
gambusia_affinis ENSGAFG00000000989
xiphophorus_couchianus ENSXCOG00000018219
xiphophorus_maculatus ENSXMAG00000012780
poecilia_latipinna ENSPLAG00000022150
poecilia_formosa ENSPFOG00000023885
poecilia_reticulata ENSPREG00000012575
xiphophorus_couchianus ENSXCOG00000018212
xiphophorus_maculatus ENSXMAG00000025952
cyprinodon_variegatus ENSCVAG00000007353
fundulus_heteroclitus ENSFHEG00000008874
kryptolebias_marmoratus ENSKMAG00000018380
oryzias_latipes_asm223469v1 ENSORLG00015012684
oryzias_latipes_asm223469v1 ENSORLG00015012712
oryzias_latipes ENSORLG00020021413
oryzias_latipes ENSORLG00020021425
oryzias_latipes ENSORLG00000030213
oryzias_melastigma ENSOMEG00000015551
xiphophorus_couchianus ENSXCOG00000020781
maylandia_zebra ENSMZEG00005003079
astatotilapia_calliptera ENSACLG00000014075
pundamilia_nyererei ENSPNYG00000015858
neolamprologus_brichardi ENSNBRG00000017323
oreochromis_niloticus ENSONIG00000009190
amphilophus_citrinellus ENSACIG00000006500
amphiprion_percula ENSAPEG00000009322
amphiprion_ocellaris ENSAOCG00000014317
acanthochromis_polyacanthus ENSAPOG00000022870
stegastes_partitus ENSSPAG00000017407
monopterus_albus ENSMALG00000016480
mastacembelus_armatus ENSMAMG00000019114
anabas_testudineus ENSATEG00000016468
seriola_dumerili ENSSDUG00000023702
seriola_lalandi_dorsalis ENSSLDG00000011743
gasterosteus_aculeatus ENSGACG00000014830
labrus_bergylta ENSLBEG00000026939
tetraodon_nigroviridis ENSTNIG00000005129
takifugu_rubripes ENSTRUG00000000432
mola_mola ENSMMOG00000012283
periophthalmus_magnuspinnatus ENSPMGG00000003316
gadus_morhua ENSGMOG00000009936
astyanax_mexicanus ENSAMXG00000006225
scleropages_formosus ENSSFOG00015020782
lepisosteus_oculatus ENSLOCG00000013195
stegastes_partitus ENSSPAG00000000360
periophthalmus_magnuspinnatus ENSPMGG00000019481
xenopus_tropicalis ENSXETG00000004251
eptatretus_burgeri ENSEBUG00000007415
