meleagris_gallopavo ENSMGAG00000003506
mesocricetus_auratus ENSMAUG00000018929
microtus_ochrogaster ENSMOCG00000001258
peromyscus_maniculatus_bairdii ENSPEMG00000008921
meriones_unguiculatus ENSMUGG00000007893
rattus_norvegicus ENSRNOG00000001080
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028742
mus_musculus ENSMUSG00000029404
mus_spicilegus ENSMSIG00000009699
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027744
mus_pahari MGP_PahariEiJ_G0024324
nannospalax_galili ENSNGAG00000023492
jaculus_jaculus ENSJJAG00000019114
castor_canadensis ENSCCNG00000017070
tupaia_belangeri ENSTBEG00000000080
loxodonta_africana ENSLAFG00000005314
echinops_telfairi ENSETEG00000008410
capra_hircus ENSCHIG00000014369
ovis_aries ENSOARG00000007010
bos_mutus ENSBMUG00000013902
bos_taurus ENSBTAG00000001594
sus_scrofa ENSSSCG00000009782
ursus_americanus ENSUAMG00000000545
ursus_maritimus ENSUMAG00000004427
ailuropoda_melanoleuca ENSAMEG00000015055
neovison_vison ENSNVIG00000020340
mustela_putorius_furo ENSMPUG00000001705
canis_lupus_dingo ENSCAFG00020016288
canis_lupus_familiaris ENSCAFG00000007665
vulpes_vulpes ENSVVUG00000028080
panthera_pardus ENSPPRG00000003154
panthera_tigris_altaica ENSPTIG00000020573
felis_catus ENSFCAG00000006132
equus_asinus_asinus ENSEASG00005012544
equus_caballus ENSECAG00000023197
erinaceus_europaeus ENSEEUG00000002462
bison_bison_bison ENSBBBG00000018423
pteropus_vampyrus ENSPVAG00000001302
tursiops_truncatus ENSTTRG00000015875
ochotona_princeps ENSOPRG00000017102
procavia_capensis ENSPCAG00000009065
dipodomys_ordii ENSDORG00000023896
octodon_degus ENSODEG00000015865
dasypus_novemcinctus ENSDNOG00000044908
ornithorhynchus_anatinus ENSOANG00000010564
calidris_pugnax ENSCPUG00000007563
calidris_pygmaea ENSCPGG00000002233
lonchura_striata_domestica ENSLSDG00000005333
taeniopygia_guttata ENSTGUG00000005510
serinus_canaria ENSSCAG00000009656
zonotrichia_albicollis ENSZALG00000014768
junco_hyemalis ENSJHYG00000011373
ficedula_albicollis ENSFALG00000009250
parus_major ENSPMJG00000003411
cyanistes_caeruleus ENSCCEG00000023636
manacus_vitellinus ENSMVIG00005001963
manacus_vitellinus ENSMVIG00005002495
lepidothrix_coronata ENSLCOG00000010126
anser_brachyrhynchus ENSABRG00000012861
anas_platyrhynchos_platyrhynchos ENSAPLG00000023108
apteryx_haastii ENSAHAG00000008820
apteryx_rowi ENSARWG00000002285
apteryx_owenii ENSAOWG00000015638
dromaius_novaehollandiae ENSDNVG00000015625
chelonoidis_abingdonii ENSCABG00000007779
gopherus_agassizii ENSGAGG00000023847
chrysemys_picta_bellii ENSCPBG00000025976
pelodiscus_sinensis ENSPSIG00000014720
sphenodon_punctatus ENSSPUG00000012348
anolis_carolinensis ENSACAG00000015676
pogona_vitticeps ENSPVIG00000012996
notechis_scutatus ENSNSUG00000012021
salvator_merianae ENSSMRG00000018133
xenopus_tropicalis ENSXETG00000032991
latimeria_chalumnae ENSLACG00000017714
takifugu_rubripes ENSTRUG00000010106
tetraodon_nigroviridis ENSTNIG00000015834
gasterosteus_aculeatus ENSGACG00000008271
scophthalmus_maximus ENSSMAG00000016606
anabas_testudineus ENSATEG00000011474
mastacembelus_armatus ENSMAMG00000017190
maylandia_zebra ENSMZEG00005000764
astatotilapia_calliptera ENSACLG00000024054
pundamilia_nyererei ENSPNYG00000014579
haplochromis_burtoni ENSHBUG00000007166
oreochromis_niloticus ENSONIG00000013307
amphilophus_citrinellus ENSACIG00000001513
amphiprion_percula ENSAPEG00000024554
kryptolebias_marmoratus ENSKMAG00000018720
seriola_lalandi_dorsalis ENSSLDG00000017507
seriola_dumerili ENSSDUG00000020259
mola_mola ENSMMOG00000017146
oryzias_latipes ENSORLG00020016925
oryzias_latipes ENSORLG00000006213
oryzias_latipes_asm223469v1 ENSORLG00015005448
xiphophorus_maculatus ENSXMAG00000022410
xiphophorus_couchianus ENSXCOG00000000834
gambusia_affinis ENSGAFG00000018488
poecilia_formosa ENSPFOG00000010966
poecilia_mexicana ENSPMEG00000009500
poecilia_reticulata ENSPREG00000021318
poecilia_latipinna ENSPLAG00000008160
cyprinodon_variegatus ENSCVAG00000022774
fundulus_heteroclitus ENSFHEG00000017232
neolamprologus_brichardi ENSNBRG00000007954
amphiprion_ocellaris ENSAOCG00000005834
acanthochromis_polyacanthus ENSAPOG00000013836
stegastes_partitus ENSSPAG00000023462
monopterus_albus ENSMALG00000012399
labrus_bergylta ENSLBEG00000002023
gadus_morhua ENSGMOG00000012151
esox_lucius ENSELUG00000014864
pygocentrus_nattereri ENSPNAG00000019444
astyanax_mexicanus ENSAMXG00000009028
ictalurus_punctatus ENSIPUG00000020789
danio_rerio ENSDARG00000105036
scleropages_formosus ENSSFOG00015019201
paramormyrops_kingsleyae ENSPKIG00000001878
lepisosteus_oculatus ENSLOCG00000005617
eptatretus_burgeri ENSEBUG00000006815
ciona_intestinalis ENSCING00000014897
drosophila_melanogaster FBgn0039149
