lepidothrix_coronata ENSLCOG00000006516
hippocampus_comes ENSHCOG00000012547
amphiprion_percula ENSAPEG00000013655
amphiprion_ocellaris ENSAOCG00000015249
acanthochromis_polyacanthus ENSAPOG00000008647
stegastes_partitus ENSSPAG00000019563
mastacembelus_armatus ENSMAMG00000019504
tetraodon_nigroviridis ENSTNIG00000006651
scophthalmus_maximus ENSSMAG00000006980
haplochromis_burtoni ENSHBUG00000002453
astatotilapia_calliptera ENSACLG00000003844
pundamilia_nyererei ENSPNYG00000022072
maylandia_zebra ENSMZEG00005006533
neolamprologus_brichardi ENSNBRG00000009424
oreochromis_niloticus ENSONIG00000018660
amphilophus_citrinellus ENSACIG00000012197
kryptolebias_marmoratus ENSKMAG00000012343
mola_mola ENSMMOG00000015844
takifugu_rubripes ENSTRUG00000010687
monopterus_albus ENSMALG00000018105
tetraodon_nigroviridis ENSTNIG00000006654
tetraodon_nigroviridis ENSTNIG00000000646
anabas_testudineus ENSATEG00000023164
seriola_dumerili ENSSDUG00000014991
gasterosteus_aculeatus ENSGACG00000012042
gadus_morhua ENSGMOG00000008158
paramormyrops_kingsleyae ENSPKIG00000001478
scleropages_formosus ENSSFOG00015014137
lepisosteus_oculatus ENSLOCG00000016787
eptatretus_burgeri ENSEBUG00000010524
