meleagris_gallopavo ENSMGAG00000015345
mustela_putorius_furo ENSMPUG00000011357
neovison_vison ENSNVIG00000018918
canis_lupus_dingo ENSCAFG00020014460
canis_lupus_familiaris ENSCAFG00000029355
vulpes_vulpes ENSVVUG00000008469
panthera_tigris_altaica ENSPTIG00000015394
panthera_pardus ENSPPRG00000011986
felis_catus ENSFCAG00000042164
pan_troglodytes ENSPTRG00000001734
pan_paniscus ENSPPAG00000039236
gorilla_gorilla ENSGGOG00000015785
homo_sapiens ENSG00000169905
pongo_abelii ENSPPYG00000000458
nomascus_leucogenys ENSNLEG00000015815
piliocolobus_tephrosceles ENSPTEG00000006442
colobus_angolensis_palliatus ENSCANG00000043040
rhinopithecus_bieti ENSRBIG00000031775
rhinopithecus_roxellana ENSRROG00000000283
macaca_fascicularis ENSMFAG00000042897
macaca_nemestrina ENSMNEG00000032323
macaca_mulatta ENSMMUG00000031279
theropithecus_gelada ENSTGEG00000000200
papio_anubis ENSPANG00000011377
cercocebus_atys ENSCATG00000044101
mandrillus_leucophaeus ENSMLEG00000036825
chlorocebus_sabaeus ENSCSAG00000012239
saimiri_boliviensis_boliviensis ENSSBOG00000021623
cebus_capucinus ENSCCAG00000021016
callithrix_jacchus ENSCJAG00000045447
aotus_nancymaae ENSANAG00000020952
carlito_syrichta ENSTSYG00000004447
prolemur_simus ENSPSMG00000003413
microcebus_murinus ENSMICG00000006150
propithecus_coquereli ENSPCOG00000025223
otolemur_garnettii ENSOGAG00000016660
chinchilla_lanigera ENSCLAG00000011876
cavia_porcellus ENSCPOG00000038220
octodon_degus ENSODEG00000003514
heterocephalus_glaber_male ENSHGLG00100003843
heterocephalus_glaber_female ENSHGLG00000018728
fukomys_damarensis ENSFDAG00000016173
castor_canadensis ENSCCNG00000030275
urocitellus_parryii ENSUPAG00010003748
ictidomys_tridecemlineatus ENSSTOG00000019763
spermophilus_dauricus ENSSDAG00000007542
marmota_marmota_marmota ENSMMMG00000016746
dipodomys_ordii ENSDORG00000003699
cricetulus_griseus_crigri ENSCGRG00000018172
cricetulus_griseus_chok1gshd ENSCGRG00001009854
cricetulus_griseus_crigri-picr ENSCGRG00015015533
peromyscus_maniculatus_bairdii ENSPEMG00000023269
microtus_ochrogaster ENSMOCG00000014435
mus_spicilegus ENSMSIG00000014408
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015538
mus_musculus ENSMUSG00000050565
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014731
mus_pahari MGP_PahariEiJ_G0027967
rattus_norvegicus ENSRNOG00000024849
meriones_unguiculatus ENSMUGG00000012511
nannospalax_galili ENSNGAG00000010844
jaculus_jaculus ENSJJAG00000019497
oryctolagus_cuniculus ENSOCUG00000016453
ochotona_princeps ENSOPRG00000013093
choloepus_hoffmanni ENSCHOG00000010224
dasypus_novemcinctus ENSDNOG00000033844
loxodonta_africana ENSLAFG00000022582
procavia_capensis ENSPCAG00000006574
echinops_telfairi ENSETEG00000013235
phascolarctos_cinereus ENSPCIG00000011508
notamacropus_eugenii ENSMEUG00000001282
monodelphis_domestica ENSMODG00000023359
monodelphis_domestica ENSMODG00000006240
erinaceus_europaeus ENSEEUG00000008696
gallus_gallus ENSGALG00000029238
coturnix_japonica ENSCJPG00005021372
numida_meleagris ENSNMEG00000016185
anas_platyrhynchos_platyrhynchos ENSAPLG00000011824
taeniopygia_guttata ENSTGUG00000017382
serinus_canaria ENSSCAG00000009738
junco_hyemalis ENSJHYG00000015128
zonotrichia_albicollis ENSZALG00000009157
ficedula_albicollis ENSFALG00000014599
parus_major ENSPMJG00000018692
cyanistes_caeruleus ENSCCEG00000021273
lepidothrix_coronata ENSLCOG00000010733
apteryx_owenii ENSAOWG00000016001
dromaius_novaehollandiae ENSDNVG00000015182
crocodylus_porosus ENSCPRG00005006382
gopherus_agassizii ENSGAGG00000016759
chelonoidis_abingdonii ENSCABG00000009200
chrysemys_picta_bellii ENSCPBG00000025797
pelodiscus_sinensis ENSPSIG00000010912
pogona_vitticeps ENSPVIG00000022458
anolis_carolinensis ENSACAG00000028892
notechis_scutatus ENSNSUG00000014249
salvator_merianae ENSSMRG00000011041
sphenodon_punctatus ENSSPUG00000017962
mus_musculus ENSMUSG00000026466
mus_spicilegus ENSMSIG00000014242
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015537
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014730
mus_pahari MGP_PahariEiJ_G0027966
rattus_norvegicus ENSRNOG00000003946
meriones_unguiculatus ENSMUGG00000012520
cricetulus_griseus_chok1gshd ENSCGRG00001020180
cricetulus_griseus_crigri ENSCGRG00000011362
cricetulus_griseus_crigri-picr ENSCGRG00015015582
mesocricetus_auratus ENSMAUG00000018612
microtus_ochrogaster ENSMOCG00000016290
peromyscus_maniculatus_bairdii ENSPEMG00000023839
jaculus_jaculus ENSJJAG00000019046
oryctolagus_cuniculus ENSOCUG00000015514
sorex_araneus ENSSARG00000002381
ochotona_princeps ENSOPRG00000013100
erinaceus_europaeus ENSEEUG00000007061
capra_hircus ENSCHIG00000026911
dasypus_novemcinctus ENSDNOG00000047601
phascolarctos_cinereus ENSPCIG00000011506
notamacropus_eugenii ENSMEUG00000003823
sarcophilus_harrisii ENSSHAG00000007456
monodelphis_domestica ENSMODG00000006263
ornithorhynchus_anatinus ENSOANG00000000967
cavia_aperea ENSCAPG00000008487
cavia_porcellus ENSCPOG00000035530
octodon_degus ENSODEG00000003384
chinchilla_lanigera ENSCLAG00000014927
heterocephalus_glaber_male ENSHGLG00100001704
heterocephalus_glaber_female ENSHGLG00000019010
fukomys_damarensis ENSFDAG00000017939
ictidomys_tridecemlineatus ENSSTOG00000022434
spermophilus_dauricus ENSSDAG00000007471
urocitellus_parryii ENSUPAG00010003787
marmota_marmota_marmota ENSMMMG00000016740
castor_canadensis ENSCCNG00000029733
dipodomys_ordii ENSDORG00000024860
tupaia_belangeri ENSTBEG00000006411
homo_sapiens ENSG00000143337
gorilla_gorilla ENSGGOG00000013837
pan_paniscus ENSPPAG00000027535
pan_troglodytes ENSPTRG00000001736
pongo_abelii ENSPPYG00000000455
nomascus_leucogenys ENSNLEG00000015827
theropithecus_gelada ENSTGEG00000000122
papio_anubis ENSPANG00000010531
mandrillus_leucophaeus ENSMLEG00000035095
macaca_nemestrina ENSMNEG00000029059
macaca_mulatta ENSMMUG00000014873
macaca_fascicularis ENSMFAG00000031398
cercocebus_atys ENSCATG00000036271
chlorocebus_sabaeus ENSCSAG00000012246
rhinopithecus_roxellana ENSRROG00000031713
rhinopithecus_bieti ENSRBIG00000001038
piliocolobus_tephrosceles ENSPTEG00000006267
colobus_angolensis_palliatus ENSCANG00000037669
saimiri_boliviensis_boliviensis ENSSBOG00000019311
cebus_capucinus ENSCCAG00000022137
callithrix_jacchus ENSCJAG00000007992
aotus_nancymaae ENSANAG00000021559
carlito_syrichta ENSTSYG00000026160
prolemur_simus ENSPSMG00000003435
propithecus_coquereli ENSPCOG00000015633
microcebus_murinus ENSMICG00000029943
otolemur_garnettii ENSOGAG00000016452
pteropus_vampyrus ENSPVAG00000012207
myotis_lucifugus ENSMLUG00000006221
equus_caballus ENSECAG00000000872
equus_asinus_asinus ENSEASG00005016619
capra_hircus ENSCHIG00000026199
ovis_aries ENSOARG00000017837
bos_taurus ENSBTAG00000035226
bos_mutus ENSBMUG00000014603
bison_bison_bison ENSBBBG00000009102
vicugna_pacos ENSVPAG00000011793
sus_scrofa ENSSSCG00000032621
tursiops_truncatus ENSTTRG00000014500
ailuropoda_melanoleuca ENSAMEG00000002996
ursus_maritimus ENSUMAG00000017588
mustela_putorius_furo ENSMPUG00000011360
neovison_vison ENSNVIG00000018850
canis_lupus_dingo ENSCAFG00020014463
canis_lupus_familiaris ENSCAFG00000012665
vulpes_vulpes ENSVVUG00000008478
panthera_pardus ENSPPRG00000012704
felis_catus ENSFCAG00000018463
panthera_tigris_altaica ENSPTIG00000016393
panthera_pardus ENSPPRG00000015140
loxodonta_africana ENSLAFG00000012811
procavia_capensis ENSPCAG00000006646
echinops_telfairi ENSETEG00000013237
dasypus_novemcinctus ENSDNOG00000038395
choloepus_hoffmanni ENSCHOG00000002146
xenopus_tropicalis ENSXETG00000032077
xenopus_tropicalis ENSXETG00000031426
nannospalax_galili ENSNGAG00000015981
castor_canadensis ENSCCNG00000029730
capra_hircus ENSCHIG00000009486
latimeria_chalumnae ENSLACG00000005120
scleropages_formosus ENSSFOG00015005767
paramormyrops_kingsleyae ENSPKIG00000007637
scleropages_formosus ENSSFOG00015005780
paramormyrops_kingsleyae ENSPKIG00000007685
paramormyrops_kingsleyae ENSPKIG00000016127
scleropages_formosus ENSSFOG00015006383
takifugu_rubripes ENSTRUG00000006406
takifugu_rubripes ENSTRUG00000025103
tetraodon_nigroviridis ENSTNIG00000010684
labrus_bergylta ENSLBEG00000018500
xiphophorus_maculatus ENSXMAG00000026853
xiphophorus_couchianus ENSXCOG00000010085
gambusia_affinis ENSGAFG00000000347
poecilia_formosa ENSPFOG00000020794
poecilia_formosa ENSPFOG00000020677
poecilia_mexicana ENSPMEG00000012677
poecilia_mexicana ENSPMEG00000015862
poecilia_latipinna ENSPLAG00000017083
poecilia_reticulata ENSPREG00000010814
fundulus_heteroclitus ENSFHEG00000022805
cyprinodon_variegatus ENSCVAG00000002074
cynoglossus_semilaevis ENSCSEG00000000228
amphiprion_percula ENSAPEG00000024247
amphiprion_ocellaris ENSAOCG00000013709
acanthochromis_polyacanthus ENSAPOG00000024425
stegastes_partitus ENSSPAG00000010208
pundamilia_nyererei ENSPNYG00000022683
haplochromis_burtoni ENSHBUG00000007418
maylandia_zebra ENSMZEG00005007386
astatotilapia_calliptera ENSACLG00000024615
neolamprologus_brichardi ENSNBRG00000003848
amphilophus_citrinellus ENSACIG00000013900
oryzias_latipes ENSORLG00020016656
oryzias_latipes ENSORLG00000029154
oryzias_latipes_asm223469v1 ENSORLG00015012225
oryzias_melastigma ENSOMEG00000007039
kryptolebias_marmoratus ENSKMAG00000001236
monopterus_albus ENSMALG00000019118
mastacembelus_armatus ENSMAMG00000001929
anabas_testudineus ENSATEG00000003889
seriola_lalandi_dorsalis ENSSLDG00000016363
seriola_dumerili ENSSDUG00000007857
scophthalmus_maximus ENSSMAG00000007956
mola_mola ENSMMOG00000020508
hippocampus_comes ENSHCOG00000019018
periophthalmus_magnuspinnatus ENSPMGG00000015914
esox_lucius ENSELUG00000011504
poecilia_formosa ENSPFOG00000021761
poecilia_latipinna ENSPLAG00000017073
poecilia_mexicana ENSPMEG00000012663
poecilia_reticulata ENSPREG00000010820
xiphophorus_maculatus ENSXMAG00000013227
xiphophorus_couchianus ENSXCOG00000010089
gambusia_affinis ENSGAFG00000000334
fundulus_heteroclitus ENSFHEG00000022801
cyprinodon_variegatus ENSCVAG00000002078
oryzias_latipes ENSORLG00020016617
oryzias_latipes_asm223469v1 ENSORLG00015012200
oryzias_latipes ENSORLG00000016657
oryzias_melastigma ENSOMEG00000007067
cynoglossus_semilaevis ENSCSEG00000000231
amphiprion_ocellaris ENSAOCG00000013682
amphiprion_percula ENSAPEG00000024232
acanthochromis_polyacanthus ENSAPOG00000024430
stegastes_partitus ENSSPAG00000010222
maylandia_zebra ENSMZEG00005007415
astatotilapia_calliptera ENSACLG00000024648
pundamilia_nyererei ENSPNYG00000022675
haplochromis_burtoni ENSHBUG00000007431
neolamprologus_brichardi ENSNBRG00000003874
oreochromis_niloticus ENSONIG00000002129
amphilophus_citrinellus ENSACIG00000013886
kryptolebias_marmoratus ENSKMAG00000001226
mastacembelus_armatus ENSMAMG00000001948
monopterus_albus ENSMALG00000019142
anabas_testudineus ENSATEG00000003900
seriola_dumerili ENSSDUG00000007882
seriola_lalandi_dorsalis ENSSLDG00000016350
scophthalmus_maximus ENSSMAG00000007968
mola_mola ENSMMOG00000020507
takifugu_rubripes ENSTRUG00000025174
labrus_bergylta ENSLBEG00000018515
hippocampus_comes ENSHCOG00000019024
esox_lucius ENSELUG00000011522
pygocentrus_nattereri ENSPNAG00000022629
pygocentrus_nattereri ENSPNAG00000005813
ictalurus_punctatus ENSIPUG00000001992
danio_rerio ENSDARG00000094336
pygocentrus_nattereri ENSPNAG00000022644
pygocentrus_nattereri ENSPNAG00000027299
ictalurus_punctatus ENSIPUG00000002019
danio_rerio ENSDARG00000069102
lepisosteus_oculatus ENSLOCG00000017731
lepisosteus_oculatus ENSLOCG00000001214
eptatretus_burgeri ENSEBUG00000010507
ciona_savignyi ENSCSAVG00000008071
ciona_intestinalis ENSCING00000009870
