lepidothrix_coronata ENSLCOG00000006814
panthera_tigris ENSPTIG00000005528
ornithorhynchus_anatinus ENSOANG00000006841
xenopus_tropicalis ENSXETG00000014571
latimeria_chalumnae ENSLACG00000017121
fundulus_heteroclitus ENSFHEG00000020238
cyprinodon_variegatus ENSCVAG00000020469
poecilia_mexicana ENSPMEG00000008645
poecilia_latipinna ENSPLAG00000008849
poecilia_formosa ENSPFOG00000005016
poecilia_reticulata ENSPREG00000009125
xiphophorus_couchianus ENSXCOG00000012438
xiphophorus_maculatus ENSXMAG00000027645
gambusia_affinis ENSGAFG00000000355
kryptolebias_marmoratus ENSKMAG00000002341
oryzias_latipes ENSORLG00020011755
oryzias_latipes ENSORLG00000025475
oryzias_latipes ENSORLG00015017196
oryzias_melastigma ENSOMEG00000010784
pundamilia_nyererei ENSPNYG00000001844
hippocampus_comes ENSHCOG00000016650
periophthalmus_magnuspinnatus ENSPMGG00000008014
takifugu_rubripes ENSTRUG00000025557
mastacembelus_armatus ENSMAMG00000021648
amphiprion_percula ENSAPEG00000004313
amphiprion_ocellaris ENSAOCG00000017858
acanthochromis_polyacanthus ENSAPOG00000001697
stegastes_partitus ENSSPAG00000002324
maylandia_zebra ENSMZEG00005027404
astatotilapia_calliptera ENSACLG00000022496
haplochromis_burtoni ENSHBUG00000013904
neolamprologus_brichardi ENSNBRG00000013993
oreochromis_niloticus ENSONIG00000000808
amphilophus_citrinellus ENSACIG00000008183
monopterus_albus ENSMALG00000020400
monopterus_albus ENSMALG00000020414
scophthalmus_maximus ENSSMAG00000017640
cynoglossus_semilaevis ENSCSEG00000003181
labrus_bergylta ENSLBEG00000020045
mola_mola ENSMMOG00000007927
anabas_testudineus ENSATEG00000009795
seriola_lalandi ENSSLDG00000014330
seriola_dumerili ENSSDUG00000018258
gasterosteus_aculeatus ENSGACG00000010377
tetraodon_nigroviridis ENSTNIG00000017007
gadus_morhua ENSGMOG00000018372
esox_lucius ENSELUG00000001499
astyanax_mexicanus ENSAMXG00000009552
pygocentrus_nattereri ENSPNAG00000029324
ictalurus_punctatus ENSIPUG00000015249
danio_rerio ENSDARG00000055698
paramormyrops_kingsleyae ENSPKIG00000006109
scleropages_formosus ENSSFOG00015015837
lepisosteus_oculatus ENSLOCG00000015434
