clupea_harengus ENSCHAG00000009565
papio_anubis ENSPANG00000023103
chlorocebus_sabaeus ENSCSAG00000012440
cebus_capucinus ENSCCAG00000037234
saimiri_boliviensis ENSSBOG00000025211
callithrix_jacchus ENSCJAG00000007880
aotus_nancymaae ENSANAG00000023936
carlito_syrichta ENSTSYG00000010353
microcebus_murinus ENSMICG00000012287
propithecus_coquereli ENSPCOG00000010519
prolemur_simus ENSPSMG00000001149
otolemur_garnettii ENSOGAG00000010928
tupaia_belangeri ENSTBEG00000001115
capra_hircus ENSCHIG00000023741
ovis_aries ENSOARG00000002091
bos_indicus ENSBIXG00000002868
bos_indicus ENSBIXG00005022496
bos_mutus ENSBMUG00000025295
bos_taurus ENSBTAG00000020929
bison_bison ENSBBBG00000003388
tursiops_truncatus ENSTTRG00000006552
sus_scrofa ENSSSCG00000011078
vicugna_pacos ENSVPAG00000006972
erinaceus_europaeus ENSEEUG00000002896
sorex_araneus ENSSARG00000009012
pteropus_vampyrus ENSPVAG00000017389
myotis_lucifugus ENSMLUG00000001594
ursus_americanus ENSUAMG00000025307
ursus_maritimus ENSUMAG00000025147
ailuropoda_melanoleuca ENSAMEG00000006332
neovison_vison ENSNVIG00000003184
mustela_putorius ENSMPUG00000012083
canis_lupus ENSCAFG00000004210
canis_lupus ENSCAFG00020026124
vulpes_vulpes ENSVVUG00000010474
panthera_pardus ENSPPRG00000002903
panthera_tigris ENSPTIG00000008047
felis_catus ENSFCAG00000008947
equus_caballus ENSECAG00000013576
equus_asinus ENSEASG00005006950
phascolarctos_cinereus ENSPCIG00000025661
vombatus_ursinus ENSVURG00010023270
notamacropus_eugenii ENSMEUG00000002701
sarcophilus_harrisii ENSSHAG00000007940
monodelphis_domestica ENSMODG00000008994
ornithorhynchus_anatinus ENSOANG00000005694
pogona_vitticeps ENSPVIG00000023574
anolis_carolinensis ENSACAG00000008722
notechis_scutatus ENSNSUG00000009345
salvator_merianae ENSSMRG00000014072
sphenodon_punctatus ENSSPUG00000016680
manacus_vitellinus ENSMVIG00005006800
lepidothrix_coronata ENSLCOG00000002895
junco_hyemalis ENSJHYG00000009803
zonotrichia_albicollis ENSZALG00000015576
serinus_canaria ENSSCAG00000010054
taeniopygia_guttata ENSTGUG00000001182
lonchura_striata ENSLSDG00000008978
ficedula_albicollis ENSFALG00000007287
parus_major ENSPMJG00000006350
cyanistes_caeruleus ENSCCEG00000014334
calidris_pygmaea ENSCPGG00000017618
calidris_pugnax ENSCPUG00000009871
melopsittacus_undulatus ENSMUNG00000006491
anser_brachyrhynchus ENSABRG00000003474
anas_platyrhynchos ENSAPLG00000005071
gallus_gallus ENSGALG00000007864
coturnix_japonica ENSCJPG00005004019
meleagris_gallopavo ENSMGAG00000007202
numida_meleagris ENSNMEG00000009422
apteryx_owenii ENSAOWG00000003157
apteryx_haastii ENSAHAG00000016225
apteryx_rowi ENSARWG00000016309
dromaius_novaehollandiae ENSDNVG00000010762
nothoprocta_perdicaria ENSNPEG00000003880
crocodylus_porosus ENSCPRG00005008973
gopherus_agassizii ENSGAGG00000021609
chelonoidis_abingdonii ENSCABG00000018498
chrysemys_picta ENSCPBG00000015227
pelodiscus_sinensis ENSPSIG00000006399
xenopus_tropicalis ENSXETG00000017071
latimeria_chalumnae ENSLACG00000003580
petromyzon_marinus ENSPMAG00000001415
petromyzon_marinus ENSPMAG00000004858
eptatretus_burgeri ENSEBUG00000016651
ciona_savignyi ENSCSAVG00000006251
ciona_intestinalis ENSCING00000006895
