amphiprion_ocellaris ENSAOCG00000003512
zonotrichia_albicollis ENSZALG00000013938
ficedula_albicollis ENSFALG00000004329
lepidothrix_coronata ENSLCOG00000002101
manacus_vitellinus ENSMVIG00005008233
melopsittacus_undulatus ENSMUNG00000011428
calidris_pugnax ENSCPUG00000014893
calidris_pygmaea ENSCPGG00000009730
coturnix_japonica ENSCJPG00005016326
meleagris_gallopavo ENSMGAG00000003246
gallus_gallus ENSGALG00000006098
numida_meleagris ENSNMEG00000020248
anser_brachyrhynchus ENSABRG00000012404
anas_platyrhynchos_platyrhynchos ENSAPLG00000021425
dromaius_novaehollandiae ENSDNVG00000017157
nothoprocta_perdicaria ENSNPEG00000003599
apteryx_haastii ENSAHAG00000017959
apteryx_owenii ENSAOWG00000003421
apteryx_rowi ENSARWG00000016045
crocodylus_porosus ENSCPRG00005007972
chelonoidis_abingdonii ENSCABG00000008447
gopherus_agassizii ENSGAGG00000002572
chrysemys_picta_bellii ENSCPBG00000026005
pelodiscus_sinensis ENSPSIG00000007820
taeniopygia_guttata ENSTGUG00000009156
sarcophilus_harrisii ENSSHAG00000007965
phascolarctos_cinereus ENSPCIG00000033754
phascolarctos_cinereus ENSPCIG00000023735
monodelphis_domestica ENSMODG00000015247
equus_asinus_asinus ENSEASG00005007125
sorex_araneus ENSSARG00000008045
equus_caballus ENSECAG00000017534
ovis_aries ENSOARG00000001583
pan_troglodytes ENSPTRG00000022287
gorilla_gorilla ENSGGOG00000008050
homo_sapiens ENSG00000165704
pongo_abelii ENSPPYG00000020733
nomascus_leucogenys ENSNLEG00000001970
cercocebus_atys ENSCATG00000031507
theropithecus_gelada ENSTGEG00000001209
macaca_fascicularis ENSMFAG00000042557
chlorocebus_sabaeus ENSCSAG00000007756
macaca_mulatta ENSMMUG00000008303
piliocolobus_tephrosceles ENSPTEG00000032017
mandrillus_leucophaeus ENSMLEG00000028663
macaca_nemestrina ENSMNEG00000034966
papio_anubis ENSPANG00000012102
rhinopithecus_roxellana ENSRROG00000036688
colobus_angolensis_palliatus ENSCANG00000014452
pan_paniscus ENSPPAG00000034522
cebus_capucinus ENSCCAG00000033007
callithrix_jacchus ENSCJAG00000004273
saimiri_boliviensis_boliviensis ENSSBOG00000025540
aotus_nancymaae ENSANAG00000031330
carlito_syrichta ENSTSYG00000009579
microcebus_murinus ENSMICG00000006547
propithecus_coquereli ENSPCOG00000025584
prolemur_simus ENSPSMG00000011998
otolemur_garnettii ENSOGAG00000003881
mesocricetus_auratus ENSMAUG00000000155
mesocricetus_auratus ENSMAUG00000021715
cricetulus_griseus_crigri ENSCGRG00000010686
cricetulus_griseus_chok1gshd ENSCGRG00001016060
cricetulus_griseus_crigri-picr ENSCGRG00015019970
peromyscus_maniculatus_bairdii ENSPEMG00000022240
microtus_ochrogaster ENSMOCG00000020974
mus_spicilegus ENSMSIG00000002786
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034227
mus_musculus ENSMUSG00000025630
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033070
mus_pahari MGP_PahariEiJ_G0031614
rattus_norvegicus ENSRNOG00000048561
rattus_norvegicus ENSRNOG00000031367
meriones_unguiculatus ENSMUGG00000022191
nannospalax_galili ENSNGAG00000021965
nannospalax_galili ENSNGAG00000015300
jaculus_jaculus ENSJJAG00000023241
dipodomys_ordii ENSDORG00000023171
castor_canadensis ENSCCNG00000003338
heterocephalus_glaber_male ENSHGLG00100016933
heterocephalus_glaber_female ENSHGLG00000016166
heterocephalus_glaber_male ENSHGLG00100007979
heterocephalus_glaber_female ENSHGLG00000006805
heterocephalus_glaber_male ENSHGLG00100016269
fukomys_damarensis ENSFDAG00000007921
fukomys_damarensis ENSFDAG00000008949
chinchilla_lanigera ENSCLAG00000000958
chinchilla_lanigera ENSCLAG00000001820
octodon_degus ENSODEG00000019102
octodon_degus ENSODEG00000010991
octodon_degus ENSODEG00000010613
octodon_degus ENSODEG00000016940
octodon_degus ENSODEG00000004374
cavia_porcellus ENSCPOG00000002512
spermophilus_dauricus ENSSDAG00000012361
ictidomys_tridecemlineatus ENSSTOG00000013225
urocitellus_parryii ENSUPAG00010020285
oryctolagus_cuniculus ENSOCUG00000003186
sus_scrofa ENSSSCG00000034896
sus_scrofa ENSSSCG00000032449
ailuropoda_melanoleuca ENSAMEG00000019675
ursus_maritimus ENSUMAG00000002202
neovison_vison ENSNVIG00000006030
vulpes_vulpes ENSVVUG00000010071
canis_lupus_dingo ENSCAFG00020015662
panthera_pardus ENSPPRG00000018138
panthera_tigris_altaica ENSPTIG00000006297
felis_catus ENSFCAG00000027674
tupaia_belangeri ENSTBEG00000000859
capra_hircus ENSCHIG00000015745
ovis_aries ENSOARG00000012055
bos_taurus ENSBTAG00000014685
bos_mutus ENSBMUG00000008205
tursiops_truncatus ENSTTRG00000009954
bos_taurus ENSBTAG00000046220
bos_mutus ENSBMUG00000017215
bison_bison_bison ENSBBBG00000009637
ovis_aries ENSOARG00000009778
bison_bison_bison ENSBBBG00000002158
bos_mutus ENSBMUG00000010281
bos_taurus ENSBTAG00000021109
vicugna_pacos ENSVPAG00000009133
pteropus_vampyrus ENSPVAG00000005955
canis_lupus_dingo ENSCAFG00020000531
canis_lupus_familiaris ENSCAFG00000018870
vulpes_vulpes ENSVVUG00000013790
neovison_vison ENSNVIG00000002945
mustela_putorius_furo ENSMPUG00000012699
ursus_americanus ENSUAMG00000009871
ursus_maritimus ENSUMAG00000012084
ailuropoda_melanoleuca ENSAMEG00000001339
panthera_tigris_altaica ENSPTIG00000016379
panthera_pardus ENSPPRG00000001079
felis_catus ENSFCAG00000044121
panthera_tigris_altaica ENSPTIG00000014983
felis_catus ENSFCAG00000037557
felis_catus ENSFCAG00000030925
panthera_pardus ENSPPRG00000003227
loxodonta_africana ENSLAFG00000009892
procavia_capensis ENSPCAG00000004326
myotis_lucifugus ENSMLUG00000003591
dasypus_novemcinctus ENSDNOG00000008495
dasypus_novemcinctus ENSDNOG00000049083
choloepus_hoffmanni ENSCHOG00000004919
ornithorhynchus_anatinus ENSOANG00000011689
xenopus_tropicalis ENSXETG00000019768
latimeria_chalumnae ENSLACG00000017335
eptatretus_burgeri ENSEBUG00000001984
ciona_savignyi ENSCSAVG00000000913
ciona_intestinalis ENSCING00000003067
