caenorhabditis_elegans WBGene00017162
mandrillus_leucophaeus ENSMLEG00000042846
macaca_mulatta ENSMMUG00000008432
macaca_nemestrina ENSMNEG00000040016
macaca_fascicularis ENSMFAG00000038666
cercocebus_atys ENSCATG00000039797
papio_anubis ENSPANG00000019459
chlorocebus_sabaeus ENSCSAG00000006240
cercocebus_atys ENSCATG00000032335
macaca_nemestrina ENSMNEG00000045260
mandrillus_leucophaeus ENSMLEG00000035096
papio_anubis ENSPANG00000035074
rhinopithecus_bieti ENSRBIG00000036337
rhinopithecus_roxellana ENSRROG00000045747
colobus_angolensis ENSCANG00000042510
pan_troglodytes ENSPTRG00000051972
pan_paniscus ENSPPAG00000038775
gorilla_gorilla ENSGGOG00000027979
saimiri_boliviensis ENSSBOG00000025799
cebus_capucinus ENSCCAG00000029177
callithrix_jacchus ENSCJAG00000020775
aotus_nancymaae ENSANAG00000018663
carlito_syrichta ENSTSYG00000005429
propithecus_coquereli ENSPCOG00000025915
microcebus_murinus ENSMICG00000017541
prolemur_simus ENSPSMG00000005631
otolemur_garnettii ENSOGAG00000016813
castor_canadensis ENSCCNG00000004483
dipodomys_ordii ENSDORG00000012659
mus_spretus MGP_SPRETEiJ_G0021137
mus_spicilegus ENSMSIG00000001169
mus_musculus ENSMUSG00000003360
mus_caroli MGP_CAROLIEiJ_G0020240
mus_pahari MGP_PahariEiJ_G0020243
rattus_norvegicus ENSRNOG00000060154
meriones_unguiculatus ENSMUGG00000026501
cricetulus_griseus ENSCGRG00001015090
cricetulus_griseus ENSCGRG00000016314
cricetulus_griseus ENSCGRG00015005741
mesocricetus_auratus ENSMAUG00000012336
microtus_ochrogaster ENSMOCG00000018987
peromyscus_maniculatus ENSPEMG00000011305
nannospalax_galili ENSNGAG00000019018
jaculus_jaculus ENSJJAG00000018994
chinchilla_lanigera ENSCLAG00000002986
octodon_degus ENSODEG00000003592
cavia_porcellus ENSCPOG00000003278
heterocephalus_glaber ENSHGLG00000004292
heterocephalus_glaber ENSHGLG00100017585
fukomys_damarensis ENSFDAG00000017059
ictidomys_tridecemlineatus ENSSTOG00000004219
spermophilus_dauricus ENSSDAG00000015312
urocitellus_parryii ENSUPAG00010009132
marmota_marmota ENSMMMG00000022958
tupaia_belangeri ENSTBEG00000016909
myotis_lucifugus ENSMLUG00000011033
myotis_lucifugus ENSMLUG00000003683
pteropus_vampyrus ENSPVAG00000009818
equus_asinus ENSEASG00005000455
equus_caballus ENSECAG00000016681
tursiops_truncatus ENSTTRG00000004604
sus_scrofa ENSSSCG00000000176
bos_indicus ENSBIXG00000004177
bos_indicus ENSBIXG00005020544
bos_taurus ENSBTAG00000021810
bos_mutus ENSBMUG00000022978
bison_bison ENSBBBG00000006233
ovis_aries ENSOARG00000019105
capra_hircus ENSCHIG00000018783
ursus_americanus ENSUAMG00000027082
ursus_maritimus ENSUMAG00000006538
ailuropoda_melanoleuca ENSAMEG00000007123
neovison_vison ENSNVIG00000007288
mustela_putorius ENSMPUG00000014739
canis_lupus ENSCAFG00020013383
canis_lupus ENSCAFG00000025422
vulpes_vulpes ENSVVUG00000019648
panthera_pardus ENSPPRG00000015345
panthera_tigris ENSPTIG00000018873
felis_catus ENSFCAG00000000082
erinaceus_europaeus ENSEEUG00000009658
sorex_araneus ENSSARG00000004534
loxodonta_africana ENSLAFG00000014227
procavia_capensis ENSPCAG00000002016
choloepus_hoffmanni ENSCHOG00000009027
dasypus_novemcinctus ENSDNOG00000043176
oryctolagus_cuniculus ENSOCUG00000001414
ochotona_princeps ENSOPRG00000007170
echinops_telfairi ENSETEG00000015816
phascolarctos_cinereus ENSPCIG00000027691
vombatus_ursinus ENSVURG00010006330
notamacropus_eugenii ENSMEUG00000009477
sarcophilus_harrisii ENSSHAG00000006590
monodelphis_domestica ENSMODG00000009975
gopherus_agassizii ENSGAGG00000007790
chelonoidis_abingdonii ENSCABG00000007329
chrysemys_picta ENSCPBG00000019988
pelodiscus_sinensis ENSPSIG00000002834
sphenodon_punctatus ENSSPUG00000016044
pogona_vitticeps ENSPVIG00000016019
anolis_carolinensis ENSACAG00000025589
notechis_scutatus ENSNSUG00000003689
salvator_merianae ENSSMRG00000012008
crocodylus_porosus ENSCPRG00005001479
anser_brachyrhynchus ENSABRG00000004061
gallus_gallus ENSGALG00000032307
anas_platyrhynchos ENSAPLG00000002868
coturnix_japonica ENSCJPG00005002645
serinus_canaria ENSSCAG00000013869
lonchura_striata ENSLSDG00000001208
parus_major ENSPMJG00000005273
ficedula_albicollis ENSFALG00000000133
lepidothrix_coronata ENSLCOG00000011558
calidris_pugnax ENSCPUG00000000738
calidris_pygmaea ENSCPGG00000018942
apteryx_owenii ENSAOWG00000011657
apteryx_haastii ENSAHAG00000005619
apteryx_rowi ENSARWG00000015170
dromaius_novaehollandiae ENSDNVG00000016679
nothoprocta_perdicaria ENSNPEG00000012425
numida_meleagris ENSNMEG00000002791
junco_hyemalis ENSJHYG00000002854
melopsittacus_undulatus ENSMUNG00000008029
xenopus_tropicalis ENSXETG00000005339
latimeria_chalumnae ENSLACG00000016977
callorhinchus_milii ENSCMIG00000004445
ciona_intestinalis ENSCING00000001913
ciona_savignyi ENSCSAVG00000004158
drosophila_melanogaster FBgn0032690
piliocolobus_tephrosceles ENSPTEG00000014406
piliocolobus_tephrosceles ENSPTEG00000002224
piliocolobus_tephrosceles ENSPTEG00000012742
saccharomyces_cerevisiae YDR243C
