choloepus_hoffmanni ENSCHOG00000007507
ictidomys_tridecemlineatus ENSSTOG00000021965
urocitellus_parryii ENSUPAG00010011852
spermophilus_dauricus ENSSDAG00000022208
marmota_marmota_marmota ENSMMMG00000009240
castor_canadensis ENSCCNG00000002741
otolemur_garnettii ENSOGAG00000010979
equus_asinus_asinus ENSEASG00005019718
neovison_vison ENSNVIG00000010918
propithecus_coquereli ENSPCOG00000019988
prolemur_simus ENSPSMG00000018587
microcebus_murinus ENSMICG00000009200
saimiri_boliviensis_boliviensis ENSSBOG00000019735
callithrix_jacchus ENSCJAG00000012355
cebus_capucinus ENSCCAG00000024514
aotus_nancymaae ENSANAG00000032287
pan_troglodytes ENSPTRG00000018781
pan_paniscus ENSPPAG00000034661
homo_sapiens ENSG00000185345
gorilla_gorilla ENSGGOG00000041961
pongo_abelii ENSPPYG00000017158
nomascus_leucogenys ENSNLEG00000011473
colobus_angolensis_palliatus ENSCANG00000016116
piliocolobus_tephrosceles ENSPTEG00000026300
rhinopithecus_bieti ENSRBIG00000027594
rhinopithecus_roxellana ENSRROG00000029447
theropithecus_gelada ENSTGEG00000028954
mandrillus_leucophaeus ENSMLEG00000028291
papio_anubis ENSPANG00000022007
macaca_fascicularis ENSMFAG00000002107
macaca_nemestrina ENSMNEG00000027725
macaca_mulatta ENSMMUG00000020410
cercocebus_atys ENSCATG00000033190
canis_lupus_dingo ENSCAFG00020018877
canis_lupus_dingo ENSCAFG00020018975
capra_hircus ENSCHIG00000020982
capra_hircus ENSCHIG00000016416
ovis_aries ENSOARG00000004781
heterocephalus_glaber_male ENSHGLG00100014123
fukomys_damarensis ENSFDAG00000012397
cavia_aperea ENSCAPG00000004051
meriones_unguiculatus ENSMUGG00000007626
mesocricetus_auratus ENSMAUG00000002219
ursus_americanus ENSUAMG00000005980
ailuropoda_melanoleuca ENSAMEG00000015883
dasypus_novemcinctus ENSDNOG00000037179
gopherus_agassizii ENSGAGG00000020529
apteryx_owenii ENSAOWG00000011463
bison_bison_bison ENSBBBG00000015746
bos_mutus ENSBMUG00000003372
vicugna_pacos ENSVPAG00000003286
canis_lupus_familiaris ENSCAFG00000032456
canis_lupus_dingo ENSCAFG00020018908
vulpes_vulpes ENSVVUG00000001590
ursus_maritimus ENSUMAG00000011729
panthera_tigris_altaica ENSPTIG00000021925
panthera_pardus ENSPPRG00000002801
felis_catus ENSFCAG00000038081
procavia_capensis ENSPCAG00000000322
echinops_telfairi ENSETEG00000010825
carlito_syrichta ENSTSYG00000007825
ochotona_princeps ENSOPRG00000005649
monodelphis_domestica ENSMODG00000029680
monodelphis_domestica ENSMODG00000027665
notamacropus_eugenii ENSMEUG00000009619
phascolarctos_cinereus ENSPCIG00000019683
neovison_vison ENSNVIG00000002812
spermophilus_dauricus ENSSDAG00000002234
dromaius_novaehollandiae ENSDNVG00000003605
nothoprocta_perdicaria ENSNPEG00000006480
apteryx_owenii ENSAOWG00000014442
apteryx_haastii ENSAHAG00000015676
apteryx_rowi ENSARWG00000002388
lepidothrix_coronata ENSLCOG00000006251
manacus_vitellinus ENSMVIG00005013883
junco_hyemalis ENSJHYG00000003667
zonotrichia_albicollis ENSZALG00000016343
serinus_canaria ENSSCAG00000011159
taeniopygia_guttata ENSTGUG00000009367
parus_major ENSPMJG00000001036
cyanistes_caeruleus ENSCCEG00000003618
ficedula_albicollis ENSFALG00000012173
lonchura_striata_domestica ENSLSDG00000004596
melopsittacus_undulatus ENSMUNG00000011247
calidris_pugnax ENSCPUG00000012101
calidris_pygmaea ENSCPGG00000010728
coturnix_japonica ENSCJPG00005004407
numida_meleagris ENSNMEG00000020161
anser_brachyrhynchus ENSABRG00000008607
crocodylus_porosus ENSCPRG00005017613
pelodiscus_sinensis ENSPSIG00000005683
pelodiscus_sinensis ENSPSIG00000005688
gopherus_agassizii ENSGAGG00000014502
chelonoidis_abingdonii ENSCABG00000021255
chrysemys_picta_bellii ENSCPBG00000000631
pogona_vitticeps ENSPVIG00000008978
anolis_carolinensis ENSACAG00000002888
salvator_merianae ENSSMRG00000022201
pygocentrus_nattereri ENSPNAG00000002443
astyanax_mexicanus ENSAMXG00000015822
ictalurus_punctatus ENSIPUG00000010969
danio_rerio ENSDARG00000021555
esox_lucius ENSELUG00000016662
paramormyrops_kingsleyae ENSPKIG00000002825
scleropages_formosus ENSSFOG00015000249
tetraodon_nigroviridis ENSTNIG00000013388
cynoglossus_semilaevis ENSCSEG00000004001
periophthalmus_magnuspinnatus ENSPMGG00000005166
kryptolebias_marmoratus ENSKMAG00000002394
kryptolebias_marmoratus ENSKMAG00000002418
fundulus_heteroclitus ENSFHEG00000019919
cyprinodon_variegatus ENSCVAG00000009118
gambusia_affinis ENSGAFG00000005008
gambusia_affinis ENSGAFG00000005020
poecilia_formosa ENSPFOG00000005450
poecilia_mexicana ENSPMEG00000017918
poecilia_latipinna ENSPLAG00000018401
amphilophus_citrinellus ENSACIG00000001994
monopterus_albus ENSMALG00000009502
mastacembelus_armatus ENSMAMG00000022445
anabas_testudineus ENSATEG00000022611
seriola_lalandi_dorsalis ENSSLDG00000001325
seriola_dumerili ENSSDUG00000013248
mola_mola ENSMMOG00000007924
gasterosteus_aculeatus ENSGACG00000012371
labrus_bergylta ENSLBEG00000022622
acanthochromis_polyacanthus ENSAPOG00000018969
amphiprion_percula ENSAPEG00000016250
stegastes_partitus ENSSPAG00000005840
astatotilapia_calliptera ENSACLG00000007913
maylandia_zebra ENSMZEG00005018356
pundamilia_nyererei ENSPNYG00000009134
haplochromis_burtoni ENSHBUG00000012121
neolamprologus_brichardi ENSNBRG00000009234
oreochromis_niloticus ENSONIG00000007137
amphilophus_citrinellus ENSACIG00000008812
xiphophorus_couchianus ENSXCOG00000005116
xiphophorus_maculatus ENSXMAG00000003878
poecilia_latipinna ENSPLAG00000018382
monopterus_albus ENSMALG00000013522
oryzias_latipes_asm223469v1 ENSORLG00015021362
oryzias_latipes ENSORLG00020015882
oryzias_latipes ENSORLG00000029510
oryzias_melastigma ENSOMEG00000021728
gadus_morhua ENSGMOG00000003551
lepisosteus_oculatus ENSLOCG00000016503
drosophila_melanogaster FBgn0041100
