sorex_araneus ENSSARG00000004936
jaculus_jaculus ENSJJAG00000002575
echinops_telfairi ENSETEG00000003771
peromyscus_maniculatus ENSPEMG00000017607
microtus_ochrogaster ENSMOCG00000020932
mus_musculus ENSMUSG00000008658
mus_spretus MGP_SPRETEiJ_G0021321
meriones_unguiculatus ENSMUGG00000009482
cricetulus_griseus ENSCGRG00000003272
cricetulus_griseus ENSCGRG00015012069
cricetulus_griseus ENSCGRG00001013729
mus_pahari MGP_PahariEiJ_G0016135
mus_caroli MGP_CAROLIEiJ_G0020427
nannospalax_galili ENSNGAG00000023276
procavia_capensis ENSPCAG00000002630
loxodonta_africana ENSLAFG00000011480
sarcophilus_harrisii ENSSHAG00000009257
crocodylus_porosus ENSCPRG00005003493
nothoprocta_perdicaria ENSNPEG00000011411
chelonoidis_abingdonii ENSCABG00000013531
chrysemys_picta ENSCPBG00000026626
zonotrichia_albicollis ENSZALG00000015901
ficedula_albicollis ENSFALG00000004027
manacus_vitellinus ENSMVIG00005005463
phascolarctos_cinereus ENSPCIG00000026887
vombatus_ursinus ENSVURG00010010099
bos_indicus ENSBIXG00000030306
bos_mutus ENSBMUG00000019846
bison_bison ENSBBBG00000005513
sus_scrofa ENSSSCG00000007917
ursus_maritimus ENSUMAG00000003579
panthera_tigris ENSPTIG00000021154
mustela_putorius ENSMPUG00000014822
neovison_vison ENSNVIG00000000196
canis_lupus ENSCAFG00000019082
ursus_americanus ENSUAMG00000024633
panthera_pardus ENSPPRG00000006546
felis_catus ENSFCAG00000025322
pan_paniscus ENSPPAG00000036238
pan_troglodytes ENSPTRG00000007744
gorilla_gorilla ENSGGOG00000016871
pongo_abelii ENSPPYG00000007079
nomascus_leucogenys ENSNLEG00000010017
colobus_angolensis ENSCANG00000033125
piliocolobus_tephrosceles ENSPTEG00000033286
rhinopithecus_bieti ENSRBIG00000044478
rhinopithecus_roxellana ENSRROG00000044411
theropithecus_gelada ENSTGEG00000027011
chlorocebus_sabaeus ENSCSAG00000008739
macaca_fascicularis ENSMFAG00000036447
macaca_mulatta ENSMMUG00000003458
macaca_nemestrina ENSMNEG00000032034
cercocebus_atys ENSCATG00000033816
mandrillus_leucophaeus ENSMLEG00000015382
papio_anubis ENSPANG00000026500
saimiri_boliviensis ENSSBOG00000033726
callithrix_jacchus ENSCJAG00000017351
cebus_capucinus ENSCCAG00000023031
aotus_nancymaae ENSANAG00000029527
carlito_syrichta ENSTSYG00000005334
propithecus_coquereli ENSPCOG00000025687
prolemur_simus ENSPSMG00000020464
microcebus_murinus ENSMICG00000034286
ornithorhynchus_anatinus ENSOANG00000002379
melopsittacus_undulatus ENSMUNG00000005460
meleagris_gallopavo ENSMGAG00000008606
pogona_vitticeps ENSPVIG00000009395
paramormyrops_kingsleyae ENSPKIG00000019353
callorhinchus_milii ENSCMIG00000010809
