taeniopygia_guttata ENSTGUG00000000095
jaculus_jaculus ENSJJAG00000021064
jaculus_jaculus ENSJJAG00000009096
cricetulus_griseus_crigri ENSCGRG00000010737
aotus_nancymaae ENSANAG00000003228
cebus_capucinus ENSCCAG00000029502
dasypus_novemcinctus ENSDNOG00000044899
salvator_merianae ENSSMRG00000015809
salvator_merianae ENSSMRG00000016209
salvator_merianae ENSSMRG00000021855
jaculus_jaculus ENSJJAG00000012669
nothoprocta_perdicaria ENSNPEG00000011077
panthera_pardus ENSPPRG00000011146
bos_mutus ENSBMUG00000025808
carlito_syrichta ENSTSYG00000031396
cercocebus_atys ENSCATG00000014458
prolemur_simus ENSPSMG00000018559
microcebus_murinus ENSMICG00000026849
cricetulus_griseus_crigri-picr ENSCGRG00015025326
cricetulus_griseus_chok1gshd ENSCGRG00001022084
fukomys_damarensis ENSFDAG00000009062
octodon_degus ENSODEG00000012169
microtus_ochrogaster ENSMOCG00000010096
piliocolobus_tephrosceles ENSPTEG00000031098
mandrillus_leucophaeus ENSMLEG00000036014
homo_sapiens ENSG00000233927
rhinopithecus_bieti ENSRBIG00000042335
colobus_angolensis_palliatus ENSCANG00000020391
macaca_nemestrina ENSMNEG00000036447
callithrix_jacchus ENSCJAG00000010726
propithecus_coquereli ENSPCOG00000018363
mesocricetus_auratus ENSMAUG00000014417
peromyscus_maniculatus_bairdii ENSPEMG00000015848
microtus_ochrogaster ENSMOCG00000010653
equus_asinus_asinus ENSEASG00005003719
sus_scrofa ENSSSCG00000013597
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022330
mus_pahari MGP_PahariEiJ_G0020423
microtus_ochrogaster ENSMOCG00000008235
heterocephalus_glaber_female ENSHGLG00000015344
aotus_nancymaae ENSANAG00000034851
neovison_vison ENSNVIG00000017303
felis_catus ENSFCAG00000024931
bison_bison_bison ENSBBBG00000019442
bos_mutus ENSBMUG00000001830
loxodonta_africana ENSLAFG00000029923
gallus_gallus ENSGALG00000049538
coturnix_japonica ENSCJPG00005006130
numida_meleagris ENSNMEG00000007821
lepidothrix_coronata ENSLCOG00000001345
parus_major ENSPMJG00000004504
apteryx_owenii ENSAOWG00000014447
notechis_scutatus ENSNSUG00000006775
equus_caballus ENSECAG00000017256
castor_canadensis ENSCCNG00000006199
capra_hircus ENSCHIG00000017787
rhinopithecus_roxellana ENSRROG00000009415
salvator_merianae ENSSMRG00000019632
heterocephalus_glaber_male ENSHGLG00100003314
meriones_unguiculatus ENSMUGG00000012216
junco_hyemalis ENSJHYG00000014321
theropithecus_gelada ENSTGEG00000022292
papio_anubis ENSPANG00000014319
pan_troglodytes ENSPTRG00000040141
nomascus_leucogenys ENSNLEG00000029240
saimiri_boliviensis_boliviensis ENSSBOG00000008426
spermophilus_dauricus ENSSDAG00000020554
meriones_unguiculatus ENSMUGG00000012235
ailuropoda_melanoleuca ENSAMEG00000004917
myotis_lucifugus ENSMLUG00000023621
dasypus_novemcinctus ENSDNOG00000038487
calidris_pugnax ENSCPUG00000001573
crocodylus_porosus ENSCPRG00005013036
nomascus_leucogenys ENSNLEG00000036113
tupaia_belangeri ENSTBEG00000015227
scleropages_formosus ENSSFOG00015020198
paramormyrops_kingsleyae ENSPKIG00000008060
kryptolebias_marmoratus ENSKMAG00000015763
cyprinodon_variegatus ENSCVAG00000012656
oryzias_melastigma ENSOMEG00000017093
oryzias_latipes_asm223469v1 ENSORLG00015005719
maylandia_zebra ENSMZEG00005003997
astatotilapia_calliptera ENSACLG00000008061
pundamilia_nyererei ENSPNYG00000003176
haplochromis_burtoni ENSHBUG00000011321
neolamprologus_brichardi ENSNBRG00000001485
amphiprion_percula ENSAPEG00000015829
amphiprion_ocellaris ENSAOCG00000019080
acanthochromis_polyacanthus ENSAPOG00000015173
stegastes_partitus ENSSPAG00000000028
anabas_testudineus ENSATEG00000018266
seriola_lalandi_dorsalis ENSSLDG00000021334
cynoglossus_semilaevis ENSCSEG00000011735
scophthalmus_maximus ENSSMAG00000005687
amphilophus_citrinellus ENSACIG00000020589
poecilia_formosa ENSPFOG00000002637
astyanax_mexicanus ENSAMXG00000042497
pygocentrus_nattereri ENSPNAG00000023640
ictalurus_punctatus ENSIPUG00000008759
takifugu_rubripes ENSTRUG00000009208
tetraodon_nigroviridis ENSTNIG00000011061
gasterosteus_aculeatus ENSGACG00000015568
fundulus_heteroclitus ENSFHEG00000005855
monopterus_albus ENSMALG00000000781
mastacembelus_armatus ENSMAMG00000005811
danio_rerio ENSDARG00000035860
mola_mola ENSMMOG00000006246
periophthalmus_magnuspinnatus ENSPMGG00000017476
hippocampus_comes ENSHCOG00000005849
oryzias_latipes ENSORLG00000029846
seriola_dumerili ENSSDUG00000012719
labrus_bergylta ENSLBEG00000013549
xiphophorus_couchianus ENSXCOG00000007160
poecilia_reticulata ENSPREG00000008776
xiphophorus_maculatus ENSXMAG00000013950
poecilia_mexicana ENSPMEG00000002024
poecilia_latipinna ENSPLAG00000009095
gambusia_affinis ENSGAFG00000012933
oryzias_latipes ENSORLG00020022113
gadus_morhua ENSGMOG00000010283
esox_lucius ENSELUG00000020168
lepisosteus_oculatus ENSLOCG00000002654
xenopus_tropicalis ENSXETG00000021905
eptatretus_burgeri ENSEBUG00000006971
ciona_intestinalis ENSCING00000013272
drosophila_melanogaster FBgn0030136
drosophila_melanogaster FBgn0039739
caenorhabditis_elegans_strain_n2 WBGene00004497
saccharomyces_cerevisiae YLR264W
saccharomyces_cerevisiae YOR167C
