manacus_vitellinus ENSMVIG00005001324
prolemur_simus ENSPSMG00000022740
microcebus_murinus ENSMICG00000046358
propithecus_coquereli ENSPCOG00000018156
otolemur_garnettii ENSOGAG00000015653
tupaia_belangeri ENSTBEG00000001516
loxodonta_africana ENSLAFG00000008329
procavia_capensis ENSPCAG00000010873
echinops_telfairi ENSETEG00000018290
choloepus_hoffmanni ENSCHOG00000002950
dasypus_novemcinctus ENSDNOG00000034136
pteropus_vampyrus ENSPVAG00000008080
myotis_lucifugus ENSMLUG00000003620
equus_asinus_asinus ENSEASG00005001252
equus_caballus ENSECAG00000023329
capra_hircus ENSCHIG00000008233
ovis_aries ENSOARG00000008845
bos_taurus ENSBTAG00000003498
bos_mutus ENSBMUG00000011728
bison_bison_bison ENSBBBG00000022537
tursiops_truncatus ENSTTRG00000013698
sus_scrofa ENSSSCG00000017084
vicugna_pacos ENSVPAG00000000748
ursus_maritimus ENSUMAG00000003325
ursus_americanus ENSUAMG00000007791
ailuropoda_melanoleuca ENSAMEG00000007976
neovison_vison ENSNVIG00000020441
mustela_putorius_furo ENSMPUG00000013674
canis_lupus_familiaris ENSCAFG00000017871
canis_lupus_dingo ENSCAFG00020023748
vulpes_vulpes ENSVVUG00000005651
panthera_pardus ENSPPRG00000004934
panthera_tigris_altaica ENSPTIG00000009798
felis_catus ENSFCAG00000023532
oryctolagus_cuniculus ENSOCUG00000012103
ochotona_princeps ENSOPRG00000006215
dipodomys_ordii ENSDORG00000023995
erinaceus_europaeus ENSEEUG00000015606
sorex_araneus ENSSARG00000012455
phascolarctos_cinereus ENSPCIG00000028484
notamacropus_eugenii ENSMEUG00000009991
sarcophilus_harrisii ENSSHAG00000005530
monodelphis_domestica ENSMODG00000009050
ornithorhynchus_anatinus ENSOANG00000005115
latimeria_chalumnae ENSLACG00000017718
tetraodon_nigroviridis ENSTNIG00000006316
takifugu_rubripes ENSTRUG00000021105
hippocampus_comes ENSHCOG00000006160
gasterosteus_aculeatus ENSGACG00000016824
labrus_bergylta ENSLBEG00000012608
mola_mola ENSMMOG00000002514
scophthalmus_maximus ENSSMAG00000006434
cynoglossus_semilaevis ENSCSEG00000012512
seriola_dumerili ENSSDUG00000006306
seriola_lalandi_dorsalis ENSSLDG00000024755
monopterus_albus ENSMALG00000002945
mastacembelus_armatus ENSMAMG00000010137
anabas_testudineus ENSATEG00000007718
acanthochromis_polyacanthus ENSAPOG00000009262
acanthochromis_polyacanthus ENSAPOG00000009281
amphiprion_ocellaris ENSAOCG00000023321
amphiprion_percula ENSAPEG00000002455
stegastes_partitus ENSSPAG00000013542
astatotilapia_calliptera ENSACLG00000017446
maylandia_zebra ENSMZEG00005004584
pundamilia_nyererei ENSPNYG00000002951
haplochromis_burtoni ENSHBUG00000011677
neolamprologus_brichardi ENSNBRG00000014129
oreochromis_niloticus ENSONIG00000004254
amphilophus_citrinellus ENSACIG00000002381
xiphophorus_maculatus ENSXMAG00000019238
xiphophorus_couchianus ENSXCOG00000015574
gambusia_affinis ENSGAFG00000017879
poecilia_formosa ENSPFOG00000006694
poecilia_mexicana ENSPMEG00000011284
poecilia_latipinna ENSPLAG00000005915
poecilia_reticulata ENSPREG00000007999
fundulus_heteroclitus ENSFHEG00000014164
cyprinodon_variegatus ENSCVAG00000005460
kryptolebias_marmoratus ENSKMAG00000002653
oryzias_latipes_asm223469v1 ENSORLG00015011574
oryzias_latipes ENSORLG00000011281
oryzias_latipes ENSORLG00020016797
oryzias_melastigma ENSOMEG00000021558
periophthalmus_magnuspinnatus ENSPMGG00000011524
gadus_morhua ENSGMOG00000017306
esox_lucius ENSELUG00000022305
pygocentrus_nattereri ENSPNAG00000007050
astyanax_mexicanus ENSAMXG00000010901
ictalurus_punctatus ENSIPUG00000001036
danio_rerio ENSDARG00000018923
paramormyrops_kingsleyae ENSPKIG00000022412
scleropages_formosus ENSSFOG00015002166
lepisosteus_oculatus ENSLOCG00000011694
anolis_carolinensis ENSACAG00000025202
periophthalmus_magnuspinnatus ENSPMGG00000019474
