notechis_scutatus ENSNSUG00000009828
cynoglossus_semilaevis ENSCSEG00000019375
takifugu_rubripes ENSTRUG00000005275
hippocampus_comes ENSHCOG00000011855
pundamilia_nyererei ENSPNYG00000022315
maylandia_zebra ENSMZEG00005000191
mola_mola ENSMMOG00000015492
stegastes_partitus ENSSPAG00000023143
oryzias_latipes ENSORLG00000013374
oryzias_latipes ENSORLG00020002779
oryzias_latipes_asm223469v1 ENSORLG00015008294
oryzias_melastigma ENSOMEG00000015786
tetraodon_nigroviridis ENSTNIG00000005311
cyprinodon_variegatus ENSCVAG00000004360
fundulus_heteroclitus ENSFHEG00000009991
poecilia_latipinna ENSPLAG00000015133
poecilia_mexicana ENSPMEG00000001510
poecilia_reticulata ENSPREG00000013939
xiphophorus_maculatus ENSXMAG00000010792
gambusia_affinis ENSGAFG00000021605
kryptolebias_marmoratus ENSKMAG00000010219
amphiprion_ocellaris ENSAOCG00000013789
gasterosteus_aculeatus ENSGACG00000009427
oreochromis_niloticus ENSONIG00000013114
amphilophus_citrinellus ENSACIG00000014592
anabas_testudineus ENSATEG00000019579
scophthalmus_maximus ENSSMAG00000008882
haplochromis_burtoni ENSHBUG00000017741
astatotilapia_calliptera ENSACLG00000026152
acanthochromis_polyacanthus ENSAPOG00000023635
labrus_bergylta ENSLBEG00000011569
seriola_lalandi_dorsalis ENSSLDG00000025230
seriola_dumerili ENSSDUG00000014634
mastacembelus_armatus ENSMAMG00000004762
poecilia_formosa ENSPFOG00000016273
poecilia_latipinna ENSPLAG00000001700
poecilia_mexicana ENSPMEG00000000598
xiphophorus_couchianus ENSXCOG00000019146
labrus_bergylta ENSLBEG00000013071
periophthalmus_magnuspinnatus ENSPMGG00000013936
neolamprologus_brichardi ENSNBRG00000020073
monopterus_albus ENSMALG00000022547
gadus_morhua ENSGMOG00000005066
labrus_bergylta ENSLBEG00000011326
mola_mola ENSMMOG00000016944
gasterosteus_aculeatus ENSGACG00000009862
maylandia_zebra ENSMZEG00005026945
pundamilia_nyererei ENSPNYG00000010629
astatotilapia_calliptera ENSACLG00000010861
haplochromis_burtoni ENSHBUG00000000627
neolamprologus_brichardi ENSNBRG00000021904
oreochromis_niloticus ENSONIG00000003913
amphilophus_citrinellus ENSACIG00000021131
fundulus_heteroclitus ENSFHEG00000011148
cyprinodon_variegatus ENSCVAG00000005201
xiphophorus_couchianus ENSXCOG00000019250
xiphophorus_maculatus ENSXMAG00000017195
gambusia_affinis ENSGAFG00000000632
poecilia_formosa ENSPFOG00000005765
poecilia_latipinna ENSPLAG00000017450
poecilia_mexicana ENSPMEG00000013073
poecilia_reticulata ENSPREG00000017826
kryptolebias_marmoratus ENSKMAG00000020380
oryzias_latipes ENSORLG00020012187
oryzias_latipes ENSORLG00000001149
oryzias_melastigma ENSOMEG00000011348
amphiprion_percula ENSAPEG00000003749
amphiprion_ocellaris ENSAOCG00000023957
acanthochromis_polyacanthus ENSAPOG00000017326
stegastes_partitus ENSSPAG00000023450
mastacembelus_armatus ENSMAMG00000021093
monopterus_albus ENSMALG00000004929
anabas_testudineus ENSATEG00000013171
seriola_lalandi_dorsalis ENSSLDG00000020272
seriola_dumerili ENSSDUG00000012128
takifugu_rubripes ENSTRUG00000003234
tetraodon_nigroviridis ENSTNIG00000005383
periophthalmus_magnuspinnatus ENSPMGG00000003450
esox_lucius ENSELUG00000018932
esox_lucius ENSELUG00000021029
astyanax_mexicanus ENSAMXG00000018469
pygocentrus_nattereri ENSPNAG00000020554
ictalurus_punctatus ENSIPUG00000006049
danio_rerio ENSDARG00000101449
pygocentrus_nattereri ENSPNAG00000009981
astyanax_mexicanus ENSAMXG00000014408
paramormyrops_kingsleyae ENSPKIG00000017058
scleropages_formosus ENSSFOG00015014897
paramormyrops_kingsleyae ENSPKIG00000012638
lepisosteus_oculatus ENSLOCG00000004659
latimeria_chalumnae ENSLACG00000011972
xenopus_tropicalis ENSXETG00000031503
eptatretus_burgeri ENSEBUG00000012124
gopherus_agassizii ENSGAGG00000004318
eptatretus_burgeri ENSEBUG00000003903
