choloepus_hoffmanni ENSCHOG00000003149
anas_platyrhynchos ENSAPLG00000010833
coturnix_japonica ENSCJPG00005008526
gallus_gallus ENSGALG00000005808
meleagris_gallopavo ENSMGAG00000007253
numida_meleagris ENSNMEG00000021610
apteryx_owenii ENSAOWG00000014474
apteryx_haastii ENSAHAG00000013148
apteryx_rowi ENSARWG00000016581
dromaius_novaehollandiae ENSDNVG00000011046
nothoprocta_perdicaria ENSNPEG00000008286
pelodiscus_sinensis ENSPSIG00000004598
pelodiscus_sinensis ENSPSIG00000014427
crocodylus_porosus ENSCPRG00005010195
sphenodon_punctatus ENSSPUG00000007351
xenopus_tropicalis ENSXETG00000002861
latimeria_chalumnae ENSLACG00000015619
paramormyrops_kingsleyae ENSPKIG00000023462
scleropages_formosus ENSSFOG00015017139
scleropages_formosus ENSSFOG00015019576
denticeps_clupeoides ENSDCDG00000026246
denticeps_clupeoides ENSDCDG00000026240
clupea_harengus ENSCHAG00000004917
electrophorus_electricus ENSEEEG00000021837
ictalurus_punctatus ENSIPUG00000018289
astyanax_mexicanus ENSAMXG00005018651
astyanax_mexicanus ENSAMXG00000001837
pygocentrus_nattereri ENSPNAG00000017367
danio_rerio ENSDARG00000062579
tetraodon_nigroviridis ENSTNIG00000015625
takifugu_rubripes ENSTRUG00000016139
mola_mola ENSMMOG00000000549
labrus_bergylta ENSLBEG00000008130
cottoperca_gobio ENSCGOG00000012635
monopterus_albus ENSMALG00000001084
mastacembelus_armatus ENSMAMG00000004034
anabas_testudineus ENSATEG00000005565
xiphophorus_maculatus ENSXMAG00000002678
xiphophorus_couchianus ENSXCOG00000010401
gambusia_affinis ENSGAFG00000006630
poecilia_formosa ENSPFOG00000014400
poecilia_mexicana ENSPMEG00000016710
poecilia_latipinna ENSPLAG00000005525
poecilia_reticulata ENSPREG00000004323
cyprinodon_variegatus ENSCVAG00000017335
fundulus_heteroclitus ENSFHEG00000005219
kryptolebias_marmoratus ENSKMAG00000002092
oryzias_latipes ENSORLG00020013089
oryzias_latipes ENSORLG00000000299
oryzias_latipes ENSORLG00015004733
oryzias_melastigma ENSOMEG00000009907
gouania_willdenowi ENSGWIG00000025564
amphiprion_percula ENSAPEG00000011341
amphiprion_ocellaris ENSAOCG00000010833
acanthochromis_polyacanthus ENSAPOG00000023269
stegastes_partitus ENSSPAG00000016444
parambassis_ranga ENSPRNG00000003626
maylandia_zebra ENSMZEG00005021789
pundamilia_nyererei ENSPNYG00000007570
astatotilapia_calliptera ENSACLG00000023695
haplochromis_burtoni ENSHBUG00000010316
oreochromis_niloticus ENSONIG00000010539
neolamprologus_brichardi ENSNBRG00000015767
amphilophus_citrinellus ENSACIG00000002432
seriola_lalandi ENSSLDG00000014984
seriola_dumerili ENSSDUG00000017901
lates_calcarifer ENSLCAG00010015812
scophthalmus_maximus ENSSMAG00000012823
gasterosteus_aculeatus ENSGACG00000014666
betta_splendens ENSBSLG00000008584
cynoglossus_semilaevis ENSCSEG00000007807
cynoglossus_semilaevis ENSCSEG00000020924
cynoglossus_semilaevis ENSCSEG00000007950
periophthalmus_magnuspinnatus ENSPMGG00000022257
gadus_morhua ENSGMOG00000009265
hucho_hucho ENSHHUG00000015655
hucho_hucho ENSHHUG00000045456
esox_lucius ENSELUG00000005217
paramormyrops_kingsleyae ENSPKIG00000009546
hippocampus_comes ENSHCOG00000014897
lepisosteus_oculatus ENSLOCG00000003115
erpetoichthys_calabaricus ENSECRG00000021765
callorhinchus_milii ENSCMIG00000008203
