seriola_lalandi_dorsalis ENSSLDG00000001955
meleagris_gallopavo ENSMGAG00000004449
coturnix_japonica ENSCJPG00005016469
numida_meleagris ENSNMEG00000020676
crocodylus_porosus ENSCPRG00005009893
chelonoidis_abingdonii ENSCABG00000012846
gopherus_agassizii ENSGAGG00000024944
chrysemys_picta_bellii ENSCPBG00000014501
pelodiscus_sinensis ENSPSIG00000016021
pogona_vitticeps ENSPVIG00000024562
anolis_carolinensis ENSACAG00000011367
notechis_scutatus ENSNSUG00000003082
salvator_merianae ENSSMRG00000013271
sphenodon_punctatus ENSSPUG00000008105
phascolarctos_cinereus ENSPCIG00000016820
sarcophilus_harrisii ENSSHAG00000005855
monodelphis_domestica ENSMODG00000021177
notamacropus_eugenii ENSMEUG00000011225
ornithorhynchus_anatinus ENSOANG00000003372
loxodonta_africana ENSLAFG00000000845
procavia_capensis ENSPCAG00000005510
echinops_telfairi ENSETEG00000015727
ovis_aries ENSOARG00000017235
capra_hircus ENSCHIG00000011436
bos_taurus ENSBTAG00000005219
bos_mutus ENSBMUG00000009300
bison_bison_bison ENSBBBG00000005266
tursiops_truncatus ENSTTRG00000011354
sus_scrofa ENSSSCG00000012467
vicugna_pacos ENSVPAG00000010591
equus_caballus ENSECAG00000002157
equus_asinus_asinus ENSEASG00005014352
ursus_americanus ENSUAMG00000009139
ursus_maritimus ENSUMAG00000023905
ailuropoda_melanoleuca ENSAMEG00000004825
mustela_putorius_furo ENSMPUG00000008112
neovison_vison ENSNVIG00000013247
canis_lupus_dingo ENSCAFG00020008498
canis_lupus_familiaris ENSCAFG00000017445
vulpes_vulpes ENSVVUG00000012072
panthera_pardus ENSPPRG00000007952
panthera_tigris_altaica ENSPTIG00000009258
myotis_lucifugus ENSMLUG00000005984
pteropus_vampyrus ENSPVAG00000014738
sorex_araneus ENSSARG00000000576
erinaceus_europaeus ENSEEUG00000002902
castor_canadensis ENSCCNG00000005237
dipodomys_ordii ENSDORG00000013698
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034527
mus_spicilegus ENSMSIG00000029381
mus_musculus ENSMUSG00000025597
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033361
mus_pahari MGP_PahariEiJ_G0031901
rattus_norvegicus ENSRNOG00000005215
meriones_unguiculatus ENSMUGG00000010055
cricetulus_griseus_chok1gshd ENSCGRG00001016767
cricetulus_griseus_crigri ENSCGRG00000000839
cricetulus_griseus_crigri-picr ENSCGRG00015020024
mesocricetus_auratus ENSMAUG00000014371
microtus_ochrogaster ENSMOCG00000008772
peromyscus_maniculatus_bairdii ENSPEMG00000019669
nannospalax_galili ENSNGAG00000023295
jaculus_jaculus ENSJJAG00000000299
urocitellus_parryii ENSUPAG00010006660
ictidomys_tridecemlineatus ENSSTOG00000019903
marmota_marmota_marmota ENSMMMG00000011715
spermophilus_dauricus ENSSDAG00000020846
heterocephalus_glaber_male ENSHGLG00100004868
heterocephalus_glaber_female ENSHGLG00000002543
fukomys_damarensis ENSFDAG00000006507
chinchilla_lanigera ENSCLAG00000000423
cavia_porcellus ENSCPOG00000008909
octodon_degus ENSODEG00000000734
oryctolagus_cuniculus ENSOCUG00000001826
pan_paniscus ENSPPAG00000043431
pan_troglodytes ENSPTRG00000022075
gorilla_gorilla ENSGGOG00000002307
pongo_abelii ENSPPYG00000020523
mandrillus_leucophaeus ENSMLEG00000000896
papio_anubis ENSPANG00000025093
macaca_mulatta ENSMMUG00000019383
macaca_fascicularis ENSMFAG00000039559
chlorocebus_sabaeus ENSCSAG00000010443
cebus_capucinus ENSCCAG00000031014
callithrix_jacchus ENSCJAG00000010479
nomascus_leucogenys ENSNLEG00000002824
homo_sapiens ENSG00000102271
colobus_angolensis_palliatus ENSCANG00000031732
piliocolobus_tephrosceles ENSPTEG00000012565
rhinopithecus_roxellana ENSRROG00000034593
macaca_nemestrina ENSMNEG00000019685
cercocebus_atys ENSCATG00000035229
theropithecus_gelada ENSTGEG00000025874
saimiri_boliviensis_boliviensis ENSSBOG00000022724
aotus_nancymaae ENSANAG00000028429
carlito_syrichta ENSTSYG00000003856
microcebus_murinus ENSMICG00000017361
propithecus_coquereli ENSPCOG00000010835
prolemur_simus ENSPSMG00000004962
tupaia_belangeri ENSTBEG00000009091
ornithorhynchus_anatinus ENSOANG00000008969
crocodylus_porosus ENSCPRG00005009915
xenopus_tropicalis ENSXETG00000015861
latimeria_chalumnae ENSLACG00000002782
eptatretus_burgeri ENSEBUG00000011436
