coturnix_japonica ENSCJPG00005009962
cercocebus_atys ENSCATG00000019740
mandrillus_leucophaeus ENSMLEG00000035804
chlorocebus_sabaeus ENSCSAG00000003075
saimiri_boliviensis_boliviensis ENSSBOG00000019414
cebus_capucinus ENSCCAG00000031254
callithrix_jacchus ENSCJAG00000005430
aotus_nancymaae ENSANAG00000035149
cebus_capucinus ENSCCAG00000014046
carlito_syrichta ENSTSYG00000006247
microcebus_murinus ENSMICG00000045665
prolemur_simus ENSPSMG00000020259
equus_asinus_asinus ENSEASG00005022278
equus_caballus ENSECAG00000016480
neovison_vison ENSNVIG00000009274
ursus_americanus ENSUAMG00000007457
canis_lupus_dingo ENSCAFG00020022455
felis_catus ENSFCAG00000044774
panthera_pardus ENSPPRG00000003912
loxodonta_africana ENSLAFG00000010193
dipodomys_ordii ENSDORG00000010006
propithecus_coquereli ENSPCOG00000028475
ovis_aries ENSOARG00000006804
procavia_capensis ENSPCAG00000010356
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032169
mus_spicilegus ENSMSIG00000005192
mus_musculus ENSMUSG00000054408
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031054
mus_pahari MGP_PahariEiJ_G0021520
rattus_norvegicus ENSRNOG00000038933
meriones_unguiculatus ENSMUGG00000001791
cricetulus_griseus_chok1gshd ENSCGRG00001013944
mesocricetus_auratus ENSMAUG00000010908
microtus_ochrogaster ENSMOCG00000022872
peromyscus_maniculatus_bairdii ENSPEMG00000029258
nannospalax_galili ENSNGAG00000011645
echinops_telfairi ENSETEG00000010154
castor_canadensis ENSCCNG00000000229
tursiops_truncatus ENSTTRG00000015045
sus_scrofa ENSSSCG00000015769
pteropus_vampyrus ENSPVAG00000011519
myotis_lucifugus ENSMLUG00000029965
ursus_maritimus ENSUMAG00000023380
ailuropoda_melanoleuca ENSAMEG00000006235
canis_lupus_familiaris ENSCAFG00000025347
vulpes_vulpes ENSVVUG00000012635
panthera_tigris_altaica ENSPTIG00000013015
erinaceus_europaeus ENSEEUG00000000090
sorex_araneus ENSSARG00000001391
fukomys_damarensis ENSFDAG00000016867
heterocephalus_glaber_male ENSHGLG00100018626
cavia_aperea ENSCAPG00000016005
chinchilla_lanigera ENSCLAG00000015410
marmota_marmota_marmota ENSMMMG00000012853
spermophilus_dauricus ENSSDAG00000007513
cricetulus_griseus_crigri ENSCGRG00000007560
cricetulus_griseus_crigri-picr ENSCGRG00015020002
nomascus_leucogenys ENSNLEG00000016805
pan_paniscus ENSPPAG00000035990
heterocephalus_glaber_male ENSHGLG00100014854
ictidomys_tridecemlineatus ENSSTOG00000013678
urocitellus_parryii ENSUPAG00010001113
jaculus_jaculus ENSJJAG00000011648
jaculus_jaculus ENSJJAG00000005362
cavia_porcellus ENSCPOG00000008544
octodon_degus ENSODEG00000011576
heterocephalus_glaber_female ENSHGLG00000007439
urocitellus_parryii ENSUPAG00010014678
marmota_marmota_marmota ENSMMMG00000010680
rattus_norvegicus ENSRNOG00000049355
rattus_norvegicus ENSRNOG00000046858
mus_spicilegus ENSMSIG00000016543
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034581
mus_musculus ENSMUSG00000048040
mus_musculus ENSMUSG00000048355
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033412
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033413
mus_pahari MGP_PahariEiJ_G0031952
mus_pahari MGP_PahariEiJ_G0031953
meriones_unguiculatus ENSMUGG00000011092
peromyscus_maniculatus_bairdii ENSPEMG00000026929
peromyscus_maniculatus_bairdii ENSPEMG00000028790
microtus_ochrogaster ENSMOCG00000022531
mesocricetus_auratus ENSMAUG00000001388
mesocricetus_auratus ENSMAUG00000003730
cricetulus_griseus_crigri ENSCGRG00000019895
cricetulus_griseus_crigri ENSCGRG00000018476
cricetulus_griseus_crigri ENSCGRG00000019465
cricetulus_griseus_crigri-picr ENSCGRG00015002498
cricetulus_griseus_crigri-picr ENSCGRG00015002494
cricetulus_griseus_chok1gshd ENSCGRG00001008984
nannospalax_galili ENSNGAG00000012772
nannospalax_galili ENSNGAG00000012162
jaculus_jaculus ENSJJAG00000011966
oryctolagus_cuniculus ENSOCUG00000005663
oryctolagus_cuniculus ENSOCUG00000029741
ochotona_princeps ENSOPRG00000017081
otolemur_garnettii ENSOGAG00000003825
bos_mutus ENSBMUG00000022391
bos_taurus ENSBTAG00000014146
bison_bison_bison ENSBBBG00000017155
capra_hircus ENSCHIG00000018924
dasypus_novemcinctus ENSDNOG00000013881
phascolarctos_cinereus ENSPCIG00000024289
sarcophilus_harrisii ENSSHAG00000015012
monodelphis_domestica ENSMODG00000003782
ornithorhynchus_anatinus ENSOANG00000015686
xenopus_tropicalis ENSXETG00000027917
latimeria_chalumnae ENSLACG00000022247
oryzias_latipes ENSORLG00000011044
oryzias_latipes ENSORLG00020006661
oryzias_latipes_asm223469v1 ENSORLG00015005555
oryzias_melastigma ENSOMEG00000014898
cynoglossus_semilaevis ENSCSEG00000015672
xiphophorus_maculatus ENSXMAG00000015996
xiphophorus_couchianus ENSXCOG00000011366
gambusia_affinis ENSGAFG00000017983
poecilia_formosa ENSPFOG00000011540
poecilia_latipinna ENSPLAG00000004971
poecilia_mexicana ENSPMEG00000010943
poecilia_reticulata ENSPREG00000021991
fundulus_heteroclitus ENSFHEG00000003928
cyprinodon_variegatus ENSCVAG00000014985
kryptolebias_marmoratus ENSKMAG00000007954
maylandia_zebra ENSMZEG00005001563
maylandia_zebra ENSMZEG00005000992
haplochromis_burtoni ENSHBUG00000012870
astatotilapia_calliptera ENSACLG00000019725
pundamilia_nyererei ENSPNYG00000000906
oreochromis_niloticus ENSONIG00000018160
neolamprologus_brichardi ENSNBRG00000010177
amphilophus_citrinellus ENSACIG00000001904
labrus_bergylta ENSLBEG00000003253
labrus_bergylta ENSLBEG00000009337
mola_mola ENSMMOG00000014562
amphiprion_ocellaris ENSAOCG00000003428
acanthochromis_polyacanthus ENSAPOG00000014774
stegastes_partitus ENSSPAG00000016813
amphiprion_percula ENSAPEG00000004172
monopterus_albus ENSMALG00000011135
anabas_testudineus ENSATEG00000002939
gasterosteus_aculeatus ENSGACG00000016427
seriola_dumerili ENSSDUG00000006764
seriola_lalandi_dorsalis ENSSLDG00000020360
scophthalmus_maximus ENSSMAG00000014947
mastacembelus_armatus ENSMAMG00000002529
takifugu_rubripes ENSTRUG00000005184
hippocampus_comes ENSHCOG00000001636
periophthalmus_magnuspinnatus ENSPMGG00000002593
gadus_morhua ENSGMOG00000006792
esox_lucius ENSELUG00000018684
pygocentrus_nattereri ENSPNAG00000013292
astyanax_mexicanus ENSAMXG00000041796
ictalurus_punctatus ENSIPUG00000002609
danio_rerio ENSDARG00000089976
paramormyrops_kingsleyae ENSPKIG00000001115
scleropages_formosus ENSSFOG00015020226
lepisosteus_oculatus ENSLOCG00000013631
eptatretus_burgeri ENSEBUG00000011008
