junco_hyemalis ENSJHYG00000014614
myotis_lucifugus ENSMLUG00000013231
choloepus_hoffmanni ENSCHOG00000009163
dasypus_novemcinctus ENSDNOG00000012663
heterocephalus_glaber ENSHGLG00000002392
heterocephalus_glaber ENSHGLG00100002379
propithecus_coquereli ENSPCOG00000018791
equus_asinus ENSEASG00005000286
urocitellus_parryii ENSUPAG00010000780
choloepus_hoffmanni ENSCHOG00000000609
loxodonta_africana ENSLAFG00000015257
procavia_capensis ENSPCAG00000001905
echinops_telfairi ENSETEG00000020401
sorex_araneus ENSSARG00000001760
ursus_maritimus ENSUMAG00000007864
ursus_americanus ENSUAMG00000023589
sus_scrofa ENSSSCG00000035670
vombatus_ursinus ENSVURG00010014998
phascolarctos_cinereus ENSPCIG00000028926
sarcophilus_harrisii ENSSHAG00000011426
monodelphis_domestica ENSMODG00000010345
monodelphis_domestica ENSMODG00000042663
vombatus_ursinus ENSVURG00010022351
ornithorhynchus_anatinus ENSOANG00000002578
xenopus_tropicalis ENSXETG00000000739
latimeria_chalumnae ENSLACG00000004718
scleropages_formosus ENSSFOG00015010668
scleropages_formosus ENSSFOG00015005718
paramormyrops_kingsleyae ENSPKIG00000013700
cottoperca_gobio ENSCGOG00000016520
tetraodon_nigroviridis ENSTNIG00000001845
cynoglossus_semilaevis ENSCSEG00000002108
gambusia_affinis ENSGAFG00000000580
neolamprologus_brichardi ENSNBRG00000011336
monopterus_albus ENSMALG00000008220
mastacembelus_armatus ENSMAMG00000020138
anabas_testudineus ENSATEG00000018579
labrus_bergylta ENSLBEG00000028698
maylandia_zebra ENSMZEG00005007768
astatotilapia_calliptera ENSACLG00000001391
pundamilia_nyererei ENSPNYG00000010010
haplochromis_burtoni ENSHBUG00000017265
amphilophus_citrinellus ENSACIG00000013312
kryptolebias_marmoratus ENSKMAG00000000329
amphiprion_ocellaris ENSAOCG00000011022
amphiprion_percula ENSAPEG00000005798
xiphophorus_maculatus ENSXMAG00000013613
xiphophorus_couchianus ENSXCOG00000016545
poecilia_mexicana ENSPMEG00000023747
poecilia_formosa ENSPFOG00000017232
poecilia_latipinna ENSPLAG00000020141
poecilia_reticulata ENSPREG00000011997
cyprinodon_variegatus ENSCVAG00000005209
fundulus_heteroclitus ENSFHEG00000017732
scophthalmus_maximus ENSSMAG00000013016
larimichthys_crocea ENSLCRG00005017879
oryzias_latipes ENSORLG00020003520
oryzias_latipes ENSORLG00015012804
oryzias_latipes ENSORLG00000001110
oryzias_melastigma ENSOMEG00000014970
gouania_willdenowi ENSGWIG00000021094
takifugu_rubripes ENSTRUG00000009785
tetraodon_nigroviridis ENSTNIG00000015770
gasterosteus_aculeatus ENSGACG00000017411
mola_mola ENSMMOG00000004201
betta_splendens ENSBSLG00000023783
periophthalmus_magnuspinnatus ENSPMGG00000016323
stegastes_partitus ENSSPAG00000009826
acanthochromis_polyacanthus ENSAPOG00000012597
parambassis_ranga ENSPRNG00000014061
seriola_lalandi ENSSLDG00000002893
seriola_dumerili ENSSDUG00000005826
lates_calcarifer ENSLCAG00010025214
hippocampus_comes ENSHCOG00000015035
gadus_morhua ENSGMOG00000001490
hucho_hucho ENSHHUG00000027656
hucho_hucho ENSHHUG00000051699
esox_lucius ENSELUG00000020172
astyanax_mexicanus ENSAMXG00000000215
astyanax_mexicanus ENSAMXG00000034138
astyanax_mexicanus ENSAMXG00005003259
pygocentrus_nattereri ENSPNAG00000021228
ictalurus_punctatus ENSIPUG00000019091
electrophorus_electricus ENSEEEG00000014514
danio_rerio ENSDARG00000060510
clupea_harengus ENSCHAG00000019014
denticeps_clupeoides ENSDCDG00000029872
lepisosteus_oculatus ENSLOCG00000015253
erpetoichthys_calabaricus ENSECRG00000012168
callorhinchus_milii ENSCMIG00000014467
petromyzon_marinus ENSPMAG00000006275
eptatretus_burgeri ENSEBUG00000005296
