echinops_telfairi ENSETEG00000015069
dromaius_novaehollandiae ENSDNVG00000013240
nothoprocta_perdicaria ENSNPEG00000001792
crocodylus_porosus ENSCPRG00005016908
chelonoidis_abingdonii ENSCABG00000003684
gopherus_agassizii ENSGAGG00000003384
chrysemys_picta ENSCPBG00000015660
pelodiscus_sinensis ENSPSIG00000006665
pelodiscus_sinensis ENSPSIG00000006673
sarcophilus_harrisii ENSSHAG00000003811
notamacropus_eugenii ENSMEUG00000005462
castor_canadensis ENSCCNG00000008178
castor_canadensis ENSCCNG00000002192
dipodomys_ordii ENSDORG00000012753
mus_musculus ENSMUSG00000037072
mus_spicilegus ENSMSIG00000027200
rattus_norvegicus ENSRNOG00000055257
meriones_unguiculatus ENSMUGG00000021713
meriones_unguiculatus ENSMUGG00000021765
cricetulus_griseus ENSCGRG00015011351
cricetulus_griseus ENSCGRG00001004806
mesocricetus_auratus ENSMAUG00000002011
microtus_ochrogaster ENSMOCG00000002490
peromyscus_maniculatus ENSPEMG00000020473
tupaia_belangeri ENSTBEG00000003591
dasypus_novemcinctus ENSDNOG00000048626
dasypus_novemcinctus ENSDNOG00000004701
procavia_capensis ENSPCAG00000014945
chinchilla_lanigera ENSCLAG00000004997
cavia_porcellus ENSCPOG00000037223
heterocephalus_glaber ENSHGLG00100016080
heterocephalus_glaber ENSHGLG00000004853
fukomys_damarensis ENSFDAG00000005256
ictidomys_tridecemlineatus ENSSTOG00000032783
urocitellus_parryii ENSUPAG00010015567
spermophilus_dauricus ENSSDAG00000022833
marmota_marmota ENSMMMG00000006786
myotis_lucifugus ENSMLUG00000014648
pteropus_vampyrus ENSPVAG00000015926
equus_caballus ENSECAG00000041134
equus_asinus ENSEASG00005013233
sorex_araneus ENSSARG00000003683
bos_mutus ENSBMUG00000017480
bos_taurus ENSBTAG00000052268
bos_indicus ENSBIXG00000022042
bos_indicus ENSBIXG00005005268
bison_bison ENSBBBG00000008413
capra_hircus ENSCHIG00000010920
ovis_aries ENSOARG00000014893
tursiops_truncatus ENSTTRG00000000782
vicugna_pacos ENSVPAG00000011775
propithecus_coquereli ENSPCOG00000008918
microcebus_murinus ENSMICG00000015940
prolemur_simus ENSPSMG00000021549
rhinopithecus_bieti ENSRBIG00000026319
rhinopithecus_roxellana ENSRROG00000022157
piliocolobus_tephrosceles ENSPTEG00000029725
colobus_angolensis ENSCANG00000042475
macaca_fascicularis ENSMFAG00000002185
macaca_mulatta ENSMMUG00000016554
macaca_nemestrina ENSMNEG00000023976
theropithecus_gelada ENSTGEG00000021701
papio_anubis ENSPANG00000016208
mandrillus_leucophaeus ENSMLEG00000015894
cercocebus_atys ENSCATG00000029270
pan_troglodytes ENSPTRG00000046631
pan_paniscus ENSPPAG00000034847
homo_sapiens ENSG00000183291
gorilla_gorilla ENSGGOG00000025346
pongo_abelii ENSPPYG00000001184
cebus_capucinus ENSCCAG00000033446
saimiri_boliviensis ENSSBOG00000024213
callithrix_jacchus ENSCJAG00000038701
aotus_nancymaae ENSANAG00000020816
ursus_americanus ENSUAMG00000004594
ursus_maritimus ENSUMAG00000001679
ailuropoda_melanoleuca ENSAMEG00000016221
neovison_vison ENSNVIG00000010248
canis_lupus ENSCAFG00000049941
canis_lupus ENSCAFG00020013750
vulpes_vulpes ENSVVUG00000030159
panthera_pardus ENSPPRG00000003036
panthera_tigris ENSPTIG00000011115
felis_catus ENSFCAG00000005249
oryctolagus_cuniculus ENSOCUG00000034491
ochotona_princeps ENSOPRG00000003411
carlito_syrichta ENSTSYG00000012080
carlito_syrichta ENSTSYG00000025450
sus_scrofa ENSSSCG00000030125
vombatus_ursinus ENSVURG00010019906
phascolarctos_cinereus ENSPCIG00000014503
monodelphis_domestica ENSMODG00000008134
nomascus_leucogenys ENSNLEG00000010186
chlorocebus_sabaeus ENSCSAG00000001440
ornithorhynchus_anatinus ENSOANG00000011970
callorhinchus_milii ENSCMIG00000008146
petromyzon_marinus ENSPMAG00000009223
gallus_gallus ENSGALG00000047792
coturnix_japonica ENSCJPG00005014571
anser_brachyrhynchus ENSABRG00000008243
calidris_pygmaea ENSCPGG00000008533
calidris_pugnax ENSCPUG00000000060
zonotrichia_albicollis ENSZALG00000004081
junco_hyemalis ENSJHYG00000018402
parus_major ENSPMJG00000019136
dromaius_novaehollandiae ENSDNVG00000006403
apteryx_owenii ENSAOWG00000002041
apteryx_haastii ENSAHAG00000014435
apteryx_rowi ENSARWG00000013848
nothoprocta_perdicaria ENSNPEG00000014680
anas_platyrhynchos ENSAPLG00000029209
numida_meleagris ENSNMEG00000022632
manacus_vitellinus ENSMVIG00005009006
lepidothrix_coronata ENSLCOG00000001146
cyanistes_caeruleus ENSCCEG00000014276
serinus_canaria ENSSCAG00000000285
ficedula_albicollis ENSFALG00000006816
melopsittacus_undulatus ENSMUNG00000010208
gopherus_agassizii ENSGAGG00000002876
chelonoidis_abingdonii ENSCABG00000012428
chrysemys_picta ENSCPBG00000007421
pogona_vitticeps ENSPVIG00000020988
notechis_scutatus ENSNSUG00000015642
salvator_merianae ENSSMRG00000006671
myotis_lucifugus ENSMLUG00000025237
sorex_araneus ENSSARG00000003257
equus_caballus ENSECAG00000038285
equus_asinus ENSEASG00005010393
pteropus_vampyrus ENSPVAG00000001738
mustela_putorius ENSMPUG00000012848
neovison_vison ENSNVIG00000001429
ursus_americanus ENSUAMG00000010022
ursus_maritimus ENSUMAG00000016111
canis_lupus ENSCAFG00020001277
vulpes_vulpes ENSVVUG00000002426
canis_lupus ENSCAFG00000049987
panthera_tigris ENSPTIG00000019866
panthera_pardus ENSPPRG00000004814
felis_catus ENSFCAG00000001314
bos_indicus ENSBIXG00005006764
bos_indicus ENSBIXG00000013240
bos_taurus ENSBTAG00000031279
bos_mutus ENSBMUG00000024265
bison_bison ENSBBBG00000001604
capra_hircus ENSCHIG00000016509
tursiops_truncatus ENSTTRG00000010257
sus_scrofa ENSSSCG00000029781
saimiri_boliviensis ENSSBOG00000026451
mandrillus_leucophaeus ENSMLEG00000041548
carlito_syrichta ENSTSYG00000036202
prolemur_simus ENSPSMG00000017848
propithecus_coquereli ENSPCOG00000009573
microcebus_murinus ENSMICG00000008556
cricetulus_griseus ENSCGRG00015000124
cricetulus_griseus ENSCGRG00000016251
cricetulus_griseus ENSCGRG00001019160
mesocricetus_auratus ENSMAUG00000020394
peromyscus_maniculatus ENSPEMG00000000604
microtus_ochrogaster ENSMOCG00000012710
mus_spicilegus ENSMSIG00000003733
mus_spretus MGP_SPRETEiJ_G0016852
mus_musculus ENSMUSG00000075702
mus_caroli MGP_CAROLIEiJ_G0016013
mus_pahari MGP_PahariEiJ_G0016878
rattus_norvegicus ENSRNOG00000061231
meriones_unguiculatus ENSMUGG00000018780
nannospalax_galili ENSNGAG00000002659
jaculus_jaculus ENSJJAG00000023726
castor_canadensis ENSCCNG00000003782
dipodomys_ordii ENSDORG00000001485
cavia_porcellus ENSCPOG00000039922
octodon_degus ENSODEG00000003856
chinchilla_lanigera ENSCLAG00000010856
heterocephalus_glaber ENSHGLG00000014125
heterocephalus_glaber ENSHGLG00100011962
fukomys_damarensis ENSFDAG00000006423
oryctolagus_cuniculus ENSOCUG00000033676
ochotona_princeps ENSOPRG00000002114
tupaia_belangeri ENSTBEG00000001574
urocitellus_parryii ENSUPAG00010021022
ictidomys_tridecemlineatus ENSSTOG00000029487
marmota_marmota ENSMMMG00000014138
macaca_mulatta ENSMMUG00000037662
macaca_nemestrina ENSMNEG00000040940
macaca_fascicularis ENSMFAG00000038047
papio_anubis ENSPANG00000034547
cercocebus_atys ENSCATG00000041974
theropithecus_gelada ENSTGEG00000022501
piliocolobus_tephrosceles ENSPTEG00000024325
colobus_angolensis ENSCANG00000030852
rhinopithecus_bieti ENSRBIG00000032525
rhinopithecus_roxellana ENSRROG00000030666
pan_troglodytes ENSPTRG00000014261
pan_paniscus ENSPPAG00000030311
gorilla_gorilla ENSGGOG00000002638
homo_sapiens ENSG00000198832
nomascus_leucogenys ENSNLEG00000004205
cebus_capucinus ENSCCAG00000028421
callithrix_jacchus ENSCJAG00000010769
aotus_nancymaae ENSANAG00000034314
procavia_capensis ENSPCAG00000011614
dasypus_novemcinctus ENSDNOG00000017591
ailuropoda_melanoleuca ENSAMEG00000007240
notamacropus_eugenii ENSMEUG00000013923
phascolarctos_cinereus ENSPCIG00000035579
sarcophilus_harrisii ENSSHAG00000002230
sphenodon_punctatus ENSSPUG00000007082
anolis_carolinensis ENSACAG00000010104
ornithorhynchus_anatinus ENSOANG00000000231
astyanax_mexicanus ENSAMXG00005005523
astyanax_mexicanus ENSAMXG00000021115
pygocentrus_nattereri ENSPNAG00000018679
electrophorus_electricus ENSEEEG00000004571
ictalurus_punctatus ENSIPUG00000020604
danio_rerio ENSDARG00000051957
clupea_harengus ENSCHAG00000010416
takifugu_rubripes ENSTRUG00000011053
tetraodon_nigroviridis ENSTNIG00000015838
cottoperca_gobio ENSCGOG00000016832
labrus_bergylta ENSLBEG00000013729
xiphophorus_couchianus ENSXCOG00000017428
xiphophorus_maculatus ENSXMAG00000017770
gambusia_affinis ENSGAFG00000018449
poecilia_reticulata ENSPREG00000021417
fundulus_heteroclitus ENSFHEG00000017133
maylandia_zebra ENSMZEG00005000599
haplochromis_burtoni ENSHBUG00000007053
pundamilia_nyererei ENSPNYG00000014691
astatotilapia_calliptera ENSACLG00000024527
neolamprologus_brichardi ENSNBRG00000007823
anabas_testudineus ENSATEG00000011331
oryzias_latipes ENSORLG00020016756
oryzias_latipes ENSORLG00015005128
oryzias_melastigma ENSOMEG00000001746
betta_splendens ENSBSLG00000013840
hippocampus_comes ENSHCOG00000011125
periophthalmus_magnuspinnatus ENSPMGG00000003051
mola_mola ENSMMOG00000017180
gasterosteus_aculeatus ENSGACG00000008365
amphiprion_ocellaris ENSAOCG00000006024
acanthochromis_polyacanthus ENSAPOG00000014006
stegastes_partitus ENSSPAG00000023454
parambassis_ranga ENSPRNG00000019705
poecilia_mexicana ENSPMEG00000009690
poecilia_formosa ENSPFOG00000010675
poecilia_latipinna ENSPLAG00000008316
cyprinodon_variegatus ENSCVAG00000022673
kryptolebias_marmoratus ENSKMAG00000018317
oryzias_latipes ENSORLG00000006265
oreochromis_niloticus ENSONIG00000013322
scophthalmus_maximus ENSSMAG00000016407
seriola_lalandi ENSSLDG00000017101
amphilophus_citrinellus ENSACIG00000001304
amphiprion_percula ENSAPEG00000024508
seriola_dumerili ENSSDUG00000020048
mastacembelus_armatus ENSMAMG00000017049
monopterus_albus ENSMALG00000012638
gadus_morhua ENSGMOG00000012171
esox_lucius ENSELUG00000014463
lepisosteus_oculatus ENSLOCG00000008562
gouania_willdenowi ENSGWIG00000010235
lates_calcarifer ENSLCAG00010028271
labrus_bergylta ENSLBEG00000014677
hucho_hucho ENSHHUG00000029889
scleropages_formosus ENSSFOG00015001749
paramormyrops_kingsleyae ENSPKIG00000017624
erpetoichthys_calabaricus ENSECRG00000020766
callorhinchus_milii ENSCMIG00000016656
eptatretus_burgeri ENSEBUG00000006933
ciona_savignyi ENSCSAVG00000002997
ciona_intestinalis ENSCING00000021137
drosophila_melanogaster FBgn0036745
caenorhabditis_elegans WBGene00022297
