hippocampus_comes ENSHCOG00000020341
poecilia_reticulata ENSPREG00000009809
gambusia_affinis ENSGAFG00000014848
kryptolebias_marmoratus ENSKMAG00000002049
oryzias_latipes ENSORLG00020003318
oryzias_latipes_asm223469v1 ENSORLG00015001788
oryzias_latipes ENSORLG00000012729
oryzias_melastigma ENSOMEG00000014224
takifugu_rubripes ENSTRUG00000003462
anabas_testudineus ENSATEG00000001975
amphiprion_percula ENSAPEG00000017458
acanthochromis_polyacanthus ENSAPOG00000008729
amphiprion_ocellaris ENSAOCG00000014568
haplochromis_burtoni ENSHBUG00000022786
stegastes_partitus ENSSPAG00000016578
maylandia_zebra ENSMZEG00005017049
astatotilapia_calliptera ENSACLG00000023947
pundamilia_nyererei ENSPNYG00000023780
neolamprologus_brichardi ENSNBRG00000022723
amphilophus_citrinellus ENSACIG00000011351
mastacembelus_armatus ENSMAMG00000013948
gasterosteus_aculeatus ENSGACG00000004962
labrus_bergylta ENSLBEG00000024809
seriola_lalandi_dorsalis ENSSLDG00000015352
seriola_dumerili ENSSDUG00000000584
gadus_morhua ENSGMOG00000016977
scleropages_formosus ENSSFOG00015008499
paramormyrops_kingsleyae ENSPKIG00000004330
lepisosteus_oculatus ENSLOCG00000013015
gallus_gallus ENSGALG00000049372
gallus_gallus ENSGALG00000027397
bison_bison_bison ENSBBBG00000008241
bos_mutus ENSBMUG00000011723
notechis_scutatus ENSNSUG00000005471
xenopus_tropicalis ENSXETG00000011414
serinus_canaria ENSSCAG00000002092
taeniopygia_guttata ENSTGUG00000002152
ficedula_albicollis ENSFALG00000013080
lonchura_striata_domestica ENSLSDG00000007175
zonotrichia_albicollis ENSZALG00000014511
junco_hyemalis ENSJHYG00000001659
parus_major ENSPMJG00000018378
cyanistes_caeruleus ENSCCEG00000003278
lepidothrix_coronata ENSLCOG00000006021
manacus_vitellinus ENSMVIG00005000224
numida_meleagris ENSNMEG00000002393
coturnix_japonica ENSCJPG00005015632
dromaius_novaehollandiae ENSDNVG00000017772
apteryx_rowi ENSARWG00000001219
anas_platyrhynchos_platyrhynchos ENSAPLG00000015108
anser_brachyrhynchus ENSABRG00000011775
meleagris_gallopavo ENSMGAG00000004393
calidris_pugnax ENSCPUG00000001664
calidris_pygmaea ENSCPGG00000008842
apteryx_owenii ENSAOWG00000012030
apteryx_haastii ENSAHAG00000004013
nothoprocta_perdicaria ENSNPEG00000009765
melopsittacus_undulatus ENSMUNG00000009660
crocodylus_porosus ENSCPRG00005000375
gopherus_agassizii ENSGAGG00000023521
chelonoidis_abingdonii ENSCABG00000020565
pelodiscus_sinensis ENSPSIG00000011481
anolis_carolinensis ENSACAG00000017705
pogona_vitticeps ENSPVIG00000022480
notechis_scutatus ENSNSUG00000005470
salvator_merianae ENSSMRG00000008261
sphenodon_punctatus ENSSPUG00000017277
phascolarctos_cinereus ENSPCIG00000037144
notamacropus_eugenii ENSMEUG00000015476
sarcophilus_harrisii ENSSHAG00000015165
monodelphis_domestica ENSMODG00000008388
microcebus_murinus ENSMICG00000011713
prolemur_simus ENSPSMG00000021832
otolemur_garnettii ENSOGAG00000014570
cebus_capucinus ENSCCAG00000021291
callithrix_jacchus ENSCJAG00000017655
saimiri_boliviensis_boliviensis ENSSBOG00000033220
aotus_nancymaae ENSANAG00000034975
pan_troglodytes ENSPTRG00000017654
pan_paniscus ENSPPAG00000043721
homo_sapiens ENSG00000112679
gorilla_gorilla ENSGGOG00000004744
nomascus_leucogenys ENSNLEG00000010621
pongo_abelii ENSPPYG00000016160
rhinopithecus_roxellana ENSRROG00000039923
rhinopithecus_bieti ENSRBIG00000019358
piliocolobus_tephrosceles ENSPTEG00000017065
colobus_angolensis_palliatus ENSCANG00000027669
mandrillus_leucophaeus ENSMLEG00000034563
mandrillus_leucophaeus ENSMLEG00000015544
papio_anubis ENSPANG00000018613
theropithecus_gelada ENSTGEG00000012810
cercocebus_atys ENSCATG00000030616
chlorocebus_sabaeus ENSCSAG00000007160
macaca_nemestrina ENSMNEG00000036055
macaca_mulatta ENSMMUG00000018514
macaca_fascicularis ENSMFAG00000034531
dipodomys_ordii ENSDORG00000007227
jaculus_jaculus ENSJJAG00000019867
fukomys_damarensis ENSFDAG00000015160
octodon_degus ENSODEG00000006703
cavia_porcellus ENSCPOG00000013650
cavia_aperea ENSCAPG00000001101
chinchilla_lanigera ENSCLAG00000004363
ictidomys_tridecemlineatus ENSSTOG00000001730
urocitellus_parryii ENSUPAG00010004416
neovison_vison ENSNVIG00000011177
mustela_putorius_furo ENSMPUG00000007855
ursus_americanus ENSUAMG00000023116
ailuropoda_melanoleuca ENSAMEG00000005967
panthera_tigris_altaica ENSPTIG00000020047
panthera_pardus ENSPPRG00000008570
felis_catus ENSFCAG00000037118
equus_asinus_asinus ENSEASG00005012235
myotis_lucifugus ENSMLUG00000010036
bos_mutus ENSBMUG00000011736
bos_taurus ENSBTAG00000027375
bison_bison_bison ENSBBBG00000006637
capra_hircus ENSCHIG00000013023
ovis_aries ENSOARG00000003869
tursiops_truncatus ENSTTRG00000001848
sus_scrofa ENSSSCG00000031489
canis_lupus_dingo ENSCAFG00020000724
canis_lupus_familiaris ENSCAFG00000030984
vulpes_vulpes ENSVVUG00000018508
sorex_araneus ENSSARG00000001073
oryctolagus_cuniculus ENSOCUG00000009368
carlito_syrichta ENSTSYG00000011170
equus_caballus ENSECAG00000014558
cricetulus_griseus_crigri ENSCGRG00000014651
cricetulus_griseus_chok1gshd ENSCGRG00001010384
cricetulus_griseus_crigri-picr ENSCGRG00015004243
mesocricetus_auratus ENSMAUG00000016397
peromyscus_maniculatus_bairdii ENSPEMG00000012769
microtus_ochrogaster ENSMOCG00000007870
microtus_ochrogaster ENSMOCG00000021836
meriones_unguiculatus ENSMUGG00000012753
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019261
mus_musculus ENSMUSG00000069255
mus_spicilegus ENSMSIG00000023145
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018392
mus_pahari MGP_PahariEiJ_G0019457
rattus_norvegicus ENSRNOG00000056376
nannospalax_galili ENSNGAG00000021364
castor_canadensis ENSCCNG00000004541
spermophilus_dauricus ENSSDAG00000010373
marmota_marmota_marmota ENSMMMG00000002929
heterocephalus_glaber_male ENSHGLG00100008449
heterocephalus_glaber_female ENSHGLG00000008379
ochotona_princeps ENSOPRG00000012664
tupaia_belangeri ENSTBEG00000011842
propithecus_coquereli ENSPCOG00000015102
pteropus_vampyrus ENSPVAG00000005073
ursus_maritimus ENSUMAG00000018924
erinaceus_europaeus ENSEEUG00000009639
dasypus_novemcinctus ENSDNOG00000019035
choloepus_hoffmanni ENSCHOG00000010316
loxodonta_africana ENSLAFG00000018297
echinops_telfairi ENSETEG00000011289
ornithorhynchus_anatinus ENSOANG00000014901
latimeria_chalumnae ENSLACG00000014712
petromyzon_marinus ENSPMAG00000005935
eptatretus_burgeri ENSEBUG00000012408
