myotis_lucifugus ENSMLUG00000014952
jaculus_jaculus ENSJJAG00000005655
ochotona_princeps ENSOPRG00000002389
oryctolagus_cuniculus ENSOCUG00000026716
pan_troglodytes ENSPTRG00000017067
pan_paniscus ENSPPAG00000030673
gorilla_gorilla ENSGGOG00000002845
homo_sapiens ENSG00000176055
pongo_abelii ENSPPYG00000015623
nomascus_leucogenys ENSNLEG00000013746
macaca_nemestrina ENSMNEG00000040410
macaca_fascicularis ENSMFAG00000001314
theropithecus_gelada ENSTGEG00000002744
papio_anubis ENSPANG00000001530
mandrillus_leucophaeus ENSMLEG00000036408
cercocebus_atys ENSCATG00000019268
chlorocebus_sabaeus ENSCSAG00000014742
rhinopithecus_bieti ENSRBIG00000033565
rhinopithecus_roxellana ENSRROG00000038753
piliocolobus_tephrosceles ENSPTEG00000003690
colobus_angolensis_palliatus ENSCANG00000037597
cebus_capucinus ENSCCAG00000027096
saimiri_boliviensis_boliviensis ENSSBOG00000022218
callithrix_jacchus ENSCJAG00000039786
aotus_nancymaae ENSANAG00000025030
macaca_mulatta ENSMMUG00000018971
carlito_syrichta ENSTSYG00000031478
propithecus_coquereli ENSPCOG00000024583
microcebus_murinus ENSMICG00000031053
prolemur_simus ENSPSMG00000024924
otolemur_garnettii ENSOGAG00000005559
loxodonta_africana ENSLAFG00000016258
procavia_capensis ENSPCAG00000005929
echinops_telfairi ENSETEG00000008378
choloepus_hoffmanni ENSCHOG00000007938
choloepus_hoffmanni ENSCHOG00000009024
dasypus_novemcinctus ENSDNOG00000036816
monodelphis_domestica ENSMODG00000020221
monodelphis_domestica ENSMODG00000024010
sarcophilus_harrisii ENSSHAG00000007518
phascolarctos_cinereus ENSPCIG00000004357
notamacropus_eugenii ENSMEUG00000006363
ornithorhynchus_anatinus ENSOANG00000011074
numida_meleagris ENSNMEG00000007008
gallus_gallus ENSGALG00000014649
anser_brachyrhynchus ENSABRG00000019421
melopsittacus_undulatus ENSMUNG00000016747
lonchura_striata_domestica ENSLSDG00000017134
taeniopygia_guttata ENSTGUG00000000687
parus_major ENSPMJG00000006171
lepidothrix_coronata ENSLCOG00000006444
calidris_pygmaea ENSCPGG00000008965
calidris_pugnax ENSCPUG00000018918
dromaius_novaehollandiae ENSDNVG00000016387
crocodylus_porosus ENSCPRG00005002685
meleagris_gallopavo ENSMGAG00000016083
anas_platyrhynchos_platyrhynchos ENSAPLG00000001245
nothoprocta_perdicaria ENSNPEG00000005976
ficedula_albicollis ENSFALG00000009026
cyanistes_caeruleus ENSCCEG00000017436
serinus_canaria ENSSCAG00000007428
pelodiscus_sinensis ENSPSIG00000001395
anolis_carolinensis ENSACAG00000013646
pogona_vitticeps ENSPVIG00000011603
chrysemys_picta_bellii ENSCPBG00000010603
chelonoidis_abingdonii ENSCABG00000000509
sphenodon_punctatus ENSSPUG00000002871
salvator_merianae ENSSMRG00000007505
notechis_scutatus ENSNSUG00000006110
calidris_pugnax ENSCPUG00000018917
xenopus_tropicalis ENSXETG00000007043
latimeria_chalumnae ENSLACG00000006316
astyanax_mexicanus ENSAMXG00000032070
pygocentrus_nattereri ENSPNAG00000013263
ictalurus_punctatus ENSIPUG00000013810
danio_rerio ENSDARG00000059689
cynoglossus_semilaevis ENSCSEG00000015304
periophthalmus_magnuspinnatus ENSPMGG00000012293
oryzias_latipes ENSORLG00000010518
oryzias_latipes_asm223469v1 ENSORLG00015022473
oryzias_latipes ENSORLG00020007990
labrus_bergylta ENSLBEG00000022686
takifugu_rubripes ENSTRUG00000000956
tetraodon_nigroviridis ENSTNIG00000009894
mola_mola ENSMMOG00000005507
fundulus_heteroclitus ENSFHEG00000018472
cyprinodon_variegatus ENSCVAG00000007445
poecilia_formosa ENSPFOG00000007587
poecilia_latipinna ENSPLAG00000012160
poecilia_mexicana ENSPMEG00000017112
poecilia_reticulata ENSPREG00000005804
gambusia_affinis ENSGAFG00000009494
xiphophorus_maculatus ENSXMAG00000028050
kryptolebias_marmoratus ENSKMAG00000007400
scophthalmus_maximus ENSSMAG00000007978
monopterus_albus ENSMALG00000008068
mastacembelus_armatus ENSMAMG00000011089
anabas_testudineus ENSATEG00000002203
seriola_dumerili ENSSDUG00000018456
seriola_lalandi_dorsalis ENSSLDG00000021089
amphiprion_ocellaris ENSAOCG00000001780
amphiprion_percula ENSAPEG00000016564
acanthochromis_polyacanthus ENSAPOG00000011270
stegastes_partitus ENSSPAG00000004423
astatotilapia_calliptera ENSACLG00000006982
maylandia_zebra ENSMZEG00005013652
pundamilia_nyererei ENSPNYG00000014096
haplochromis_burtoni ENSHBUG00000014018
neolamprologus_brichardi ENSNBRG00000000299
oreochromis_niloticus ENSONIG00000011802
amphilophus_citrinellus ENSACIG00000007548
gasterosteus_aculeatus ENSGACG00000010571
hippocampus_comes ENSHCOG00000019081
gadus_morhua ENSGMOG00000017245
esox_lucius ENSELUG00000018133
scleropages_formosus ENSSFOG00015016878
paramormyrops_kingsleyae ENSPKIG00000012746
lepisosteus_oculatus ENSLOCG00000001811
eptatretus_burgeri ENSEBUG00000005135
