microcebus_murinus ENSMICG00000010744
nannospalax_galili ENSNGAG00000006226
cricetulus_griseus_crigri-picr ENSCGRG00015015258
jaculus_jaculus ENSJJAG00000009925
urocitellus_parryii ENSUPAG00010016958
octodon_degus ENSODEG00000007993
nomascus_leucogenys ENSNLEG00000000006
ovis_aries ENSOARG00000014075
procavia_capensis ENSPCAG00000008014
loxodonta_africana ENSLAFG00000010032
dasypus_novemcinctus ENSDNOG00000032897
prolemur_simus ENSPSMG00000017440
equus_caballus ENSECAG00000031446
echinops_telfairi ENSETEG00000014002
periophthalmus_magnuspinnatus ENSPMGG00000021517
anas_platyrhynchos_platyrhynchos ENSAPLG00000023861
phascolarctos_cinereus ENSPCIG00000031536
notamacropus_eugenii ENSMEUG00000008504
monodelphis_domestica ENSMODG00000008007
sarcophilus_harrisii ENSSHAG00000009380
salvator_merianae ENSSMRG00000015309
pogona_vitticeps ENSPVIG00000018118
sphenodon_punctatus ENSSPUG00000014246
gopherus_agassizii ENSGAGG00000015713
chelonoidis_abingdonii ENSCABG00000015449
chrysemys_picta_bellii ENSCPBG00000004856
pelodiscus_sinensis ENSPSIG00000008584
xenopus_tropicalis ENSXETG00000004341
apteryx_owenii ENSAOWG00000007892
apteryx_haastii ENSAHAG00000005876
apteryx_rowi ENSARWG00000005243
nothoprocta_perdicaria ENSNPEG00000004084
dromaius_novaehollandiae ENSDNVG00000003467
anas_platyrhynchos_platyrhynchos ENSAPLG00000027308
anser_brachyrhynchus ENSABRG00000001207
coturnix_japonica ENSCJPG00005011751
gallus_gallus ENSGALG00000046830
numida_meleagris ENSNMEG00000019905
calidris_pugnax ENSCPUG00000011502
calidris_pygmaea ENSCPGG00000008153
lonchura_striata_domestica ENSLSDG00000007937
junco_hyemalis ENSJHYG00000008495
ficedula_albicollis ENSFALG00000000090
serinus_canaria ENSSCAG00000002009
cyanistes_caeruleus ENSCCEG00000005628
parus_major ENSPMJG00000015585
lepidothrix_coronata ENSLCOG00000004198
ornithorhynchus_anatinus ENSOANG00000007037
periophthalmus_magnuspinnatus ENSPMGG00000021518
lepisosteus_oculatus ENSLOCG00000015636
notechis_scutatus ENSNSUG00000001283
pygocentrus_nattereri ENSPNAG00000017757
astyanax_mexicanus ENSAMXG00000038364
ictalurus_punctatus ENSIPUG00000024608
danio_rerio ENSDARG00000017880
tetraodon_nigroviridis ENSTNIG00000009102
takifugu_rubripes ENSTRUG00000006718
cynoglossus_semilaevis ENSCSEG00000001671
gasterosteus_aculeatus ENSGACG00000017101
labrus_bergylta ENSLBEG00000021370
monopterus_albus ENSMALG00000016514
haplochromis_burtoni ENSHBUG00000020929
maylandia_zebra ENSMZEG00005018181
pundamilia_nyererei ENSPNYG00000010447
astatotilapia_calliptera ENSACLG00000017706
neolamprologus_brichardi ENSNBRG00000001933
oreochromis_niloticus ENSONIG00000003522
amphilophus_citrinellus ENSACIG00000018076
amphiprion_percula ENSAPEG00000009858
amphiprion_ocellaris ENSAOCG00000005829
acanthochromis_polyacanthus ENSAPOG00000022878
seriola_dumerili ENSSDUG00000017538
seriola_lalandi_dorsalis ENSSLDG00000016101
scophthalmus_maximus ENSSMAG00000000787
anabas_testudineus ENSATEG00000016522
mastacembelus_armatus ENSMAMG00000010559
mola_mola ENSMMOG00000008113
stegastes_partitus ENSSPAG00000021134
xiphophorus_maculatus ENSXMAG00000004015
xiphophorus_couchianus ENSXCOG00000004575
gambusia_affinis ENSGAFG00000008312
poecilia_formosa ENSPFOG00000019748
poecilia_latipinna ENSPLAG00000010579
poecilia_mexicana ENSPMEG00000013607
poecilia_reticulata ENSPREG00000010955
fundulus_heteroclitus ENSFHEG00000001631
cyprinodon_variegatus ENSCVAG00000006061
kryptolebias_marmoratus ENSKMAG00000008989
oryzias_latipes ENSORLG00020011910
oryzias_latipes ENSORLG00020015394
oryzias_latipes_asm223469v1 ENSORLG00015003159
oryzias_latipes ENSORLG00000009025
oryzias_melastigma ENSOMEG00000001973
hippocampus_comes ENSHCOG00000010539
hippocampus_comes ENSHCOG00000010587
gadus_morhua ENSGMOG00000010125
esox_lucius ENSELUG00000019961
scleropages_formosus ENSSFOG00015012940
pygocentrus_nattereri ENSPNAG00000002917
astyanax_mexicanus ENSAMXG00000043647
ictalurus_punctatus ENSIPUG00000005317
esox_lucius ENSELUG00000008625
paramormyrops_kingsleyae ENSPKIG00000000914
scleropages_formosus ENSSFOG00015020080
cynoglossus_semilaevis ENSCSEG00000019493
periophthalmus_magnuspinnatus ENSPMGG00000003392
takifugu_rubripes ENSTRUG00000016652
gasterosteus_aculeatus ENSGACG00000005703
tetraodon_nigroviridis ENSTNIG00000016708
labrus_bergylta ENSLBEG00000015061
amphiprion_percula ENSAPEG00000017984
amphiprion_ocellaris ENSAOCG00000005748
acanthochromis_polyacanthus ENSAPOG00000022178
stegastes_partitus ENSSPAG00000001302
poecilia_formosa ENSPFOG00000010871
poecilia_latipinna ENSPLAG00000002187
poecilia_reticulata ENSPREG00000012152
xiphophorus_couchianus ENSXCOG00000003190
xiphophorus_maculatus ENSXMAG00000030049
gambusia_affinis ENSGAFG00000001444
cyprinodon_variegatus ENSCVAG00000003983
fundulus_heteroclitus ENSFHEG00000021813
kryptolebias_marmoratus ENSKMAG00000002912
oryzias_latipes_asm223469v1 ENSORLG00015014591
oryzias_latipes ENSORLG00020004791
oryzias_latipes ENSORLG00000002929
oryzias_melastigma ENSOMEG00000018379
seriola_dumerili ENSSDUG00000003106
seriola_lalandi_dorsalis ENSSLDG00000005248
scophthalmus_maximus ENSSMAG00000005825
mastacembelus_armatus ENSMAMG00000014947
monopterus_albus ENSMALG00000019762
anabas_testudineus ENSATEG00000020041
mola_mola ENSMMOG00000012992
neolamprologus_brichardi ENSNBRG00000018163
oreochromis_niloticus ENSONIG00000014432
maylandia_zebra ENSMZEG00005009469
astatotilapia_calliptera ENSACLG00000011626
pundamilia_nyererei ENSPNYG00000008850
haplochromis_burtoni ENSHBUG00000014442
amphilophus_citrinellus ENSACIG00000006170
hippocampus_comes ENSHCOG00000004421
gadus_morhua ENSGMOG00000013732
paramormyrops_kingsleyae ENSPKIG00000018799
latimeria_chalumnae ENSLACG00000001290
petromyzon_marinus ENSPMAG00000006241
eptatretus_burgeri ENSEBUG00000004789
