tursiops_truncatus ENSTTRG00000013859
mus_spicilegus ENSMSIG00000009449
cricetulus_griseus_chok1gshd ENSCGRG00001010016
cricetulus_griseus_crigri-picr ENSCGRG00015005598
peromyscus_maniculatus_bairdii ENSPEMG00000022423
meriones_unguiculatus ENSMUGG00000004483
cricetulus_griseus_crigri-picr ENSCGRG00015019931
cricetulus_griseus_crigri-picr ENSCGRG00015011268
microtus_ochrogaster ENSMOCG00000021615
peromyscus_maniculatus_bairdii ENSPEMG00000030983
mus_musculus ENSMUSG00000067928
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022039
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021134
meriones_unguiculatus ENSMUGG00000007869
mesocricetus_auratus ENSMAUG00000004700
cricetulus_griseus_crigri ENSCGRG00000016504
peromyscus_maniculatus_bairdii ENSPEMG00000024128
mus_spicilegus ENSMSIG00000016933
notechis_scutatus ENSNSUG00000009075
eptatretus_burgeri ENSEBUG00000004068
