haplochromis_burtoni ENSHBUG00000007719
equus_caballus ENSECAG00000024704
equus_asinus_asinus ENSEASG00005019651
panthera_pardus ENSPPRG00000005808
panthera_tigris_altaica ENSPTIG00000020886
felis_catus ENSFCAG00000022808
tursiops_truncatus ENSTTRG00000008078
ovis_aries ENSOARG00000016247
capra_hircus ENSCHIG00000016019
bos_mutus ENSBMUG00000011417
bos_taurus ENSBTAG00000014373
bison_bison_bison ENSBBBG00000023843
sus_scrofa ENSSSCG00000014151
vicugna_pacos ENSVPAG00000009792
neovison_vison ENSNVIG00000018832
mustela_putorius_furo ENSMPUG00000007940
ursus_maritimus ENSUMAG00000005320
ailuropoda_melanoleuca ENSAMEG00000013258
canis_lupus_familiaris ENSCAFG00000008286
myotis_lucifugus ENSMLUG00000029475
pteropus_vampyrus ENSPVAG00000017925
sorex_araneus ENSSARG00000011118
erinaceus_europaeus ENSEEUG00000006775
pan_paniscus ENSPPAG00000042285
pan_troglodytes ENSPTRG00000017066
gorilla_gorilla ENSGGOG00000009598
homo_sapiens ENSG00000153140
pongo_abelii ENSPPYG00000015622
nomascus_leucogenys ENSNLEG00000027875
piliocolobus_tephrosceles ENSPTEG00000003596
rhinopithecus_roxellana ENSRROG00000036533
colobus_angolensis_palliatus ENSCANG00000028733
macaca_mulatta ENSMMUG00000020180
macaca_nemestrina ENSMNEG00000034706
macaca_fascicularis ENSMFAG00000036901
papio_anubis ENSPANG00000010181
theropithecus_gelada ENSTGEG00000002705
mandrillus_leucophaeus ENSMLEG00000023585
cercocebus_atys ENSCATG00000031135
chlorocebus_sabaeus ENSCSAG00000014746
cebus_capucinus ENSCCAG00000021491
saimiri_boliviensis_boliviensis ENSSBOG00000033177
aotus_nancymaae ENSANAG00000023255
carlito_syrichta ENSTSYG00000008772
microcebus_murinus ENSMICG00000010705
microcebus_murinus ENSMICG00000049115
prolemur_simus ENSPSMG00000024919
propithecus_coquereli ENSPCOG00000008573
octodon_degus ENSODEG00000000291
octodon_degus ENSODEG00000007865
octodon_degus ENSODEG00000020474
chinchilla_lanigera ENSCLAG00000006215
cavia_porcellus ENSCPOG00000023805
heterocephalus_glaber_male ENSHGLG00100001026
heterocephalus_glaber_female ENSHGLG00000005441
fukomys_damarensis ENSFDAG00000021224
oryctolagus_cuniculus ENSOCUG00000005711
ochotona_princeps ENSOPRG00000002381
tupaia_belangeri ENSTBEG00000001992
ictidomys_tridecemlineatus ENSSTOG00000012271
urocitellus_parryii ENSUPAG00010016521
spermophilus_dauricus ENSSDAG00000007421
marmota_marmota_marmota ENSMMMG00000004670
dipodomys_ordii ENSDORG00000007233
mus_musculus ENSMUSG00000021537
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019630
mus_spicilegus ENSMSIG00000019161
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018747
mus_pahari MGP_PahariEiJ_G0015826
rattus_norvegicus ENSRNOG00000050877
rattus_norvegicus ENSRNOG00000048563
meriones_unguiculatus ENSMUGG00000000206
cricetulus_griseus_chok1gshd ENSCGRG00001000920
cricetulus_griseus_crigri-picr ENSCGRG00015016235
cricetulus_griseus_crigri ENSCGRG00000010543
mesocricetus_auratus ENSMAUG00000021390
microtus_ochrogaster ENSMOCG00000009624
peromyscus_maniculatus_bairdii ENSPEMG00000016510
nannospalax_galili ENSNGAG00000013786
nannospalax_galili ENSNGAG00000020637
jaculus_jaculus ENSJJAG00000023827
loxodonta_africana ENSLAFG00000016254
procavia_capensis ENSPCAG00000006854
choloepus_hoffmanni ENSCHOG00000009525
nannospalax_galili ENSNGAG00000017397
otolemur_garnettii ENSOGAG00000002383
vulpes_vulpes ENSVVUG00000022496
canis_lupus_dingo ENSCAFG00020005994
ursus_americanus ENSUAMG00000007360
echinops_telfairi ENSETEG00000008133
callithrix_jacchus ENSCJAG00000010761
dasypus_novemcinctus ENSDNOG00000039817
notamacropus_eugenii ENSMEUG00000010088
phascolarctos_cinereus ENSPCIG00000004360
sarcophilus_harrisii ENSSHAG00000008321
monodelphis_domestica ENSMODG00000020222
ornithorhynchus_anatinus ENSOANG00000011075
xenopus_tropicalis ENSXETG00000007039
latimeria_chalumnae ENSLACG00000005300
petromyzon_marinus ENSPMAG00000009754
ornithorhynchus_anatinus ENSOANG00000032002
ciona_intestinalis ENSCING00000023332
ciona_savignyi ENSCSAVG00000008375
saccharomyces_cerevisiae YOR257W
