monopterus_albus ENSMALG00000002799
propithecus_coquereli ENSPCOG00000025542
microcebus_murinus ENSMICG00000047675
prolemur_simus ENSPSMG00000012146
otolemur_garnettii ENSOGAG00000010571
chinchilla_lanigera ENSCLAG00000006816
octodon_degus ENSODEG00000018643
cavia_aperea ENSCAPG00000012203
cavia_porcellus ENSCPOG00000031610
heterocephalus_glaber_male ENSHGLG00100014690
heterocephalus_glaber_female ENSHGLG00000018657
fukomys_damarensis ENSFDAG00000018632
spermophilus_dauricus ENSSDAG00000005117
spermophilus_dauricus ENSSDAG00000005126
urocitellus_parryii ENSUPAG00010015969
ictidomys_tridecemlineatus ENSSTOG00000013464
marmota_marmota_marmota ENSMMMG00000020483
castor_canadensis ENSCCNG00000023695
dipodomys_ordii ENSDORG00000029347
mus_musculus ENSMUSG00000046798
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027941
mus_spicilegus ENSMSIG00000015904
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026946
mus_pahari MGP_PahariEiJ_G0021719
rattus_norvegicus ENSRNOG00000039862
meriones_unguiculatus ENSMUGG00000004130
peromyscus_maniculatus_bairdii ENSPEMG00000029946
microtus_ochrogaster ENSMOCG00000016426
cricetulus_griseus_crigri-picr ENSCGRG00015001894
cricetulus_griseus_chok1gshd ENSCGRG00001008509
cricetulus_griseus_crigri ENSCGRG00000004626
mesocricetus_auratus ENSMAUG00000012515
nannospalax_galili ENSNGAG00000015492
dasypus_novemcinctus ENSDNOG00000040071
loxodonta_africana ENSLAFG00000028440
echinops_telfairi ENSETEG00000000588
monodelphis_domestica ENSMODG00000010454
sarcophilus_harrisii ENSSHAG00000017560
lepidothrix_coronata ENSLCOG00000010378
manacus_vitellinus ENSMVIG00005004375
taeniopygia_guttata ENSTGUG00000001432
lonchura_striata_domestica ENSLSDG00000005042
serinus_canaria ENSSCAG00000012031
zonotrichia_albicollis ENSZALG00000015445
junco_hyemalis ENSJHYG00000016207
ficedula_albicollis ENSFALG00000014474
parus_major ENSPMJG00000007461
cyanistes_caeruleus ENSCCEG00000016675
calidris_pygmaea ENSCPGG00000016721
calidris_pugnax ENSCPUG00000010227
melopsittacus_undulatus ENSMUNG00000004350
meleagris_gallopavo ENSMGAG00000016026
coturnix_japonica ENSCJPG00005005984
gallus_gallus ENSGALG00000054178
numida_meleagris ENSNMEG00000000267
anser_brachyrhynchus ENSABRG00000015979
anas_platyrhynchos_platyrhynchos ENSAPLG00000002089
dromaius_novaehollandiae ENSDNVG00000005189
nothoprocta_perdicaria ENSNPEG00000012380
apteryx_haastii ENSAHAG00000008339
crocodylus_porosus ENSCPRG00005012468
gopherus_agassizii ENSGAGG00000021222
chelonoidis_abingdonii ENSCABG00000014827
chrysemys_picta_bellii ENSCPBG00000021565
pelodiscus_sinensis ENSPSIG00000016363
pogona_vitticeps ENSPVIG00000004729
anolis_carolinensis ENSACAG00000015849
notechis_scutatus ENSNSUG00000009774
salvator_merianae ENSSMRG00000013695
sphenodon_punctatus ENSSPUG00000014586
xenopus_tropicalis ENSXETG00000007435
latimeria_chalumnae ENSLACG00000014579
