xenopus_tropicalis ENSXETG00000033012
equus_caballus ENSECAG00000021013
sus_scrofa ENSSSCG00000034127
bos_mutus ENSBMUG00000017334
bos_taurus ENSBTAG00000044107
bison_bison_bison ENSBBBG00000017178
capra_hircus ENSCHIG00000019309
ovis_aries ENSOARG00000005530
pteropus_vampyrus ENSPVAG00000009998
ursus_americanus ENSUAMG00000002693
ursus_maritimus ENSUMAG00000022660
ailuropoda_melanoleuca ENSAMEG00000009385
neovison_vison ENSNVIG00000006575
mustela_putorius_furo ENSMPUG00000006845
canis_lupus_familiaris ENSCAFG00000003728
canis_lupus_dingo ENSCAFG00020010893
felis_catus ENSFCAG00000026942
panthera_pardus ENSPPRG00000022328
vulpes_vulpes ENSVVUG00000002531
panthera_tigris_altaica ENSPTIG00000009538
piliocolobus_tephrosceles ENSPTEG00000025680
dasypus_novemcinctus ENSDNOG00000045230
procavia_capensis ENSPCAG00000016923
sarcophilus_harrisii ENSSHAG00000001885
phascolarctos_cinereus ENSPCIG00000022407
latimeria_chalumnae ENSLACG00000009616
amphilophus_citrinellus ENSACIG00000010174
pundamilia_nyererei ENSPNYG00000021886
cyprinodon_variegatus ENSCVAG00000005313
fundulus_heteroclitus ENSFHEG00000012910
poecilia_latipinna ENSPLAG00000014697
poecilia_mexicana ENSPMEG00000003379
poecilia_reticulata ENSPREG00000013373
stegastes_partitus ENSSPAG00000008199
mastacembelus_armatus ENSMAMG00000007518
labrus_bergylta ENSLBEG00000001236
esox_lucius ENSELUG00000024133
ictalurus_punctatus ENSIPUG00000002668
ictalurus_punctatus ENSIPUG00000011118
pygocentrus_nattereri ENSPNAG00000022753
danio_rerio ENSDARG00000112217
monopterus_albus ENSMALG00000013981
anabas_testudineus ENSATEG00000008385
amphiprion_ocellaris ENSAOCG00000024446
amphiprion_percula ENSAPEG00000023276
acanthochromis_polyacanthus ENSAPOG00000016256
astatotilapia_calliptera ENSACLG00000027060
maylandia_zebra ENSMZEG00005011101
haplochromis_burtoni ENSHBUG00000010845
neolamprologus_brichardi ENSNBRG00000016733
oreochromis_niloticus ENSONIG00000019214
poecilia_formosa ENSPFOG00000015989
xiphophorus_maculatus ENSXMAG00000016021
gambusia_affinis ENSGAFG00000016358
oryzias_latipes_asm223469v1 ENSORLG00015019943
oryzias_latipes ENSORLG00000026316
oryzias_latipes ENSORLG00020001259
oryzias_melastigma ENSOMEG00000001651
seriola_dumerili ENSSDUG00000000338
seriola_lalandi_dorsalis ENSSLDG00000000763
scophthalmus_maximus ENSSMAG00000003814
astyanax_mexicanus ENSAMXG00000037762
scleropages_formosus ENSSFOG00015013591
paramormyrops_kingsleyae ENSPKIG00000004737
scleropages_formosus ENSSFOG00015022496
paramormyrops_kingsleyae ENSPKIG00000011398
mola_mola ENSMMOG00000006121
tetraodon_nigroviridis ENSTNIG00000006955
gasterosteus_aculeatus ENSGACG00000016205
scophthalmus_maximus ENSSMAG00000010146
labrus_bergylta ENSLBEG00000010911
takifugu_rubripes ENSTRUG00000021007
seriola_lalandi_dorsalis ENSSLDG00000020466
monopterus_albus ENSMALG00000006849
amphiprion_percula ENSAPEG00000002025
amphiprion_ocellaris ENSAOCG00000001963
acanthochromis_polyacanthus ENSAPOG00000016997
stegastes_partitus ENSSPAG00000004064
oryzias_latipes_asm223469v1 ENSORLG00015000689
oryzias_latipes ENSORLG00000026222
oryzias_latipes ENSORLG00020010467
oryzias_melastigma ENSOMEG00000009565
poecilia_mexicana ENSPMEG00000009831
poecilia_formosa ENSPFOG00000009076
poecilia_reticulata ENSPREG00000004871
gambusia_affinis ENSGAFG00000011473
xiphophorus_maculatus ENSXMAG00000011024
xiphophorus_couchianus ENSXCOG00000007590
poecilia_latipinna ENSPLAG00000019616
fundulus_heteroclitus ENSFHEG00000015361
cyprinodon_variegatus ENSCVAG00000013237
kryptolebias_marmoratus ENSKMAG00000005698
astatotilapia_calliptera ENSACLG00000012933
maylandia_zebra ENSMZEG00005009458
haplochromis_burtoni ENSHBUG00000014802
pundamilia_nyererei ENSPNYG00000020868
neolamprologus_brichardi ENSNBRG00000006447
amphilophus_citrinellus ENSACIG00000012199
mastacembelus_armatus ENSMAMG00000000744
anabas_testudineus ENSATEG00000000369
periophthalmus_magnuspinnatus ENSPMGG00000009041
cynoglossus_semilaevis ENSCSEG00000010787
hippocampus_comes ENSHCOG00000005001
gadus_morhua ENSGMOG00000006897
esox_lucius ENSELUG00000012967
esox_lucius ENSELUG00000005208
pygocentrus_nattereri ENSPNAG00000003496
astyanax_mexicanus ENSAMXG00000030342
lepisosteus_oculatus ENSLOCG00000006217
