xiphophorus_couchianus ENSXCOG00000001560
serinus_canaria ENSSCAG00000016197
junco_hyemalis ENSJHYG00000003642
zonotrichia_albicollis ENSZALG00000011186
cyanistes_caeruleus ENSCCEG00000010511
ficedula_albicollis ENSFALG00000002008
lepidothrix_coronata ENSLCOG00000014257
manacus_vitellinus ENSMVIG00005010307
apteryx_rowi ENSARWG00000010450
apteryx_haastii ENSAHAG00000012980
dromaius_novaehollandiae ENSDNVG00000013575
nothoprocta_perdicaria ENSNPEG00000013039
crocodylus_porosus ENSCPRG00005010586
gopherus_agassizii ENSGAGG00000018303
chelonoidis_abingdonii ENSCABG00000001644
chrysemys_picta_bellii ENSCPBG00000009868
pelodiscus_sinensis ENSPSIG00000005382
salvator_merianae ENSSMRG00000011485
pogona_vitticeps ENSPVIG00000025699
sphenodon_punctatus ENSSPUG00000001559
phascolarctos_cinereus ENSPCIG00000015845
notamacropus_eugenii ENSMEUG00000003096
sarcophilus_harrisii ENSSHAG00000007087
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024435
mus_spicilegus ENSMSIG00000001175
mus_musculus ENSMUSG00000009030
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023515
mus_pahari MGP_PahariEiJ_G0024968
rattus_norvegicus ENSRNOG00000008484
meriones_unguiculatus ENSMUGG00000007382
meriones_unguiculatus ENSMUGG00000007013
peromyscus_maniculatus_bairdii ENSPEMG00000031426
microtus_ochrogaster ENSMOCG00000005925
cricetulus_griseus_chok1gshd ENSCGRG00001010795
cricetulus_griseus_crigri-picr ENSCGRG00015025082
cricetulus_griseus_crigri ENSCGRG00000009033
mesocricetus_auratus ENSMAUG00000002651
nannospalax_galili ENSNGAG00000005582
jaculus_jaculus ENSJJAG00000011208
castor_canadensis ENSCCNG00000015693
dipodomys_ordii ENSDORG00000029509
chinchilla_lanigera ENSCLAG00000014566
cavia_porcellus ENSCPOG00000009509
octodon_degus ENSODEG00000005932
heterocephalus_glaber_male ENSHGLG00100015314
heterocephalus_glaber_female ENSHGLG00000012794
fukomys_damarensis ENSFDAG00000001728
urocitellus_parryii ENSUPAG00010012754
spermophilus_dauricus ENSSDAG00000013989
marmota_marmota_marmota ENSMMMG00000018517
ictidomys_tridecemlineatus ENSSTOG00000010651
tupaia_belangeri ENSTBEG00000017520
gorilla_gorilla ENSGGOG00000013392
homo_sapiens ENSG00000136940
pan_troglodytes ENSPTRG00000021338
pan_paniscus ENSPPAG00000026211
pongo_abelii ENSPPYG00000019582
nomascus_leucogenys ENSNLEG00000029580
macaca_fascicularis ENSMFAG00000042499
macaca_mulatta ENSMMUG00000006896
macaca_nemestrina ENSMNEG00000035590
theropithecus_gelada ENSTGEG00000025193
mandrillus_leucophaeus ENSMLEG00000030097
papio_anubis ENSPANG00000033400
cercocebus_atys ENSCATG00000034896
chlorocebus_sabaeus ENSCSAG00000013404
rhinopithecus_bieti ENSRBIG00000041209
rhinopithecus_roxellana ENSRROG00000039540
colobus_angolensis_palliatus ENSCANG00000041529
piliocolobus_tephrosceles ENSPTEG00000017705
callithrix_jacchus ENSCJAG00000045348
saimiri_boliviensis_boliviensis ENSSBOG00000020323
cebus_capucinus ENSCCAG00000019775
aotus_nancymaae ENSANAG00000036396
carlito_syrichta ENSTSYG00000027357
prolemur_simus ENSPSMG00000022983
propithecus_coquereli ENSPCOG00000026496
microcebus_murinus ENSMICG00000003224
otolemur_garnettii ENSOGAG00000011889
equus_asinus_asinus ENSEASG00005020994
equus_caballus ENSECAG00000021253
pteropus_vampyrus ENSPVAG00000017590
ursus_americanus ENSUAMG00000015352
ursus_maritimus ENSUMAG00000003307
ailuropoda_melanoleuca ENSAMEG00000006488
mustela_putorius_furo ENSMPUG00000014149
neovison_vison ENSNVIG00000003114
canis_lupus_dingo ENSCAFG00020015282
canis_lupus_familiaris ENSCAFG00000030566
vulpes_vulpes ENSVVUG00000009506
panthera_pardus ENSPPRG00000005705
panthera_tigris_altaica ENSPTIG00000014133
felis_catus ENSFCAG00000026121
erinaceus_europaeus ENSEEUG00000009622
capra_hircus ENSCHIG00000023505
ovis_aries ENSOARG00000013983
bos_taurus ENSBTAG00000030675
bos_mutus ENSBMUG00000015111
bison_bison_bison ENSBBBG00000003806
tursiops_truncatus ENSTTRG00000016953
sus_scrofa ENSSSCG00000038554
vicugna_pacos ENSVPAG00000005990
sorex_araneus ENSSARG00000012328
myotis_lucifugus ENSMLUG00000011422
ochotona_princeps ENSOPRG00000000134
oryctolagus_cuniculus ENSOCUG00000008799
procavia_capensis ENSPCAG00000010094
echinops_telfairi ENSETEG00000018618
loxodonta_africana ENSLAFG00000011935
choloepus_hoffmanni ENSCHOG00000000336
dasypus_novemcinctus ENSDNOG00000044206
ornithorhynchus_anatinus ENSOANG00000008196
apteryx_owenii ENSAOWG00000002941
xenopus_tropicalis ENSXETG00000016335
latimeria_chalumnae ENSLACG00000004831
anolis_carolinensis ENSACAG00000012212
eptatretus_burgeri ENSEBUG00000004503
