amphiprion_ocellaris ENSAOCG00000015848
rhinopithecus_roxellana ENSRROG00000036930
capra_hircus ENSCHIG00000016781
capra_hircus ENSCHIG00000020992
macaca_mulatta ENSMMUG00000004932
bos_taurus ENSBTAG00000013873
bos_mutus ENSBMUG00000017970
bison_bison_bison ENSBBBG00000003408
capra_hircus ENSCHIG00000023343
ovis_aries ENSOARG00000004347
tursiops_truncatus ENSTTRG00000015120
sus_scrofa ENSSSCG00000034500
equus_caballus ENSECAG00000011749
equus_asinus_asinus ENSEASG00005011959
ursus_maritimus ENSUMAG00000024517
ursus_americanus ENSUAMG00000013260
ailuropoda_melanoleuca ENSAMEG00000011380
canis_lupus_dingo ENSCAFG00020011431
canis_lupus_familiaris ENSCAFG00000016731
vulpes_vulpes ENSVVUG00000001941
neovison_vison ENSNVIG00000021793
mustela_putorius_furo ENSMPUG00000012673
panthera_pardus ENSPPRG00000023106
felis_catus ENSFCAG00000033871
pteropus_vampyrus ENSPVAG00000006409
myotis_lucifugus ENSMLUG00000017046
dasypus_novemcinctus ENSDNOG00000049035
choloepus_hoffmanni ENSCHOG00000004913
loxodonta_africana ENSLAFG00000001916
procavia_capensis ENSPCAG00000012198
echinops_telfairi ENSETEG00000018267
dipodomys_ordii ENSDORG00000008104
apteryx_rowi ENSARWG00000003637
apteryx_haastii ENSAHAG00000003885
apteryx_owenii ENSAOWG00000011081
dromaius_novaehollandiae ENSDNVG00000013952
nothoprocta_perdicaria ENSNPEG00000003766
anser_brachyrhynchus ENSABRG00000015126
anas_platyrhynchos_platyrhynchos ENSAPLG00000014116
gallus_gallus ENSGALG00000038848
coturnix_japonica ENSCJPG00005008848
numida_meleagris ENSNMEG00000017953
calidris_pygmaea ENSCPGG00000004306
calidris_pugnax ENSCPUG00000007878
lepidothrix_coronata ENSLCOG00000008956
manacus_vitellinus ENSMVIG00005017368
serinus_canaria ENSSCAG00000014719
junco_hyemalis ENSJHYG00000005635
lonchura_striata_domestica ENSLSDG00000015821
taeniopygia_guttata ENSTGUG00000000339
parus_major ENSPMJG00000006547
ficedula_albicollis ENSFALG00000014415
cyanistes_caeruleus ENSCCEG00000003921
meleagris_gallopavo ENSMGAG00000003712
melopsittacus_undulatus ENSMUNG00000009922
crocodylus_porosus ENSCPRG00005007971
chelonoidis_abingdonii ENSCABG00000014103
gopherus_agassizii ENSGAGG00000005635
chrysemys_picta_bellii ENSCPBG00000007524
pelodiscus_sinensis ENSPSIG00000010376
pogona_vitticeps ENSPVIG00000007889
notechis_scutatus ENSNSUG00000000337
anolis_carolinensis ENSACAG00000015018
notechis_scutatus ENSNSUG00000010487
salvator_merianae ENSSMRG00000018167
xenopus_tropicalis ENSXETG00000009168
