seriola_dumerili ENSSDUG00000006148
paramormyrops_kingsleyae ENSPKIG00000002119
scleropages_formosus ENSSFOG00015008401
erpetoichthys_calabaricus ENSECRG00000017014
zonotrichia_albicollis ENSZALG00000006815
junco_hyemalis ENSJHYG00000002906
lonchura_striata ENSLSDG00000010932
taeniopygia_guttata ENSTGUG00000011384
parus_major ENSPMJG00000015035
ficedula_albicollis ENSFALG00000004932
lepidothrix_coronata ENSLCOG00000008742
calidris_pygmaea ENSCPGG00000006591
gallus_gallus ENSGALG00000035537
coturnix_japonica ENSCJPG00005014979
meleagris_gallopavo ENSMGAG00000011790
numida_meleagris ENSNMEG00000020103
anser_brachyrhynchus ENSABRG00000015328
dromaius_novaehollandiae ENSDNVG00000001027
nothoprocta_perdicaria ENSNPEG00000014430
melopsittacus_undulatus ENSMUNG00000004104
calidris_pugnax ENSCPUG00000007678
cyanistes_caeruleus ENSCCEG00000009518
apteryx_rowi ENSARWG00000001343
crocodylus_porosus ENSCPRG00005018208
chrysemys_picta ENSCPBG00000021979
chelonoidis_abingdonii ENSCABG00000008881
pelodiscus_sinensis ENSPSIG00000014904
notechis_scutatus ENSNSUG00000017536
anolis_carolinensis ENSACAG00000004995
salvator_merianae ENSSMRG00000009769
sphenodon_punctatus ENSSPUG00000002574
gopherus_agassizii ENSGAGG00000015102
pogona_vitticeps ENSPVIG00000012954
ovis_aries ENSOARG00000021192
vicugna_pacos ENSVPAG00000011384
ursus_americanus ENSUAMG00000024578
tupaia_belangeri ENSTBEG00000003567
ochotona_princeps ENSOPRG00000005991
dasypus_novemcinctus ENSDNOG00000035278
pteropus_vampyrus ENSPVAG00000012538
capra_hircus ENSCHIG00000024200
choloepus_hoffmanni ENSCHOG00000005225
tursiops_truncatus ENSTTRG00000012602
sus_scrofa ENSSSCG00000026389
capra_hircus ENSCHIG00000022232
ovis_aries ENSOARG00000004290
bos_indicus ENSBIXG00005029040
bos_indicus ENSBIXG00000023720
bos_taurus ENSBTAG00000007586
bos_mutus ENSBMUG00000013494
bison_bison ENSBBBG00000024709
canis_lupus ENSCAFG00020005575
canis_lupus ENSCAFG00000016620
vulpes_vulpes ENSVVUG00000003869
ursus_maritimus ENSUMAG00000009694
mustela_putorius ENSMPUG00000007492
neovison_vison ENSNVIG00000010299
panthera_tigris ENSPTIG00000018377
panthera_pardus ENSPPRG00000023164
felis_catus ENSFCAG00000042738
equus_caballus ENSECAG00000013051
erinaceus_europaeus ENSEEUG00000005518
pan_paniscus ENSPPAG00000001578
pan_troglodytes ENSPTRG00000034394
homo_sapiens ENSG00000213463
gorilla_gorilla ENSGGOG00000037626
pongo_abelii ENSPPYG00000029433
nomascus_leucogenys ENSNLEG00000001800
rhinopithecus_roxellana ENSRROG00000010555
rhinopithecus_bieti ENSRBIG00000034666
colobus_angolensis ENSCANG00000043691
macaca_nemestrina ENSMNEG00000034435
macaca_fascicularis ENSMFAG00000001417
mandrillus_leucophaeus ENSMLEG00000032122
theropithecus_gelada ENSTGEG00000020275
papio_anubis ENSPANG00000010342
cercocebus_atys ENSCATG00000039693
chlorocebus_sabaeus ENSCSAG00000012994
cebus_capucinus ENSCCAG00000015807
saimiri_boliviensis ENSSBOG00000028807
callithrix_jacchus ENSCJAG00000038700
aotus_nancymaae ENSANAG00000029192
carlito_syrichta ENSTSYG00000001199
prolemur_simus ENSPSMG00000014242
microcebus_murinus ENSMICG00000032757
propithecus_coquereli ENSPCOG00000026833
otolemur_garnettii ENSOGAG00000013211
castor_canadensis ENSCCNG00000028795
dipodomys_ordii ENSDORG00000010450
mus_musculus ENSMUSG00000090935
mus_spicilegus ENSMSIG00000000660
mus_pahari MGP_PahariEiJ_G0029666
rattus_norvegicus ENSRNOG00000006399
meriones_unguiculatus ENSMUGG00000024665
meriones_unguiculatus ENSMUGG00000024660
cricetulus_griseus ENSCGRG00001016968
cricetulus_griseus ENSCGRG00015028162
cricetulus_griseus ENSCGRG00000008660
microtus_ochrogaster ENSMOCG00000017570
peromyscus_maniculatus ENSPEMG00000001343
peromyscus_maniculatus ENSPEMG00000006783
peromyscus_maniculatus ENSPEMG00000001913
urocitellus_parryii ENSUPAG00010001337
ictidomys_tridecemlineatus ENSSTOG00000014437
spermophilus_dauricus ENSSDAG00000019866
spermophilus_dauricus ENSSDAG00000008590
urocitellus_parryii ENSUPAG00010013083
cavia_porcellus ENSCPOG00000023967
cavia_aperea ENSCAPG00000013812
chinchilla_lanigera ENSCLAG00000006437
heterocephalus_glaber ENSHGLG00100001649
heterocephalus_glaber ENSHGLG00000018105
fukomys_damarensis ENSFDAG00000017695
oryctolagus_cuniculus ENSOCUG00000008559
oryctolagus_cuniculus ENSOCUG00000023468
echinops_telfairi ENSETEG00000011835
vombatus_ursinus ENSVURG00010019782
vombatus_ursinus ENSVURG00010011154
phascolarctos_cinereus ENSPCIG00000008525
sarcophilus_harrisii ENSSHAG00000018947
monodelphis_domestica ENSMODG00000046746
sorex_araneus ENSSARG00000008354
piliocolobus_tephrosceles ENSPTEG00000033097
mus_spretus MGP_SPRETEiJ_G0018754
mus_caroli MGP_CAROLIEiJ_G0017909
ailuropoda_melanoleuca ENSAMEG00000014642
equus_asinus ENSEASG00005016623
myotis_lucifugus ENSMLUG00000016266
mus_musculus ENSMUSG00000021139
mus_spretus MGP_SPRETEiJ_G0018752
mus_spicilegus ENSMSIG00000026023
mus_caroli MGP_CAROLIEiJ_G0017907
mus_pahari MGP_PahariEiJ_G0029664
mesocricetus_auratus ENSMAUG00000002533
nannospalax_galili ENSNGAG00000000372
jaculus_jaculus ENSJJAG00000011059
octodon_degus ENSODEG00000014092
homo_sapiens ENSG00000258644
macaca_mulatta ENSMMUG00000011089
loxodonta_africana ENSLAFG00000016720
apteryx_haastii ENSAHAG00000007293
anas_platyrhynchos ENSAPLG00000015990
ornithorhynchus_anatinus ENSOANG00000002669
xenopus_tropicalis ENSXETG00000017333
latimeria_chalumnae ENSLACG00000010784
ciona_savignyi ENSCSAVG00000005867
ciona_intestinalis ENSCING00000000168
