erinaceus_europaeus ENSEEUG00000014818
astatotilapia_calliptera ENSACLG00000001439
maylandia_zebra ENSMZEG00005001507
pundamilia_nyererei ENSPNYG00000007004
haplochromis_burtoni ENSHBUG00000005804
neolamprologus_brichardi ENSNBRG00000023490
oreochromis_niloticus ENSONIG00000007612
amphilophus_citrinellus ENSACIG00000010321
amphiprion_ocellaris ENSAOCG00000014900
amphiprion_percula ENSAPEG00000022822
acanthochromis_polyacanthus ENSAPOG00000007119
stegastes_partitus ENSSPAG00000023374
mastacembelus_armatus ENSMAMG00000005390
monopterus_albus ENSMALG00000004050
anabas_testudineus ENSATEG00000017245
scophthalmus_maximus ENSSMAG00000010060
cynoglossus_semilaevis ENSCSEG00000006719
seriola_dumerili ENSSDUG00000007643
seriola_lalandi ENSSLDG00000007359
periophthalmus_magnuspinnatus ENSPMGG00000002787
hippocampus_comes ENSHCOG00000000584
tetraodon_nigroviridis ENSTNIG00000011320
gadus_morhua ENSGMOG00000007675
esox_lucius ENSELUG00000017340
pygocentrus_nattereri ENSPNAG00000010692
astyanax_mexicanus ENSAMXG00000002366
ictalurus_punctatus ENSIPUG00000020482
danio_rerio ENSDARG00000078615
scleropages_formosus ENSSFOG00015018293
paramormyrops_kingsleyae ENSPKIG00000004531
xiphophorus_maculatus ENSXMAG00000005692
xiphophorus_couchianus ENSXCOG00000005538
poecilia_latipinna ENSPLAG00000013710
cyprinodon_variegatus ENSCVAG00000011471
fundulus_heteroclitus ENSFHEG00000021760
tetraodon_nigroviridis ENSTNIG00000012361
takifugu_rubripes ENSTRUG00000014217
cynoglossus_semilaevis ENSCSEG00000004409
periophthalmus_magnuspinnatus ENSPMGG00000012488
seriola_lalandi ENSSLDG00000005545
seriola_dumerili ENSSDUG00000002836
scophthalmus_maximus ENSSMAG00000008221
poecilia_formosa ENSPFOG00000003021
poecilia_mexicana ENSPMEG00000018947
poecilia_reticulata ENSPREG00000004952
gambusia_affinis ENSGAFG00000005379
kryptolebias_marmoratus ENSKMAG00000000303
oryzias_latipes ENSORLG00020020021
oryzias_latipes ENSORLG00000028332
oryzias_latipes ENSORLG00015020128
oryzias_melastigma ENSOMEG00000009653
astatotilapia_calliptera ENSACLG00000019926
maylandia_zebra ENSMZEG00005022556
pundamilia_nyererei ENSPNYG00000008597
haplochromis_burtoni ENSHBUG00000009132
oreochromis_niloticus ENSONIG00000017609
amphilophus_citrinellus ENSACIG00000021586
acanthochromis_polyacanthus ENSAPOG00000008981
stegastes_partitus ENSSPAG00000021118
amphiprion_ocellaris ENSAOCG00000010023
labrus_bergylta ENSLBEG00000022473
gasterosteus_aculeatus ENSGACG00000017796
neolamprologus_brichardi ENSNBRG00000013680
amphiprion_percula ENSAPEG00000016582
monopterus_albus ENSMALG00000002553
mastacembelus_armatus ENSMAMG00000017995
anabas_testudineus ENSATEG00000016810
mola_mola ENSMMOG00000006875
hippocampus_comes ENSHCOG00000019683
gadus_morhua ENSGMOG00000012475
esox_lucius ENSELUG00000004528
pygocentrus_nattereri ENSPNAG00000000978
astyanax_mexicanus ENSAMXG00000041076
ictalurus_punctatus ENSIPUG00000018164
danio_rerio ENSDARG00000076499
scleropages_formosus ENSSFOG00015001304
paramormyrops_kingsleyae ENSPKIG00000002000
lepisosteus_oculatus ENSLOCG00000012556
