caenorhabditis_elegans WBGene00015813
peromyscus_maniculatus ENSPEMG00000007626
microtus_ochrogaster ENSMOCG00000009946
mus_musculus ENSMUSG00000037475
mus_spicilegus ENSMSIG00000024519
mus_spretus MGP_SPRETEiJ_G0034181
mus_caroli MGP_CAROLIEiJ_G0033023
mus_pahari MGP_PahariEiJ_G0031569
rattus_norvegicus ENSRNOG00000007315
nannospalax_galili ENSNGAG00000016184
jaculus_jaculus ENSJJAG00000017282
mus_spretus MGP_SPRETEiJ_G0028479
mus_musculus ENSMUSG00000079065
mus_spicilegus ENSMSIG00000005173
mus_caroli MGP_CAROLIEiJ_G0027482
mus_pahari MGP_PahariEiJ_G0017260
rattus_norvegicus ENSRNOG00000042340
meriones_unguiculatus ENSMUGG00000015572
cricetulus_griseus ENSCGRG00015012546
cricetulus_griseus ENSCGRG00001009811
cricetulus_griseus ENSCGRG00000000980
microtus_ochrogaster ENSMOCG00000019406
peromyscus_maniculatus ENSPEMG00000011125
nannospalax_galili ENSNGAG00000010936
jaculus_jaculus ENSJJAG00000008784
octodon_degus ENSODEG00000002478
cavia_porcellus ENSCPOG00000038670
chinchilla_lanigera ENSCLAG00000002641
heterocephalus_glaber ENSHGLG00000004222
heterocephalus_glaber ENSHGLG00100011595
fukomys_damarensis ENSFDAG00000017237
urocitellus_parryii ENSUPAG00010006443
spermophilus_dauricus ENSSDAG00000013515
ictidomys_tridecemlineatus ENSSTOG00000009134
marmota_marmota ENSMMMG00000006302
castor_canadensis ENSCCNG00000021797
heterocephalus_glaber ENSHGLG00000002878
heterocephalus_glaber ENSHGLG00100009292
heterocephalus_glaber ENSHGLG00100000141
dipodomys_ordii ENSDORG00000027353
oryctolagus_cuniculus ENSOCUG00000005996
ochotona_princeps ENSOPRG00000018222
pan_troglodytes ENSPTRG00000022246
pan_paniscus ENSPPAG00000040720
homo_sapiens ENSG00000125676
pongo_abelii ENSPPYG00000020695
gorilla_gorilla ENSGGOG00000000486
nomascus_leucogenys ENSNLEG00000015055
mandrillus_leucophaeus ENSMLEG00000034817
cercocebus_atys ENSCATG00000003183
macaca_nemestrina ENSMNEG00000033627
macaca_fascicularis ENSMFAG00000042215
macaca_mulatta ENSMMUG00000003745
theropithecus_gelada ENSTGEG00000021308
chlorocebus_sabaeus ENSCSAG00000018332
papio_anubis ENSPANG00000004038
piliocolobus_tephrosceles ENSPTEG00000026837
colobus_angolensis ENSCANG00000035077
rhinopithecus_roxellana ENSRROG00000041515
rhinopithecus_bieti ENSRBIG00000044129
cebus_capucinus ENSCCAG00000021906
saimiri_boliviensis ENSSBOG00000007245
callithrix_jacchus ENSCJAG00000016157
aotus_nancymaae ENSANAG00000022505
aotus_nancymaae ENSANAG00000034037
carlito_syrichta ENSTSYG00000012292
microcebus_murinus ENSMICG00000011840
propithecus_coquereli ENSPCOG00000001806
prolemur_simus ENSPSMG00000022681
otolemur_garnettii ENSOGAG00000000302
tupaia_belangeri ENSTBEG00000005854
tupaia_belangeri ENSTBEG00000004420
myotis_lucifugus ENSMLUG00000026072
myotis_lucifugus ENSMLUG00000028256
myotis_lucifugus ENSMLUG00000027559
myotis_lucifugus ENSMLUG00000013656
pteropus_vampyrus ENSPVAG00000006132
ursus_americanus ENSUAMG00000008780
ursus_maritimus ENSUMAG00000024014
ailuropoda_melanoleuca ENSAMEG00000014841
neovison_vison ENSNVIG00000023027
mustela_putorius ENSMPUG00000001357
canis_lupus ENSCAFG00020002284
canis_lupus ENSCAFG00000018574
vulpes_vulpes ENSVVUG00000028282
panthera_pardus ENSPPRG00000023137
panthera_tigris ENSPTIG00000006983
felis_catus ENSFCAG00000008301
equus_caballus ENSECAG00000010431
equus_asinus ENSEASG00005017399
bos_indicus ENSBIXG00005019462
bos_taurus ENSBTAG00000008388
bos_mutus ENSBMUG00000022954
ovis_aries ENSOARG00000013665
capra_hircus ENSCHIG00000017733
capra_hircus ENSCHIG00000025851
ovis_aries ENSOARG00000003614
bos_indicus ENSBIXG00000025660
bos_mutus ENSBMUG00000017618
bos_taurus ENSBTAG00000047341
bos_indicus ENSBIXG00005010090
bison_bison ENSBBBG00000006038
tursiops_truncatus ENSTTRG00000002762
sus_scrofa ENSSSCG00000012639
vicugna_pacos ENSVPAG00000006247
erinaceus_europaeus ENSEEUG00000015598
sorex_araneus ENSSARG00000005799
dasypus_novemcinctus ENSDNOG00000012487
loxodonta_africana ENSLAFG00000003146
procavia_capensis ENSPCAG00000005402
echinops_telfairi ENSETEG00000016183
meriones_unguiculatus ENSMUGG00000024397
ciona_savignyi ENSCSAVG00000007943
ornithorhynchus_anatinus ENSOANG00000004054
apteryx_owenii ENSAOWG00000008595
apteryx_rowi ENSARWG00000009440
apteryx_haastii ENSAHAG00000012190
dromaius_novaehollandiae ENSDNVG00000010144
nothoprocta_perdicaria ENSNPEG00000006564
anser_brachyrhynchus ENSABRG00000006522
anas_platyrhynchos ENSAPLG00000010614
coturnix_japonica ENSCJPG00005018783
gallus_gallus ENSGALG00000008507
meleagris_gallopavo ENSMGAG00000007345
numida_meleagris ENSNMEG00000000439
calidris_pugnax ENSCPUG00000001933
calidris_pygmaea ENSCPGG00000010688
taeniopygia_guttata ENSTGUG00000003682
taeniopygia_guttata ENSTGUG00000014082
lonchura_striata ENSLSDG00000004576
serinus_canaria ENSSCAG00000016892
parus_major ENSPMJG00000011391
cyanistes_caeruleus ENSCCEG00000020835
ficedula_albicollis ENSFALG00000001519
junco_hyemalis ENSJHYG00000013614
zonotrichia_albicollis ENSZALG00000018246
manacus_vitellinus ENSMVIG00005005845
lepidothrix_coronata ENSLCOG00000015761
melopsittacus_undulatus ENSMUNG00000013826
crocodylus_porosus ENSCPRG00005004266
chelonoidis_abingdonii ENSCABG00000005870
gopherus_agassizii ENSGAGG00000024263
chrysemys_picta ENSCPBG00000012863
pelodiscus_sinensis ENSPSIG00000015352
pogona_vitticeps ENSPVIG00000024566
anolis_carolinensis ENSACAG00000011585
salvator_merianae ENSSMRG00000013291
notechis_scutatus ENSNSUG00000009069
sphenodon_punctatus ENSSPUG00000012889
xenopus_tropicalis ENSXETG00000018136
latimeria_chalumnae ENSLACG00000016494
callorhinchus_milii ENSCMIG00000015619
erpetoichthys_calabaricus ENSECRG00000010772
lepisosteus_oculatus ENSLOCG00000014546
scleropages_formosus ENSSFOG00015004767
petromyzon_marinus ENSPMAG00000007219
saccharomyces_cerevisiae YNL139C
