serinus_canaria ENSSCAG00000005155
ictidomys_tridecemlineatus ENSSTOG00000011344
erinaceus_europaeus ENSEEUG00000009450
sorex_araneus ENSSARG00000011825
pteropus_vampyrus ENSPVAG00000000397
carlito_syrichta ENSTSYG00000009039
microcebus_murinus ENSMICG00000028380
fukomys_damarensis ENSFDAG00000002064
cavia_porcellus ENSCPOG00000010825
marmota_marmota_marmota ENSMMMG00000000573
spermophilus_dauricus ENSSDAG00000016852
castor_canadensis ENSCCNG00000013002
dasypus_novemcinctus ENSDNOG00000045626
procavia_capensis ENSPCAG00000012845
chinchilla_lanigera ENSCLAG00000003276
octodon_degus ENSODEG00000016515
heterocephalus_glaber_female ENSHGLG00000010694
cricetulus_griseus_crigri ENSCGRG00000008821
cricetulus_griseus_chok1gshd ENSCGRG00001022815
cricetulus_griseus_crigri-picr ENSCGRG00015006159
mesocricetus_auratus ENSMAUG00000017365
microtus_ochrogaster ENSMOCG00000013533
mus_spicilegus ENSMSIG00000013151
rattus_norvegicus ENSRNOG00000014647
meriones_unguiculatus ENSMUGG00000016218
nannospalax_galili ENSNGAG00000009578
ochotona_princeps ENSOPRG00000015006
echinops_telfairi ENSETEG00000006865
choloepus_hoffmanni ENSCHOG00000000692
ovis_aries ENSOARG00000002673
capra_hircus ENSCHIG00000020674
myotis_lucifugus ENSMLUG00000010999
canis_lupus_dingo ENSCAFG00020018039
canis_lupus_familiaris ENSCAFG00000020389
ailuropoda_melanoleuca ENSAMEG00000017213
felis_catus ENSFCAG00000045823
equus_asinus_asinus ENSEASG00005010936
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032582
mus_musculus ENSMUSG00000031885
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031464
mus_pahari MGP_PahariEiJ_G0023064
peromyscus_maniculatus_bairdii ENSPEMG00000001647
jaculus_jaculus ENSJJAG00000013223
oryctolagus_cuniculus ENSOCUG00000005166
propithecus_coquereli ENSPCOG00000024867
prolemur_simus ENSPSMG00000009337
papio_anubis ENSPANG00000008068
chlorocebus_sabaeus ENSCSAG00000003725
cercocebus_atys ENSCATG00000042676
piliocolobus_tephrosceles ENSPTEG00000018705
homo_sapiens ENSG00000067955
loxodonta_africana ENSLAFG00000005502
cyanistes_caeruleus ENSCCEG00000015111
zonotrichia_albicollis ENSZALG00000011916
anas_platyrhynchos_platyrhynchos ENSAPLG00000018054
crocodylus_porosus ENSCPRG00005002598
cavia_aperea ENSCAPG00000005671
heterocephalus_glaber_male ENSHGLG00100003856
dipodomys_ordii ENSDORG00000029036
monodelphis_domestica ENSMODG00000006352
sarcophilus_harrisii ENSSHAG00000009956
phascolarctos_cinereus ENSPCIG00000017526
pogona_vitticeps ENSPVIG00000019258
anolis_carolinensis ENSACAG00000013211
gallus_gallus ENSGALG00000003169
coturnix_japonica ENSCJPG00005000749
apteryx_rowi ENSARWG00000012492
apteryx_owenii ENSAOWG00000016295
dromaius_novaehollandiae ENSDNVG00000000450
taeniopygia_guttata ENSTGUG00000006680
ficedula_albicollis ENSFALG00000007601
calidris_pugnax ENSCPUG00000011431
chrysemys_picta_bellii ENSCPBG00000011989
gopherus_agassizii ENSGAGG00000007094
pelodiscus_sinensis ENSPSIG00000008065
callithrix_jacchus ENSCJAG00000046152
otolemur_garnettii ENSOGAG00000004521
gopherus_agassizii ENSGAGG00000005633
ornithorhynchus_anatinus ENSOANG00000028258
caenorhabditis_elegans_strain_n2 WBGene00000272
poecilia_latipinna ENSPLAG00000012814
poecilia_mexicana ENSPMEG00000013196
xiphophorus_couchianus ENSXCOG00000012814
oryzias_melastigma ENSOMEG00000015215
haplochromis_burtoni ENSHBUG00000001857
periophthalmus_magnuspinnatus ENSPMGG00000002145
takifugu_rubripes ENSTRUG00000007271
xiphophorus_maculatus ENSXMAG00000022475
xiphophorus_couchianus ENSXCOG00000012816
gambusia_affinis ENSGAFG00000014945
poecilia_mexicana ENSPMEG00000005598
poecilia_latipinna ENSPLAG00000013788
poecilia_reticulata ENSPREG00000018625
poecilia_formosa ENSPFOG00000023096
fundulus_heteroclitus ENSFHEG00000017830
cyprinodon_variegatus ENSCVAG00000019164
takifugu_rubripes ENSTRUG00000000734
anabas_testudineus ENSATEG00000012655
mastacembelus_armatus ENSMAMG00000016346
seriola_dumerili ENSSDUG00000021590
seriola_lalandi_dorsalis ENSSLDG00000014583
scophthalmus_maximus ENSSMAG00000013661
maylandia_zebra ENSMZEG00005016281
astatotilapia_calliptera ENSACLG00000013797
pundamilia_nyererei ENSPNYG00000012648
oreochromis_niloticus ENSONIG00000010195
neolamprologus_brichardi ENSNBRG00000019154
amphilophus_citrinellus ENSACIG00000015821
amphiprion_ocellaris ENSAOCG00000011108
amphiprion_percula ENSAPEG00000022174
acanthochromis_polyacanthus ENSAPOG00000022519
stegastes_partitus ENSSPAG00000021867
labrus_bergylta ENSLBEG00000005109
oryzias_latipes ENSORLG00000024937
oryzias_latipes_asm223469v1 ENSORLG00015006926
oryzias_latipes ENSORLG00020016858
kryptolebias_marmoratus ENSKMAG00000013099
gasterosteus_aculeatus ENSGACG00000013972
cynoglossus_semilaevis ENSCSEG00000021246
monopterus_albus ENSMALG00000009009
hippocampus_comes ENSHCOG00000015524
mola_mola ENSMMOG00000019658
gadus_morhua ENSGMOG00000005035
scleropages_formosus ENSSFOG00015013807
pygocentrus_nattereri ENSPNAG00000016926
astyanax_mexicanus ENSAMXG00000020439
ictalurus_punctatus ENSIPUG00000004736
danio_rerio ENSDARG00000040917
esox_lucius ENSELUG00000016159
paramormyrops_kingsleyae ENSPKIG00000022466
scleropages_formosus ENSSFOG00015011379
paramormyrops_kingsleyae ENSPKIG00000001947
lepisosteus_oculatus ENSLOCG00000007913
xenopus_tropicalis ENSXETG00000020027
eptatretus_burgeri ENSEBUG00000014306
eptatretus_burgeri ENSEBUG00000003689
eptatretus_burgeri ENSEBUG00000014280
petromyzon_marinus ENSPMAG00000000551
drosophila_melanogaster FBgn0013753
drosophila_melanogaster FBgn0013755
ciona_intestinalis ENSCING00000009214
latimeria_chalumnae ENSLACG00000007405
