tupaia_belangeri ENSTBEG00000006933
apteryx_owenii ENSAOWG00000011052
apteryx_haastii ENSAHAG00000012852
apteryx_rowi ENSARWG00000004696
dromaius_novaehollandiae ENSDNVG00000017180
nothoprocta_perdicaria ENSNPEG00000007129
crocodylus_porosus ENSCPRG00005005809
chelonoidis_abingdonii ENSCABG00000011769
gopherus_agassizii ENSGAGG00000021431
chrysemys_picta_bellii ENSCPBG00000027704
pelodiscus_sinensis ENSPSIG00000015173
taeniopygia_guttata ENSTGUG00000014828
pogona_vitticeps ENSPVIG00000012403
anolis_carolinensis ENSACAG00000006099
notechis_scutatus ENSNSUG00000018710
salvator_merianae ENSSMRG00000019107
sphenodon_punctatus ENSSPUG00000014935
xenopus_tropicalis ENSXETG00000011532
latimeria_chalumnae ENSLACG00000010143
xiphophorus_maculatus ENSXMAG00000011034
xiphophorus_couchianus ENSXCOG00000019191
gambusia_affinis ENSGAFG00000014592
poecilia_formosa ENSPFOG00000015360
poecilia_mexicana ENSPMEG00000005010
poecilia_latipinna ENSPLAG00000003243
poecilia_reticulata ENSPREG00000012802
fundulus_heteroclitus ENSFHEG00000011373
cyprinodon_variegatus ENSCVAG00000022685
kryptolebias_marmoratus ENSKMAG00000009044
oryzias_latipes ENSORLG00000012835
oryzias_latipes ENSORLG00020003948
oryzias_latipes_asm223469v1 ENSORLG00015009575
oryzias_melastigma ENSOMEG00000014386
pundamilia_nyererei ENSPNYG00000022622
astatotilapia_calliptera ENSACLG00000025353
maylandia_zebra ENSMZEG00005018208
haplochromis_burtoni ENSHBUG00000016733
neolamprologus_brichardi ENSNBRG00000020830
oreochromis_niloticus ENSONIG00000013041
amphilophus_citrinellus ENSACIG00000013508
amphiprion_ocellaris ENSAOCG00000008335
amphiprion_percula ENSAPEG00000011296
acanthochromis_polyacanthus ENSAPOG00000006288
stegastes_partitus ENSSPAG00000017553
seriola_dumerili ENSSDUG00000013798
seriola_lalandi_dorsalis ENSSLDG00000024533
scophthalmus_maximus ENSSMAG00000010183
labrus_bergylta ENSLBEG00000011133
mastacembelus_armatus ENSMAMG00000003540
anabas_testudineus ENSATEG00000020665
takifugu_rubripes ENSTRUG00000011097
tetraodon_nigroviridis ENSTNIG00000008018
mola_mola ENSMMOG00000015837
gasterosteus_aculeatus ENSGACG00000009774
monopterus_albus ENSMALG00000022522
cynoglossus_semilaevis ENSCSEG00000019731
hippocampus_comes ENSHCOG00000012508
periophthalmus_magnuspinnatus ENSPMGG00000007260
gadus_morhua ENSGMOG00000015258
esox_lucius ENSELUG00000006251
astyanax_mexicanus ENSAMXG00000032718
pygocentrus_nattereri ENSPNAG00000021298
ictalurus_punctatus ENSIPUG00000004803
danio_rerio ENSDARG00000089032
seriola_lalandi_dorsalis ENSSLDG00000017138
seriola_dumerili ENSSDUG00000010249
anabas_testudineus ENSATEG00000000165
mola_mola ENSMMOG00000013506
takifugu_rubripes ENSTRUG00000004550
mastacembelus_armatus ENSMAMG00000014051
monopterus_albus ENSMALG00000009233
labrus_bergylta ENSLBEG00000014070
pundamilia_nyererei ENSPNYG00000019270
haplochromis_burtoni ENSHBUG00000009319
astatotilapia_calliptera ENSACLG00000006757
maylandia_zebra ENSMZEG00005025974
astatotilapia_calliptera ENSACLG00000020430
oreochromis_niloticus ENSONIG00000004947
neolamprologus_brichardi ENSNBRG00000018927
amphilophus_citrinellus ENSACIG00000023513
kryptolebias_marmoratus ENSKMAG00000021584
amphiprion_ocellaris ENSAOCG00000008769
amphiprion_percula ENSAPEG00000014757
acanthochromis_polyacanthus ENSAPOG00000001844
acanthochromis_polyacanthus ENSAPOG00000022749
acanthochromis_polyacanthus ENSAPOG00000005130
stegastes_partitus ENSSPAG00000009256
xiphophorus_maculatus ENSXMAG00000016787
xiphophorus_couchianus ENSXCOG00000013504
gambusia_affinis ENSGAFG00000019375
poecilia_latipinna ENSPLAG00000009475
poecilia_mexicana ENSPMEG00000019030
poecilia_formosa ENSPFOG00000001513
poecilia_reticulata ENSPREG00000007875
cyprinodon_variegatus ENSCVAG00000000607
oryzias_latipes_asm223469v1 ENSORLG00015000861
oryzias_latipes ENSORLG00020010866
oryzias_latipes ENSORLG00000006888
oryzias_melastigma ENSOMEG00000001063
cynoglossus_semilaevis ENSCSEG00000019134
tetraodon_nigroviridis ENSTNIG00000000726
tetraodon_nigroviridis ENSTNIG00000005314
gasterosteus_aculeatus ENSGACG00000001879
scophthalmus_maximus ENSSMAG00000017501
fundulus_heteroclitus ENSFHEG00000010742
periophthalmus_magnuspinnatus ENSPMGG00000002902
hippocampus_comes ENSHCOG00000001659
esox_lucius ENSELUG00000020479
pygocentrus_nattereri ENSPNAG00000010552
astyanax_mexicanus ENSAMXG00000035967
danio_rerio ENSDARG00000001015
paramormyrops_kingsleyae ENSPKIG00000012153
scleropages_formosus ENSSFOG00015023839
lepisosteus_oculatus ENSLOCG00000007968
paramormyrops_kingsleyae ENSPKIG00000002222
scleropages_formosus ENSSFOG00015013893
ciona_intestinalis ENSCING00000007055
