mastacembelus_armatus ENSMAMG00000015920
vulpes_vulpes ENSVVUG00000005663
panthera_tigris_altaica ENSPTIG00000005395
panthera_pardus ENSPPRG00000011942
felis_catus ENSFCAG00000004989
ovis_aries ENSOARG00000009466
capra_hircus ENSCHIG00000002159
bos_mutus ENSBMUG00000026137
bos_taurus ENSBTAG00000003234
bison_bison_bison ENSBBBG00000019087
tursiops_truncatus ENSTTRG00000006800
sus_scrofa ENSSSCG00000038221
vicugna_pacos ENSVPAG00000000736
equus_caballus ENSECAG00000012114
equus_asinus_asinus ENSEASG00005013674
erinaceus_europaeus ENSEEUG00000003078
cercocebus_atys ENSCATG00000031945
mandrillus_leucophaeus ENSMLEG00000033859
theropithecus_gelada ENSTGEG00000017052
papio_anubis ENSPANG00000024392
macaca_mulatta ENSMMUG00000037580
macaca_nemestrina ENSMNEG00000037692
macaca_fascicularis ENSMFAG00000002586
chlorocebus_sabaeus ENSCSAG00000003413
colobus_angolensis_palliatus ENSCANG00000028545
piliocolobus_tephrosceles ENSPTEG00000011173
rhinopithecus_bieti ENSRBIG00000038759
rhinopithecus_roxellana ENSRROG00000040362
pan_paniscus ENSPPAG00000037971
pan_troglodytes ENSPTRG00000008397
gorilla_gorilla ENSGGOG00000016637
homo_sapiens ENSG00000086696
pongo_abelii ENSPPYG00000007591
nomascus_leucogenys ENSNLEG00000010702
saimiri_boliviensis_boliviensis ENSSBOG00000033511
cebus_capucinus ENSCCAG00000015333
callithrix_jacchus ENSCJAG00000016505
aotus_nancymaae ENSANAG00000036673
carlito_syrichta ENSTSYG00000013598
propithecus_coquereli ENSPCOG00000015807
prolemur_simus ENSPSMG00000006150
microcebus_murinus ENSMICG00000037784
otolemur_garnettii ENSOGAG00000012529
tupaia_belangeri ENSTBEG00000012958
chinchilla_lanigera ENSCLAG00000001169
octodon_degus ENSODEG00000000425
heterocephalus_glaber_female ENSHGLG00000018748
heterocephalus_glaber_male ENSHGLG00100010668
fukomys_damarensis ENSFDAG00000020461
cavia_porcellus ENSCPOG00000033474
cavia_aperea ENSCAPG00000011413
urocitellus_parryii ENSUPAG00010008573
ictidomys_tridecemlineatus ENSSTOG00000021305
spermophilus_dauricus ENSSDAG00000002577
marmota_marmota_marmota ENSMMMG00000012113
peromyscus_maniculatus_bairdii ENSPEMG00000016574
microtus_ochrogaster ENSMOCG00000021716
cricetulus_griseus_chok1gshd ENSCGRG00001014890
cricetulus_griseus_crigri-picr ENSCGRG00015023405
cricetulus_griseus_crigri ENSCGRG00000014772
mesocricetus_auratus ENSMAUG00000017677
mus_musculus ENSMUSG00000031844
mus_spicilegus ENSMSIG00000021297
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032730
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031612
mus_pahari MGP_PahariEiJ_G0023210
rattus_norvegicus ENSRNOG00000013982
meriones_unguiculatus ENSMUGG00000019372
nannospalax_galili ENSNGAG00000014990
jaculus_jaculus ENSJJAG00000021451
dipodomys_ordii ENSDORG00000029871
oryctolagus_cuniculus ENSOCUG00000016655
ochotona_princeps ENSOPRG00000005422
procavia_capensis ENSPCAG00000005481
loxodonta_africana ENSLAFG00000001816
echinops_telfairi ENSETEG00000001132
phascolarctos_cinereus ENSPCIG00000010747
monodelphis_domestica ENSMODG00000015163
ornithorhynchus_anatinus ENSOANG00000011332
xenopus_tropicalis ENSXETG00000003579
latimeria_chalumnae ENSLACG00000005022
