hippocampus_comes ENSHCOG00000000918
ictidomys_tridecemlineatus ENSSTOG00000008596
ictidomys_tridecemlineatus ENSSTOG00000030393
ictidomys_tridecemlineatus ENSSTOG00000021917
ictidomys_tridecemlineatus ENSSTOG00000033183
spermophilus_dauricus ENSSDAG00000005702
piliocolobus_tephrosceles ENSPTEG00000028032
macaca_nemestrina ENSMNEG00000027747
macaca_fascicularis ENSMFAG00000003306
theropithecus_gelada ENSTGEG00000009957
rhinopithecus_bieti ENSRBIG00000038568
rhinopithecus_roxellana ENSRROG00000038525
carlito_syrichta ENSTSYG00000002037
microcebus_murinus ENSMICG00000028052
cricetulus_griseus_crigri-picr ENSCGRG00015025796
microtus_ochrogaster ENSMOCG00000001490
mus_spicilegus ENSMSIG00000009438
spermophilus_dauricus ENSSDAG00000012692
spermophilus_dauricus ENSSDAG00000012642
ictidomys_tridecemlineatus ENSSTOG00000034510
heterocephalus_glaber_female ENSHGLG00000013922
heterocephalus_glaber_male ENSHGLG00100016491
heterocephalus_glaber_female ENSHGLG00000017716
heterocephalus_glaber_male ENSHGLG00100014041
sus_scrofa ENSSSCG00000040491
dasypus_novemcinctus ENSDNOG00000039208
dasypus_novemcinctus ENSDNOG00000018765
loxodonta_africana ENSLAFG00000008473
loxodonta_africana ENSLAFG00000031721
tursiops_truncatus ENSTTRG00000012984
vicugna_pacos ENSVPAG00000007223
ursus_americanus ENSUAMG00000016938
equus_asinus_asinus ENSEASG00005018106
equus_caballus ENSECAG00000001088
pteropus_vampyrus ENSPVAG00000005373
tupaia_belangeri ENSTBEG00000004177
echinops_telfairi ENSETEG00000012497
heterocephalus_glaber_female ENSHGLG00000007177
heterocephalus_glaber_female ENSHGLG00000006728
cavia_porcellus ENSCPOG00000034668
cavia_porcellus ENSCPOG00000033974
octodon_degus ENSODEG00000001292
octodon_degus ENSODEG00000002382
cavia_aperea ENSCAPG00000011738
ursus_americanus ENSUAMG00000008420
panthera_tigris_altaica ENSPTIG00000011225
panthera_tigris_altaica ENSPTIG00000011166
felis_catus ENSFCAG00000014650
felis_catus ENSFCAG00000046275
bos_mutus ENSBMUG00000011718
chinchilla_lanigera ENSCLAG00000006448
chinchilla_lanigera ENSCLAG00000005929
mesocricetus_auratus ENSMAUG00000007879
mesocricetus_auratus ENSMAUG00000013789
cricetulus_griseus_chok1gshd ENSCGRG00001004660
cricetulus_griseus_chok1gshd ENSCGRG00001022282
cricetulus_griseus_crigri ENSCGRG00000002496
microtus_ochrogaster ENSMOCG00000013228
sarcophilus_harrisii ENSSHAG00000000909
xenopus_tropicalis ENSXETG00000022512
latimeria_chalumnae ENSLACG00000015247
petromyzon_marinus ENSPMAG00000002700
eptatretus_burgeri ENSEBUG00000003668
