cavia_aperea ENSCAPG00000007281
crocodylus_porosus ENSCPRG00005001287
anolis_carolinensis ENSACAG00000013692
pogona_vitticeps ENSPVIG00000009512
notechis_scutatus ENSNSUG00000008265
salvator_merianae ENSSMRG00000018177
sphenodon_punctatus ENSSPUG00000000051
apteryx_haastii ENSAHAG00000010953
apteryx_owenii ENSAOWG00000013049
apteryx_rowi ENSARWG00000003331
dromaius_novaehollandiae ENSDNVG00000000248
nothoprocta_perdicaria ENSNPEG00000003982
calidris_pygmaea ENSCPGG00000005290
calidris_pugnax ENSCPUG00000000756
melopsittacus_undulatus ENSMUNG00000000469
lepidothrix_coronata ENSLCOG00000010916
manacus_vitellinus ENSMVIG00005015158
lonchura_striata_domestica ENSLSDG00000009398
taeniopygia_guttata ENSTGUG00000017229
junco_hyemalis ENSJHYG00000001216
ficedula_albicollis ENSFALG00000003606
parus_major ENSPMJG00000009966
cyanistes_caeruleus ENSCCEG00000022058
serinus_canaria ENSSCAG00000007118
gallus_gallus ENSGALG00000039704
coturnix_japonica ENSCJPG00005021243
meleagris_gallopavo ENSMGAG00000004771
numida_meleagris ENSNMEG00000020589
anser_brachyrhynchus ENSABRG00000022943
anas_platyrhynchos_platyrhynchos ENSAPLG00000015847
xenopus_tropicalis ENSXETG00000025777
latimeria_chalumnae ENSLACG00000014085
tetraodon_nigroviridis ENSTNIG00000006639
takifugu_rubripes ENSTRUG00000017768
mola_mola ENSMMOG00000000300
gasterosteus_aculeatus ENSGACG00000012421
seriola_dumerili ENSSDUG00000005995
seriola_lalandi_dorsalis ENSSLDG00000017903
cynoglossus_semilaevis ENSCSEG00000005558
labrus_bergylta ENSLBEG00000019109
mastacembelus_armatus ENSMAMG00000000334
anabas_testudineus ENSATEG00000002003
monopterus_albus ENSMALG00000011034
periophthalmus_magnuspinnatus ENSPMGG00000001481
scophthalmus_maximus ENSSMAG00000010273
pundamilia_nyererei ENSPNYG00000016133
haplochromis_burtoni ENSHBUG00000005064
maylandia_zebra ENSMZEG00005006112
astatotilapia_calliptera ENSACLG00000022423
neolamprologus_brichardi ENSNBRG00000010265
oreochromis_niloticus ENSONIG00000004730
amphilophus_citrinellus ENSACIG00000013669
amphiprion_percula ENSAPEG00000006351
amphiprion_ocellaris ENSAOCG00000008270
amphiprion_percula ENSAPEG00000006498
amphiprion_ocellaris ENSAOCG00000012498
acanthochromis_polyacanthus ENSAPOG00000013516
stegastes_partitus ENSSPAG00000016734
fundulus_heteroclitus ENSFHEG00000001811
cyprinodon_variegatus ENSCVAG00000016608
xiphophorus_maculatus ENSXMAG00000025257
xiphophorus_couchianus ENSXCOG00000009775
gambusia_affinis ENSGAFG00000001716
poecilia_formosa ENSPFOG00000017370
poecilia_mexicana ENSPMEG00000020142
poecilia_latipinna ENSPLAG00000004086
poecilia_reticulata ENSPREG00000009413
kryptolebias_marmoratus ENSKMAG00000002795
oryzias_latipes ENSORLG00000004111
oryzias_latipes_asm223469v1 ENSORLG00015022452
oryzias_latipes ENSORLG00020004168
oryzias_melastigma ENSOMEG00000005026
gadus_morhua ENSGMOG00000018174
esox_lucius ENSELUG00000015377
hippocampus_comes ENSHCOG00000008099
astyanax_mexicanus ENSAMXG00000016628
pygocentrus_nattereri ENSPNAG00000024774
ictalurus_punctatus ENSIPUG00000015162
danio_rerio ENSDARG00000100435
paramormyrops_kingsleyae ENSPKIG00000015103
scleropages_formosus ENSSFOG00015002089
scleropages_formosus ENSSFOG00015012502
paramormyrops_kingsleyae ENSPKIG00000007222
labrus_bergylta ENSLBEG00000008209
mola_mola ENSMMOG00000018119
seriola_dumerili ENSSDUG00000010583
takifugu_rubripes ENSTRUG00000022070
monopterus_albus ENSMALG00000006476
kryptolebias_marmoratus ENSKMAG00000001947
tetraodon_nigroviridis ENSTNIG00000007830
periophthalmus_magnuspinnatus ENSPMGG00000009364
xiphophorus_maculatus ENSXMAG00000004514
xiphophorus_couchianus ENSXCOG00000007395
gambusia_affinis ENSGAFG00000007414
poecilia_formosa ENSPFOG00000016526
poecilia_mexicana ENSPMEG00000004259
poecilia_latipinna ENSPLAG00000013843
poecilia_reticulata ENSPREG00000006853
fundulus_heteroclitus ENSFHEG00000016935
cyprinodon_variegatus ENSCVAG00000019494
oryzias_latipes_asm223469v1 ENSORLG00015009506
oryzias_latipes ENSORLG00020013524
oryzias_latipes ENSORLG00000025938
oryzias_melastigma ENSOMEG00000005151
anabas_testudineus ENSATEG00000020043
scophthalmus_maximus ENSSMAG00000007846
cynoglossus_semilaevis ENSCSEG00000017193
seriola_lalandi_dorsalis ENSSLDG00000015572
mastacembelus_armatus ENSMAMG00000003199
hippocampus_comes ENSHCOG00000020539
amphiprion_percula ENSAPEG00000005222
amphiprion_ocellaris ENSAOCG00000015785
acanthochromis_polyacanthus ENSAPOG00000014756
stegastes_partitus ENSSPAG00000002070
maylandia_zebra ENSMZEG00005006538
astatotilapia_calliptera ENSACLG00000009994
pundamilia_nyererei ENSPNYG00000000315
haplochromis_burtoni ENSHBUG00000000538
neolamprologus_brichardi ENSNBRG00000004197
oreochromis_niloticus ENSONIG00000010664
maylandia_zebra ENSMZEG00005005565
astatotilapia_calliptera ENSACLG00000009943
haplochromis_burtoni ENSHBUG00000018412
pundamilia_nyererei ENSPNYG00000000319
neolamprologus_brichardi ENSNBRG00000004081
amphilophus_citrinellus ENSACIG00000000151
gasterosteus_aculeatus ENSGACG00000016000
gadus_morhua ENSGMOG00000000792
esox_lucius ENSELUG00000023228
danio_rerio ENSDARG00000030108
lepisosteus_oculatus ENSLOCG00000010249
anolis_carolinensis ENSACAG00000012421
notechis_scutatus ENSNSUG00000009008
salvator_merianae ENSSMRG00000010682
latimeria_chalumnae ENSLACG00000005244
petromyzon_marinus ENSPMAG00000001530
eptatretus_burgeri ENSEBUG00000001213
ciona_savignyi ENSCSAVG00000005891
drosophila_melanogaster FBgn0260855
caenorhabditis_elegans_strain_n2 WBGene00018853
saccharomyces_cerevisiae YLR268W
