taeniopygia_guttata ENSTGUG00000004460
prolemur_simus ENSPSMG00000003830
microcebus_murinus ENSMICG00000009761
otolemur_garnettii ENSOGAG00000013983
dasypus_novemcinctus ENSDNOG00000030625
choloepus_hoffmanni ENSCHOG00000001689
loxodonta_africana ENSLAFG00000005475
procavia_capensis ENSPCAG00000009618
echinops_telfairi ENSETEG00000017445
ornithorhynchus_anatinus ENSOANG00000003340
xenopus_tropicalis ENSXETG00000018020
ornithorhynchus_anatinus ENSOANG00000031261
latimeria_chalumnae ENSLACG00000015611
pygocentrus_nattereri ENSPNAG00000015357
astyanax_mexicanus ENSAMXG00000013995
danio_rerio ENSDARG00000023600
cynoglossus_semilaevis ENSCSEG00000009692
periophthalmus_magnuspinnatus ENSPMGG00000001351
anabas_testudineus ENSATEG00000014713
monopterus_albus ENSMALG00000000472
poecilia_mexicana ENSPMEG00000020875
poecilia_latipinna ENSPLAG00000011121
poecilia_formosa ENSPFOG00000008503
poecilia_reticulata ENSPREG00000002204
xiphophorus_couchianus ENSXCOG00000011100
xiphophorus_maculatus ENSXMAG00000022099
gambusia_affinis ENSGAFG00000016430
fundulus_heteroclitus ENSFHEG00000018948
cyprinodon_variegatus ENSCVAG00000013080
kryptolebias_marmoratus ENSKMAG00000002271
oryzias_latipes_asm223469v1 ENSORLG00015018378
oryzias_latipes ENSORLG00020000827
oryzias_latipes ENSORLG00000007131
oryzias_melastigma ENSOMEG00000005229
tetraodon_nigroviridis ENSTNIG00000011037
takifugu_rubripes ENSTRUG00000010559
amphiprion_percula ENSAPEG00000013596
amphiprion_ocellaris ENSAOCG00000012617
acanthochromis_polyacanthus ENSAPOG00000013740
stegastes_partitus ENSSPAG00000011987
astatotilapia_calliptera ENSACLG00000022586
pundamilia_nyererei ENSPNYG00000010441
haplochromis_burtoni ENSHBUG00000006885
maylandia_zebra ENSMZEG00005019518
neolamprologus_brichardi ENSNBRG00000012125
oreochromis_niloticus ENSONIG00000017474
amphilophus_citrinellus ENSACIG00000018810
hippocampus_comes ENSHCOG00000004568
seriola_lalandi_dorsalis ENSSLDG00000023184
seriola_dumerili ENSSDUG00000008361
scophthalmus_maximus ENSSMAG00000006359
gasterosteus_aculeatus ENSGACG00000017387
labrus_bergylta ENSLBEG00000015982
mola_mola ENSMMOG00000006262
mastacembelus_armatus ENSMAMG00000015411
gadus_morhua ENSGMOG00000016523
scleropages_formosus ENSSFOG00015018201
danio_rerio ENSDARG00000039901
esox_lucius ENSELUG00000007677
