procavia_capensis ENSPCAG00000002874
dasypus_novemcinctus ENSDNOG00000049464
prolemur_simus ENSPSMG00000009657
otolemur_garnettii ENSOGAG00000009360
ursus_americanus ENSUAMG00000020665
rhinopithecus_bieti ENSRBIG00000036983
petromyzon_marinus ENSPMAG00000002135
eptatretus_burgeri ENSEBUG00000010037
notechis_scutatus ENSNSUG00000001673
notechis_scutatus ENSNSUG00000001668
notechis_scutatus ENSNSUG00000001670
phascolarctos_cinereus ENSPCIG00000019504
notamacropus_eugenii ENSMEUG00000005837
sarcophilus_harrisii ENSSHAG00000018327
monodelphis_domestica ENSMODG00000001484
ornithorhynchus_anatinus ENSOANG00000008755
seriola_dumerili ENSSDUG00000013685
seriola_dumerili ENSSDUG00000013589
cynoglossus_semilaevis ENSCSEG00000018001
cynoglossus_semilaevis ENSCSEG00000018091
mastacembelus_armatus ENSMAMG00000009279
haplochromis_burtoni ENSHBUG00000020521
haplochromis_burtoni ENSHBUG00000020401
xiphophorus_couchianus ENSXCOG00000006413
xiphophorus_maculatus ENSXMAG00000009960
gambusia_affinis ENSGAFG00000008744
poecilia_formosa ENSPFOG00000007254
poecilia_mexicana ENSPMEG00000015881
poecilia_latipinna ENSPLAG00000011577
poecilia_reticulata ENSPREG00000020758
cyprinodon_variegatus ENSCVAG00000013214
cyprinodon_variegatus ENSCVAG00000013189
cyprinodon_variegatus ENSCVAG00000005988
cyprinodon_variegatus ENSCVAG00000000171
fundulus_heteroclitus ENSFHEG00000001444
kryptolebias_marmoratus ENSKMAG00000011135
oryzias_latipes ENSORLG00000010464
oryzias_latipes ENSORLG00020010409
oryzias_latipes_asm223469v1 ENSORLG00015006530
oryzias_melastigma ENSOMEG00000008295
stegastes_partitus ENSSPAG00000019730
anabas_testudineus ENSATEG00000020135
seriola_lalandi_dorsalis ENSSLDG00000001963
takifugu_rubripes ENSTRUG00000018504
takifugu_rubripes ENSTRUG00000024975
tetraodon_nigroviridis ENSTNIG00000018098
labrus_bergylta ENSLBEG00000014487
periophthalmus_magnuspinnatus ENSPMGG00000010675
hippocampus_comes ENSHCOG00000004631
gasterosteus_aculeatus ENSGACG00000006859
mola_mola ENSMMOG00000001684
scophthalmus_maximus ENSSMAG00000020614
monopterus_albus ENSMALG00000017587
astatotilapia_calliptera ENSACLG00000001061
maylandia_zebra ENSMZEG00005012569
pundamilia_nyererei ENSPNYG00000017359
neolamprologus_brichardi ENSNBRG00000018674
oreochromis_niloticus ENSONIG00000008826
amphilophus_citrinellus ENSACIG00000011717
amphiprion_ocellaris ENSAOCG00000006833
amphiprion_percula ENSAPEG00000011337
acanthochromis_polyacanthus ENSAPOG00000016681
gadus_morhua ENSGMOG00000018152
esox_lucius ENSELUG00000022074
pygocentrus_nattereri ENSPNAG00000009719
astyanax_mexicanus ENSAMXG00000010536
ictalurus_punctatus ENSIPUG00000006515
danio_rerio ENSDARG00000078675
paramormyrops_kingsleyae ENSPKIG00000012841
scleropages_formosus ENSSFOG00015000804
cynoglossus_semilaevis ENSCSEG00000018735
lepisosteus_oculatus ENSLOCG00000006561
latimeria_chalumnae ENSLACG00000002360
petromyzon_marinus ENSPMAG00000008407
eptatretus_burgeri ENSEBUG00000010722
xenopus_tropicalis ENSXETG00000010841
calidris_pygmaea ENSCPGG00000004660
calidris_pugnax ENSCPUG00000011228
melopsittacus_undulatus ENSMUNG00000012240
gallus_gallus ENSGALG00000010967
coturnix_japonica ENSCJPG00005012616
meleagris_gallopavo ENSMGAG00000011689
numida_meleagris ENSNMEG00000000872
anser_brachyrhynchus ENSABRG00000019817
anas_platyrhynchos_platyrhynchos ENSAPLG00000015722
nothoprocta_perdicaria ENSNPEG00000011155
nothoprocta_perdicaria ENSNPEG00000011154
nothoprocta_perdicaria ENSNPEG00000011159
apteryx_rowi ENSARWG00000014298
apteryx_haastii ENSAHAG00000003995
apteryx_owenii ENSAOWG00000012431
dromaius_novaehollandiae ENSDNVG00000000165
lepidothrix_coronata ENSLCOG00000003542
manacus_vitellinus ENSMVIG00005008203
taeniopygia_guttata ENSTGUG00000016202
anas_platyrhynchos_platyrhynchos ENSAPLG00000021191
taeniopygia_guttata ENSTGUG00000013835
taeniopygia_guttata ENSTGUG00000009812
lonchura_striata_domestica ENSLSDG00000018008
serinus_canaria ENSSCAG00000006729
junco_hyemalis ENSJHYG00000002984
zonotrichia_albicollis ENSZALG00000008865
ficedula_albicollis ENSFALG00000012509
cyanistes_caeruleus ENSCCEG00000008340
parus_major ENSPMJG00000004670
crocodylus_porosus ENSCPRG00005006744
nannospalax_galili ENSNGAG00000018494
meriones_unguiculatus ENSMUGG00000020406
carlito_syrichta ENSTSYG00000033273
ursus_americanus ENSUAMG00000018903
chelonoidis_abingdonii ENSCABG00000023123
chelonoidis_abingdonii ENSCABG00000023121
chelonoidis_abingdonii ENSCABG00000023124
ornithorhynchus_anatinus ENSOANG00000031123
chrysemys_picta_bellii ENSCPBG00000014002
gopherus_agassizii ENSGAGG00000000052
pelodiscus_sinensis ENSPSIG00000013971
sphenodon_punctatus ENSSPUG00000016024
castor_canadensis ENSCCNG00000020802
castor_canadensis ENSCCNG00000020866
castor_canadensis ENSCCNG00000020829
nannospalax_galili ENSNGAG00000020625
carlito_syrichta ENSTSYG00000036091
ornithorhynchus_anatinus ENSOANG00000009181
pogona_vitticeps ENSPVIG00000008608
anolis_carolinensis ENSACAG00000007870
salvator_merianae ENSSMRG00000018266
xiphophorus_couchianus ENSXCOG00000006420
xiphophorus_maculatus ENSXMAG00000026418
