microcebus_murinus ENSMICG00000030939
meleagris_gallopavo ENSMGAG00000002691
coturnix_japonica ENSCJPG00005013702
numida_meleagris ENSNMEG00000005242
taeniopygia_guttata ENSTGUG00000006753
serinus_canaria ENSSCAG00000008408
ficedula_albicollis ENSFALG00000011560
cyanistes_caeruleus ENSCCEG00000017033
parus_major ENSPMJG00000006571
zonotrichia_albicollis ENSZALG00000004718
junco_hyemalis ENSJHYG00000006434
lonchura_striata ENSLSDG00000004217
manacus_vitellinus ENSMVIG00005009664
lepidothrix_coronata ENSLCOG00000002780
calidris_pugnax ENSCPUG00000015201
calidris_pygmaea ENSCPGG00000003061
apteryx_rowi ENSARWG00000013212
apteryx_owenii ENSAOWG00000008832
apteryx_haastii ENSAHAG00000011651
nothoprocta_perdicaria ENSNPEG00000001510
dromaius_novaehollandiae ENSDNVG00000002748
pogona_vitticeps ENSPVIG00000022187
anolis_carolinensis ENSACAG00000013532
notechis_scutatus ENSNSUG00000016012
salvator_merianae ENSSMRG00000013485
sphenodon_punctatus ENSSPUG00000008887
xenopus_tropicalis ENSXETG00000005627
xenopus_tropicalis ENSXETG00000002667
xenopus_tropicalis ENSXETG00000002640
xenopus_tropicalis ENSXETG00000002678
xenopus_tropicalis ENSXETG00000002727
xenopus_tropicalis ENSXETG00000002699
latimeria_chalumnae ENSLACG00000016726
scleropages_formosus ENSSFOG00015009485
paramormyrops_kingsleyae ENSPKIG00000020172
cottoperca_gobio ENSCGOG00000000649
gasterosteus_aculeatus ENSGACG00000014114
labrus_bergylta ENSLBEG00000018615
mola_mola ENSMMOG00000015323
seriola_dumerili ENSSDUG00000013177
seriola_lalandi ENSSLDG00000014572
lates_calcarifer ENSLCAG00010000409
cynoglossus_semilaevis ENSCSEG00000007359
amphiprion_ocellaris ENSAOCG00000002719
amphiprion_percula ENSAPEG00000000245
acanthochromis_polyacanthus ENSAPOG00000008253
stegastes_partitus ENSSPAG00000012553
parambassis_ranga ENSPRNG00000004616
astatotilapia_calliptera ENSACLG00000010520
maylandia_zebra ENSMZEG00005023756
pundamilia_nyererei ENSPNYG00000012870
haplochromis_burtoni ENSHBUG00000012375
oreochromis_niloticus ENSONIG00000005410
neolamprologus_brichardi ENSNBRG00000000272
amphilophus_citrinellus ENSACIG00000023881
gouania_willdenowi ENSGWIG00000011763
monopterus_albus ENSMALG00000006897
mastacembelus_armatus ENSMAMG00000009851
anabas_testudineus ENSATEG00000009540
betta_splendens ENSBSLG00000002205
poecilia_formosa ENSPFOG00000010944
poecilia_mexicana ENSPMEG00000005808
poecilia_latipinna ENSPLAG00000009978
poecilia_reticulata ENSPREG00000002635
xiphophorus_maculatus ENSXMAG00000001137
xiphophorus_couchianus ENSXCOG00000017772
gambusia_affinis ENSGAFG00000016829
fundulus_heteroclitus ENSFHEG00000019026
cyprinodon_variegatus ENSCVAG00000006838
kryptolebias_marmoratus ENSKMAG00000013068
oryzias_melastigma ENSOMEG00000021813
oryzias_melastigma ENSOMEG00000021841
oryzias_latipes ENSORLG00000022144
oryzias_latipes ENSORLG00015013591
oryzias_melastigma ENSOMEG00000021758
oryzias_melastigma ENSOMEG00000021798
oryzias_latipes ENSORLG00020015878
oryzias_latipes ENSORLG00000018673
oryzias_latipes ENSORLG00015013621
oryzias_latipes ENSORLG00000021813
oryzias_latipes ENSORLG00015013669
tetraodon_nigroviridis ENSTNIG00000006400
takifugu_rubripes ENSTRUG00000006745
periophthalmus_magnuspinnatus ENSPMGG00000020738
gadus_morhua ENSGMOG00000005940
hucho_hucho ENSHHUG00000029543
hucho_hucho ENSHHUG00000023417
hucho_hucho ENSHHUG00000016854
clupea_harengus ENSCHAG00000003259
clupea_harengus ENSCHAG00000004415
denticeps_clupeoides ENSDCDG00000020976
astyanax_mexicanus ENSAMXG00000006083
astyanax_mexicanus ENSAMXG00005022291
pygocentrus_nattereri ENSPNAG00000015146
ictalurus_punctatus ENSIPUG00000018598
electrophorus_electricus ENSEEEG00000003312
danio_rerio ENSDARG00000079324
amphiprion_percula ENSAPEG00000023209
amphiprion_ocellaris ENSAOCG00000016999
acanthochromis_polyacanthus ENSAPOG00000013692
stegastes_partitus ENSSPAG00000022863
parambassis_ranga ENSPRNG00000023949
gouania_willdenowi ENSGWIG00000016786
mastacembelus_armatus ENSMAMG00000003449
monopterus_albus ENSMALG00000006242
anabas_testudineus ENSATEG00000012071
betta_splendens ENSBSLG00000001391
seriola_dumerili ENSSDUG00000020059
seriola_lalandi ENSSLDG00000021734
lates_calcarifer ENSLCAG00010010449
labrus_bergylta ENSLBEG00000017535
cynoglossus_semilaevis ENSCSEG00000006350
takifugu_rubripes ENSTRUG00000012789
tetraodon_nigroviridis ENSTNIG00000013681
mola_mola ENSMMOG00000012986
larimichthys_crocea ENSLCRG00005005682
gasterosteus_aculeatus ENSGACG00000005868
cottoperca_gobio ENSCGOG00000007488
scophthalmus_maximus ENSSMAG00000012716
hippocampus_comes ENSHCOG00000019628
xiphophorus_maculatus ENSXMAG00000007047
xiphophorus_couchianus ENSXCOG00000016764
gambusia_affinis ENSGAFG00000021345
poecilia_formosa ENSPFOG00000019644
poecilia_mexicana ENSPMEG00000022749
poecilia_latipinna ENSPLAG00000009157
poecilia_reticulata ENSPREG00000014103
fundulus_heteroclitus ENSFHEG00000011927
cyprinodon_variegatus ENSCVAG00000006560
kryptolebias_marmoratus ENSKMAG00000021409
oryzias_latipes ENSORLG00000005868
oryzias_latipes ENSORLG00020010163
oryzias_latipes ENSORLG00015003047
oryzias_melastigma ENSOMEG00000016951
astatotilapia_calliptera ENSACLG00000011073
maylandia_zebra ENSMZEG00005002032
maylandia_zebra ENSMZEG00005002044
haplochromis_burtoni ENSHBUG00000000281
pundamilia_nyererei ENSPNYG00000019539
neolamprologus_brichardi ENSNBRG00000013290
oreochromis_niloticus ENSONIG00000008275
amphilophus_citrinellus ENSACIG00000011741
periophthalmus_magnuspinnatus ENSPMGG00000010838
gadus_morhua ENSGMOG00000018449
hucho_hucho ENSHHUG00000048621
esox_lucius ENSELUG00000021256
ictalurus_punctatus ENSIPUG00000022215
electrophorus_electricus ENSEEEG00000001805
astyanax_mexicanus ENSAMXG00005008440
astyanax_mexicanus ENSAMXG00000017855
pygocentrus_nattereri ENSPNAG00000007698
danio_rerio ENSDARG00000076320
clupea_harengus ENSCHAG00000024433
paramormyrops_kingsleyae ENSPKIG00000011312
scleropages_formosus ENSSFOG00015004039
lepisosteus_oculatus ENSLOCG00000006642
erpetoichthys_calabaricus ENSECRG00000020421
callorhinchus_milii ENSCMIG00000011230
