serinus_canaria ENSSCAG00000014955
canis_lupus_familiaris ENSCAFG00000020059
canis_lupus_dingo ENSCAFG00020001819
vulpes_vulpes ENSVVUG00000024680
panthera_pardus ENSPPRG00000009121
panthera_tigris_altaica ENSPTIG00000006292
felis_catus ENSFCAG00000013476
pteropus_vampyrus ENSPVAG00000006790
myotis_lucifugus ENSMLUG00000012921
equus_asinus_asinus ENSEASG00005013505
equus_caballus ENSECAG00000011893
erinaceus_europaeus ENSEEUG00000014084
sorex_araneus ENSSARG00000000374
loxodonta_africana ENSLAFG00000003446
procavia_capensis ENSPCAG00000006727
echinops_telfairi ENSETEG00000004872
choloepus_hoffmanni ENSCHOG00000012622
dasypus_novemcinctus ENSDNOG00000010332
latimeria_chalumnae ENSLACG00000002581
