tursiops_truncatus ENSTTRG00000005799
xiphophorus_couchianus ENSXCOG00000010013
esox_lucius ENSELUG00000000708
pygocentrus_nattereri ENSPNAG00000014488
astyanax_mexicanus ENSAMXG00000006633
ictalurus_punctatus ENSIPUG00000021100
paramormyrops_kingsleyae ENSPKIG00000019951
scleropages_formosus ENSSFOG00015001775
scleropages_formosus ENSSFOG00015020434
lepisosteus_oculatus ENSLOCG00000002082
lepisosteus_oculatus ENSLOCG00000000337
latimeria_chalumnae ENSLACG00000022680
petromyzon_marinus ENSPMAG00000003427
eptatretus_burgeri ENSEBUG00000012917
petromyzon_marinus ENSPMAG00000006089
eptatretus_burgeri ENSEBUG00000011918
danio_rerio ENSDARG00000115906
manacus_vitellinus ENSMVIG00005010848
eptatretus_burgeri ENSEBUG00000008234
eptatretus_burgeri ENSEBUG00000007232
fundulus_heteroclitus ENSFHEG00000015530
fundulus_heteroclitus ENSFHEG00000015679
poecilia_latipinna ENSPLAG00000015850
poecilia_mexicana ENSPMEG00000008840
poecilia_formosa ENSPFOG00000001863
eptatretus_burgeri ENSEBUG00000011592
phascolarctos_cinereus ENSPCIG00000027831
notamacropus_eugenii ENSMEUG00000001325
sarcophilus_harrisii ENSSHAG00000012473
monodelphis_domestica ENSMODG00000000193
cyprinodon_variegatus ENSCVAG00000013911
cyprinodon_variegatus ENSCVAG00000000905
cyprinodon_variegatus ENSCVAG00000013892
gambusia_affinis ENSGAFG00000011437
gambusia_affinis ENSGAFG00000011448
eptatretus_burgeri ENSEBUG00000003064
eptatretus_burgeri ENSEBUG00000005821
ciona_intestinalis ENSCING00000002016
ciona_savignyi ENSCSAVG00000008380
