lonchura_striata_domestica ENSLSDG00000004125
canis_lupus_dingo ENSCAFG00020008598
canis_lupus_familiaris ENSCAFG00000019567
vulpes_vulpes ENSVVUG00000026422
ailuropoda_melanoleuca ENSAMEG00000009857
ursus_americanus ENSUAMG00000024533
panthera_pardus ENSPPRG00000005369
panthera_tigris_altaica ENSPTIG00000014316
felis_catus ENSFCAG00000006321
erinaceus_europaeus ENSEEUG00000003816
tupaia_belangeri ENSTBEG00000009277
loxodonta_africana ENSLAFG00000006256
procavia_capensis ENSPCAG00000013664
dasypus_novemcinctus ENSDNOG00000044945
phascolarctos_cinereus ENSPCIG00000028302
notamacropus_eugenii ENSMEUG00000006924
monodelphis_domestica ENSMODG00000006209
sarcophilus_harrisii ENSSHAG00000018741
ornithorhynchus_anatinus ENSOANG00000022287
xenopus_tropicalis ENSXETG00000032027
pogona_vitticeps ENSPVIG00000017259
anolis_carolinensis ENSACAG00000002745
notechis_scutatus ENSNSUG00000018683
salvator_merianae ENSSMRG00000000503
sphenodon_punctatus ENSSPUG00000011157
gopherus_agassizii ENSGAGG00000004360
chelonoidis_abingdonii ENSCABG00000018147
chrysemys_picta_bellii ENSCPBG00000019352
pelodiscus_sinensis ENSPSIG00000005274
crocodylus_porosus ENSCPRG00005011387
scleropages_formosus ENSSFOG00015017990
paramormyrops_kingsleyae ENSPKIG00000010985
gasterosteus_aculeatus ENSGACG00000004352
takifugu_rubripes ENSTRUG00000002614
oryzias_latipes ENSORLG00020011686
oryzias_latipes ENSORLG00000017207
oryzias_latipes_asm223469v1 ENSORLG00015005076
oryzias_melastigma ENSOMEG00000014840
scophthalmus_maximus ENSSMAG00000017872
hippocampus_comes ENSHCOG00000014352
monopterus_albus ENSMALG00000002985
mastacembelus_armatus ENSMAMG00000002035
anabas_testudineus ENSATEG00000000882
seriola_dumerili ENSSDUG00000017457
seriola_lalandi_dorsalis ENSSLDG00000019997
cynoglossus_semilaevis ENSCSEG00000018158
amphiprion_ocellaris ENSAOCG00000020471
amphiprion_percula ENSAPEG00000020458
acanthochromis_polyacanthus ENSAPOG00000020294
stegastes_partitus ENSSPAG00000019088
poecilia_formosa ENSPFOG00000017102
poecilia_reticulata ENSPREG00000014357
poecilia_latipinna ENSPLAG00000005239
poecilia_mexicana ENSPMEG00000015506
gambusia_affinis ENSGAFG00000015339
xiphophorus_maculatus ENSXMAG00000014726
xiphophorus_couchianus ENSXCOG00000014205
cyprinodon_variegatus ENSCVAG00000016313
fundulus_heteroclitus ENSFHEG00000003194
kryptolebias_marmoratus ENSKMAG00000017931
astatotilapia_calliptera ENSACLG00000003119
pundamilia_nyererei ENSPNYG00000003018
maylandia_zebra ENSMZEG00005000795
haplochromis_burtoni ENSHBUG00000013511
neolamprologus_brichardi ENSNBRG00000011578
oreochromis_niloticus ENSONIG00000000612
amphilophus_citrinellus ENSACIG00000012803
periophthalmus_magnuspinnatus ENSPMGG00000007691
labrus_bergylta ENSLBEG00000026545
labrus_bergylta ENSLBEG00000010051
mola_mola ENSMMOG00000013433
gadus_morhua ENSGMOG00000003376
pygocentrus_nattereri ENSPNAG00000025744
astyanax_mexicanus ENSAMXG00000041995
danio_rerio ENSDARG00000091126
astyanax_mexicanus ENSAMXG00000024799
pygocentrus_nattereri ENSPNAG00000018536
ictalurus_punctatus ENSIPUG00000020036
danio_rerio ENSDARG00000012409
esox_lucius ENSELUG00000003071
lepisosteus_oculatus ENSLOCG00000004882
latimeria_chalumnae ENSLACG00000016427
caenorhabditis_elegans_strain_n2 WBGene00009831
