mus_spicilegus ENSMSIG00000000785
gopherus_agassizii ENSGAGG00000007932
pelodiscus_sinensis ENSPSIG00000011458
junco_hyemalis ENSJHYG00000013607
zonotrichia_albicollis ENSZALG00000016569
serinus_canaria ENSSCAG00000000358
taeniopygia_guttata ENSTGUG00000013069
lonchura_striata_domestica ENSLSDG00000001167
parus_major ENSPMJG00000003369
cyanistes_caeruleus ENSCCEG00000003804
ficedula_albicollis ENSFALG00000007470
melopsittacus_undulatus ENSMUNG00000014452
calidris_pygmaea ENSCPGG00000018661
calidris_pugnax ENSCPUG00000006967
lepidothrix_coronata ENSLCOG00000003083
manacus_vitellinus ENSMVIG00005014293
calidris_pugnax ENSCPUG00000006966
anser_brachyrhynchus ENSABRG00000015639
anas_platyrhynchos_platyrhynchos ENSAPLG00000007861
gallus_gallus ENSGALG00000053694
meleagris_gallopavo ENSMGAG00000013976
coturnix_japonica ENSCJPG00005016692
numida_meleagris ENSNMEG00000016563
dromaius_novaehollandiae ENSDNVG00000005067
nothoprocta_perdicaria ENSNPEG00000007540
apteryx_haastii ENSAHAG00000004589
apteryx_rowi ENSARWG00000001579
anolis_carolinensis ENSACAG00000017477
salvator_merianae ENSSMRG00000004480
ornithorhynchus_anatinus ENSOANG00000020467
ornithorhynchus_anatinus ENSOANG00000009674
choloepus_hoffmanni ENSCHOG00000005993
dasypus_novemcinctus ENSDNOG00000033320
loxodonta_africana ENSLAFG00000002095
procavia_capensis ENSPCAG00000005701
chinchilla_lanigera ENSCLAG00000014477
urocitellus_parryii ENSUPAG00010004766
piliocolobus_tephrosceles ENSPTEG00000010094
rhinopithecus_roxellana ENSRROG00000040071
macaca_nemestrina ENSMNEG00000032918
macaca_fascicularis ENSMFAG00000038761
