choloepus_hoffmanni ENSCHOG00000006273
xiphophorus_couchianus ENSXCOG00000012021
cyprinodon_variegatus ENSCVAG00000000841
kryptolebias_marmoratus ENSKMAG00000003054
oryzias_latipes ENSORLG00020005415
oryzias_latipes_asm223469v1 ENSORLG00015000755
oryzias_latipes ENSORLG00000009151
oryzias_melastigma ENSOMEG00000023372
cynoglossus_semilaevis ENSCSEG00000015823
tetraodon_nigroviridis ENSTNIG00000006912
takifugu_rubripes ENSTRUG00000007473
mola_mola ENSMMOG00000006304
labrus_bergylta ENSLBEG00000027700
gasterosteus_aculeatus ENSGACG00000019121
seriola_dumerili ENSSDUG00000014192
seriola_lalandi_dorsalis ENSSLDG00000013506
scophthalmus_maximus ENSSMAG00000014184
amphiprion_percula ENSAPEG00000018322
amphiprion_ocellaris ENSAOCG00000020373
acanthochromis_polyacanthus ENSAPOG00000015305
stegastes_partitus ENSSPAG00000020664
astatotilapia_calliptera ENSACLG00000008352
haplochromis_burtoni ENSHBUG00000011311
maylandia_zebra ENSMZEG00005018226
pundamilia_nyererei ENSPNYG00000012059
oreochromis_niloticus ENSONIG00000009962
neolamprologus_brichardi ENSNBRG00000020085
amphilophus_citrinellus ENSACIG00000007643
mastacembelus_armatus ENSMAMG00000001512
monopterus_albus ENSMALG00000003181
anabas_testudineus ENSATEG00000005035
hippocampus_comes ENSHCOG00000005700
periophthalmus_magnuspinnatus ENSPMGG00000009787
gadus_morhua ENSGMOG00000019442
esox_lucius ENSELUG00000004117
pygocentrus_nattereri ENSPNAG00000000443
astyanax_mexicanus ENSAMXG00000040855
ictalurus_punctatus ENSIPUG00000005502
lepisosteus_oculatus ENSLOCG00000016444
petromyzon_marinus ENSPMAG00000004006
