ochotona_princeps ENSOPRG00000005172
dromaius_novaehollandiae ENSDNVG00000010321
nothoprocta_perdicaria ENSNPEG00000002346
crocodylus_porosus ENSCPRG00005009255
chelonoidis_abingdonii ENSCABG00000009059
gopherus_agassizii ENSGAGG00000006312
chrysemys_picta ENSCPBG00000015992
pelodiscus_sinensis ENSPSIG00000013166
xenopus_tropicalis ENSXETG00000002272
latimeria_chalumnae ENSLACG00000015124
erpetoichthys_calabaricus ENSECRG00000006821
erpetoichthys_calabaricus ENSECRG00000006806
lepisosteus_oculatus ENSLOCG00000007258
scleropages_formosus ENSSFOG00015008757
ornithorhynchus_anatinus ENSOANG00000021899
scleropages_formosus ENSSFOG00015016608
callorhinchus_milii ENSCMIG00000010134
clupea_harengus ENSCHAG00000014635
denticeps_clupeoides ENSDCDG00000035618
cyprinodon_variegatus ENSCVAG00000007409
fundulus_heteroclitus ENSFHEG00000006896
xiphophorus_maculatus ENSXMAG00000027755
gambusia_affinis ENSGAFG00000004243
poecilia_formosa ENSPFOG00000023886
gasterosteus_aculeatus ENSGACG00000012520
cynoglossus_semilaevis ENSCSEG00000016067
gouania_willdenowi ENSGWIG00000019631
mastacembelus_armatus ENSMAMG00000008523
oryzias_latipes ENSORLG00000002951
tetraodon_nigroviridis ENSTNIG00000004127
astatotilapia_calliptera ENSACLG00000022925
maylandia_zebra ENSMZEG00005013234
haplochromis_burtoni ENSHBUG00000019057
pundamilia_nyererei ENSPNYG00000013349
amphiprion_percula ENSAPEG00000004071
anabas_testudineus ENSATEG00000021701
seriola_lalandi ENSSLDG00000009491
larimichthys_crocea ENSLCRG00005014597
hippocampus_comes ENSHCOG00000012664
gadus_morhua ENSGMOG00000004011
astyanax_mexicanus ENSAMXG00005019148
paramormyrops_kingsleyae ENSPKIG00000017843
scleropages_formosus ENSSFOG00015007954
eptatretus_burgeri ENSEBUG00000011365
denticeps_clupeoides ENSDCDG00000016908
clupea_harengus ENSCHAG00000014000
astyanax_mexicanus ENSAMXG00005005500
astyanax_mexicanus ENSAMXG00000016550
pygocentrus_nattereri ENSPNAG00000009988
ictalurus_punctatus ENSIPUG00000023603
electrophorus_electricus ENSEEEG00000024448
danio_rerio ENSDARG00000013224
tetraodon_nigroviridis ENSTNIG00000018305
takifugu_rubripes ENSTRUG00000001888
cynoglossus_semilaevis ENSCSEG00000016708
mastacembelus_armatus ENSMAMG00000003660
monopterus_albus ENSMALG00000001319
anabas_testudineus ENSATEG00000025136
seriola_dumerili ENSSDUG00000018822
seriola_lalandi ENSSLDG00000004907
scophthalmus_maximus ENSSMAG00000007825
lates_calcarifer ENSLCAG00010009881
lates_calcarifer ENSLCAG00010009879
betta_splendens ENSBSLG00000025601
betta_splendens ENSBSLG00000025621
cottoperca_gobio ENSCGOG00000001402
gasterosteus_aculeatus ENSGACG00000004874
labrus_bergylta ENSLBEG00000023688
larimichthys_crocea ENSLCRG00005021006
mola_mola ENSMMOG00000013212
amphiprion_ocellaris ENSAOCG00000002301
amphiprion_percula ENSAPEG00000023278
acanthochromis_polyacanthus ENSAPOG00000013759
stegastes_partitus ENSSPAG00000000850
parambassis_ranga ENSPRNG00000009650
oryzias_latipes ENSORLG00000007405
oryzias_latipes ENSORLG00020012477
oryzias_latipes ENSORLG00015007838
oryzias_melastigma ENSOMEG00000011817
kryptolebias_marmoratus ENSKMAG00000016440
maylandia_zebra ENSMZEG00005002127
maylandia_zebra ENSMZEG00005002101
pundamilia_nyererei ENSPNYG00000004717
pundamilia_nyererei ENSPNYG00000004747
haplochromis_burtoni ENSHBUG00000011706
haplochromis_burtoni ENSHBUG00000011734
astatotilapia_calliptera ENSACLG00000000893
oreochromis_niloticus ENSONIG00000014763
neolamprologus_brichardi ENSNBRG00000009433
amphilophus_citrinellus ENSACIG00000010948
cyprinodon_variegatus ENSCVAG00000014188
fundulus_heteroclitus ENSFHEG00000016596
poecilia_formosa ENSPFOG00000015369
poecilia_latipinna ENSPLAG00000008727
poecilia_mexicana ENSPMEG00000010209
poecilia_reticulata ENSPREG00000013115
xiphophorus_maculatus ENSXMAG00000017915
xiphophorus_couchianus ENSXCOG00000015866
gambusia_affinis ENSGAFG00000016083
oryzias_latipes ENSORLG00020000739
kryptolebias_marmoratus ENSKMAG00000002164
periophthalmus_magnuspinnatus ENSPMGG00000007718
hippocampus_comes ENSHCOG00000001617
gadus_morhua ENSGMOG00000010831
hucho_hucho ENSHHUG00000023126
hucho_hucho ENSHHUG00000023145
hucho_hucho ENSHHUG00000044841
esox_lucius ENSELUG00000008866
paramormyrops_kingsleyae ENSPKIG00000010632
scleropages_formosus ENSSFOG00015004915
fundulus_heteroclitus ENSFHEG00000000841
clupea_harengus ENSCHAG00000011193
clupea_harengus ENSCHAG00000011160
denticeps_clupeoides ENSDCDG00000017971
astyanax_mexicanus ENSAMXG00000024784
astyanax_mexicanus ENSAMXG00005010317
pygocentrus_nattereri ENSPNAG00000019430
electrophorus_electricus ENSEEEG00000008771
ictalurus_punctatus ENSIPUG00000020698
danio_rerio ENSDARG00000056695
hucho_hucho ENSHHUG00000025492
hucho_hucho ENSHHUG00000025479
hucho_hucho ENSHHUG00000042631
esox_lucius ENSELUG00000007357
gouania_willdenowi ENSGWIG00000021593
takifugu_rubripes ENSTRUG00000008232
cynoglossus_semilaevis ENSCSEG00000004445
maylandia_zebra ENSMZEG00005007033
pundamilia_nyererei ENSPNYG00000000621
astatotilapia_calliptera ENSACLG00000002547
neolamprologus_brichardi ENSNBRG00000005096
oreochromis_niloticus ENSONIG00000017983
amphilophus_citrinellus ENSACIG00000007815
poecilia_mexicana ENSPMEG00000021886
poecilia_formosa ENSPFOG00000017389
poecilia_latipinna ENSPLAG00000019002
poecilia_reticulata ENSPREG00000008796
xiphophorus_maculatus ENSXMAG00000004561
gambusia_affinis ENSGAFG00000014872
cyprinodon_variegatus ENSCVAG00000020813
parambassis_ranga ENSPRNG00000004134
mola_mola ENSMMOG00000013175
gasterosteus_aculeatus ENSGACG00000013284
lates_calcarifer ENSLCAG00010015745
scophthalmus_maximus ENSSMAG00000011091
monopterus_albus ENSMALG00000016244
mastacembelus_armatus ENSMAMG00000014650
larimichthys_crocea ENSLCRG00005011781
labrus_bergylta ENSLBEG00000015459
anabas_testudineus ENSATEG00000022058
seriola_dumerili ENSSDUG00000002164
seriola_lalandi ENSSLDG00000016920
amphiprion_ocellaris ENSAOCG00000014775
amphiprion_percula ENSAPEG00000006309
acanthochromis_polyacanthus ENSAPOG00000016548
stegastes_partitus ENSSPAG00000020916
oryzias_latipes ENSORLG00020002068
oryzias_latipes ENSORLG00000027993
oryzias_latipes ENSORLG00015015522
oryzias_melastigma ENSOMEG00000022758
betta_splendens ENSBSLG00000016596
cottoperca_gobio ENSCGOG00000007789
hippocampus_comes ENSHCOG00000000605
periophthalmus_magnuspinnatus ENSPMGG00000023350
tetraodon_nigroviridis ENSTNIG00000003416
gadus_morhua ENSGMOG00000001221
paramormyrops_kingsleyae ENSPKIG00000010288
lepisosteus_oculatus ENSLOCG00000003682
lonchura_striata ENSLSDG00000016379
taeniopygia_guttata ENSTGUG00000014070
cyanistes_caeruleus ENSCCEG00000007042
lepidothrix_coronata ENSLCOG00000002995
calidris_pugnax ENSCPUG00000019866
gallus_gallus ENSGALG00000043327
apteryx_haastii ENSAHAG00000016357
crocodylus_porosus ENSCPRG00005014987
eptatretus_burgeri ENSEBUG00000002655
drosophila_melanogaster FBgn0004861
drosophila_melanogaster FBgn0004860
