procavia_capensis ENSPCAG00000009624
phascolarctos_cinereus ENSPCIG00000018520
notamacropus_eugenii ENSMEUG00000000726
sarcophilus_harrisii ENSSHAG00000004543
pogona_vitticeps ENSPVIG00000011276
anolis_carolinensis ENSACAG00000016231
notechis_scutatus ENSNSUG00000007888
salvator_merianae ENSSMRG00000009306
sphenodon_punctatus ENSSPUG00000009745
chelonoidis_abingdonii ENSCABG00000020222
gopherus_agassizii ENSGAGG00000013426
chrysemys_picta ENSCPBG00000025266
pelodiscus_sinensis ENSPSIG00000015050
gallus_gallus ENSGALG00000014189
coturnix_japonica ENSCJPG00005015944
numida_meleagris ENSNMEG00000015477
anas_platyrhynchos ENSAPLG00000002493
anser_brachyrhynchus ENSABRG00000021317
calidris_pygmaea ENSCPGG00000004491
calidris_pugnax ENSCPUG00000007378
apteryx_haastii ENSAHAG00000012310
apteryx_rowi ENSARWG00000009367
nothoprocta_perdicaria ENSNPEG00000006239
junco_hyemalis ENSJHYG00000009736
ficedula_albicollis ENSFALG00000006642
lonchura_striata ENSLSDG00000004739
parus_major ENSPMJG00000009635
lepidothrix_coronata ENSLCOG00000010643
taeniopygia_guttata ENSTGUG00000012001
serinus_canaria ENSSCAG00000008339
zonotrichia_albicollis ENSZALG00000004745
cyanistes_caeruleus ENSCCEG00000005280
manacus_vitellinus ENSMVIG00005019872
dromaius_novaehollandiae ENSDNVG00000001261
apteryx_owenii ENSAOWG00000009422
meleagris_gallopavo ENSMGAG00000013789
melopsittacus_undulatus ENSMUNG00000006080
crocodylus_porosus ENSCPRG00005002956
xenopus_tropicalis ENSXETG00000009372
pan_troglodytes ENSPTRG00000050439
panthera_pardus ENSPPRG00000012607
monodelphis_domestica ENSMODG00000006239
ornithorhynchus_anatinus ENSOANG00000009629
gambusia_affinis ENSGAFG00000020081
xiphophorus_maculatus ENSXMAG00000021995
poecilia_mexicana ENSPMEG00000007245
poecilia_mexicana ENSPMEG00000007235
poecilia_latipinna ENSPLAG00000014813
kryptolebias_marmoratus ENSKMAG00000010518
acanthochromis_polyacanthus ENSAPOG00000007661
astyanax_mexicanus ENSAMXG00005013586
oryzias_latipes ENSORLG00015018499
oryzias_latipes ENSORLG00020020062
oryzias_latipes ENSORLG00000012911
oryzias_melastigma ENSOMEG00000014830
periophthalmus_magnuspinnatus ENSPMGG00000003786
denticeps_clupeoides ENSDCDG00000023007
denticeps_clupeoides ENSDCDG00000032298
hucho_hucho ENSHHUG00000033522
hucho_hucho ENSHHUG00000023816
esox_lucius ENSELUG00000019477
gouania_willdenowi ENSGWIG00000019821
hippocampus_comes ENSHCOG00000013124
tetraodon_nigroviridis ENSTNIG00000007250
takifugu_rubripes ENSTRUG00000009595
scophthalmus_maximus ENSSMAG00000015919
labrus_bergylta ENSLBEG00000028062
gasterosteus_aculeatus ENSGACG00000019321
amphiprion_percula ENSAPEG00000023612
amphiprion_ocellaris ENSAOCG00000014071
stegastes_partitus ENSSPAG00000003326
seriola_dumerili ENSSDUG00000019697
seriola_lalandi ENSSLDG00000013290
betta_splendens ENSBSLG00000018795
poecilia_formosa ENSPFOG00000014945
poecilia_reticulata ENSPREG00000017855
poecilia_latipinna ENSPLAG00000016879
poecilia_mexicana ENSPMEG00000022391
gambusia_affinis ENSGAFG00000020044
xiphophorus_couchianus ENSXCOG00000003053
xiphophorus_maculatus ENSXMAG00000021509
fundulus_heteroclitus ENSFHEG00000010403
cyprinodon_variegatus ENSCVAG00000021267
cynoglossus_semilaevis ENSCSEG00000003217
mola_mola ENSMMOG00000002748
cottoperca_gobio ENSCGOG00000024329
larimichthys_crocea ENSLCRG00005019741
astatotilapia_calliptera ENSACLG00000014519
maylandia_zebra ENSMZEG00005007898
pundamilia_nyererei ENSPNYG00000020477
haplochromis_burtoni ENSHBUG00000009160
neolamprologus_brichardi ENSNBRG00000019081
oreochromis_niloticus ENSONIG00000012004
amphilophus_citrinellus ENSACIG00000005805
parambassis_ranga ENSPRNG00000020542
monopterus_albus ENSMALG00000014587
mastacembelus_armatus ENSMAMG00000023316
anabas_testudineus ENSATEG00000023533
lates_calcarifer ENSLCAG00010019198
astyanax_mexicanus ENSAMXG00000033039
astyanax_mexicanus ENSAMXG00005013568
pygocentrus_nattereri ENSPNAG00000011000
ictalurus_punctatus ENSIPUG00000021137
electrophorus_electricus ENSEEEG00000005197
danio_rerio ENSDARG00000101967
clupea_harengus ENSCHAG00000005136
gadus_morhua ENSGMOG00000017779
scleropages_formosus ENSSFOG00015022556
paramormyrops_kingsleyae ENSPKIG00000017612
lepisosteus_oculatus ENSLOCG00000015081
erpetoichthys_calabaricus ENSECRG00000000990
latimeria_chalumnae ENSLACG00000017225
kryptolebias_marmoratus ENSKMAG00000011916
callorhinchus_milii ENSCMIG00000013662
petromyzon_marinus ENSPMAG00000009903
eptatretus_burgeri ENSEBUG00000002494
eptatretus_burgeri ENSEBUG00000016303
petromyzon_marinus ENSPMAG00000003906
