mus_spicilegus ENSMSIG00000013650
loxodonta_africana ENSLAFG00000005371
procavia_capensis ENSPCAG00000005740
echinops_telfairi ENSETEG00000010392
choloepus_hoffmanni ENSCHOG00000002918
dasypus_novemcinctus ENSDNOG00000009390
ornithorhynchus_anatinus ENSOANG00000009247
tupaia_belangeri ENSTBEG00000000276
ornithorhynchus_anatinus ENSOANG00000009416
tupaia_belangeri ENSTBEG00000002250
phascolarctos_cinereus ENSPCIG00000019219
notamacropus_eugenii ENSMEUG00000012605
sarcophilus_harrisii ENSSHAG00000015333
monodelphis_domestica ENSMODG00000014314
gopherus_agassizii ENSGAGG00000012922
chelonoidis_abingdonii ENSCABG00000016045
chrysemys_picta_bellii ENSCPBG00000008941
pelodiscus_sinensis ENSPSIG00000006326
crocodylus_porosus ENSCPRG00005004761
manacus_vitellinus ENSMVIG00005017266
lepidothrix_coronata ENSLCOG00000004160
junco_hyemalis ENSJHYG00000001388
zonotrichia_albicollis ENSZALG00000011570
serinus_canaria ENSSCAG00000006198
lonchura_striata_domestica ENSLSDG00000006488
taeniopygia_guttata ENSTGUG00000000275
ficedula_albicollis ENSFALG00000000245
parus_major ENSPMJG00000008553
cyanistes_caeruleus ENSCCEG00000004715
ornithorhynchus_anatinus ENSOANG00000012271
apteryx_owenii ENSAOWG00000001068
apteryx_haastii ENSAHAG00000000903
apteryx_rowi ENSARWG00000003505
dromaius_novaehollandiae ENSDNVG00000011249
nothoprocta_perdicaria ENSNPEG00000003969
calidris_pugnax ENSCPUG00000000696
calidris_pygmaea ENSCPGG00000019434
melopsittacus_undulatus ENSMUNG00000009290
anser_brachyrhynchus ENSABRG00000001575
anas_platyrhynchos_platyrhynchos ENSAPLG00000006972
gallus_gallus ENSGALG00000007839
meleagris_gallopavo ENSMGAG00000004316
coturnix_japonica ENSCJPG00005012933
numida_meleagris ENSNMEG00000003521
pogona_vitticeps ENSPVIG00000006142
anolis_carolinensis ENSACAG00000008287
notechis_scutatus ENSNSUG00000004102
salvator_merianae ENSSMRG00000021312
sphenodon_punctatus ENSSPUG00000009819
xenopus_tropicalis ENSXETG00000011665
latimeria_chalumnae ENSLACG00000018069
seriola_dumerili ENSSDUG00000012797
seriola_lalandi_dorsalis ENSSLDG00000006120
scophthalmus_maximus ENSSMAG00000007709
mastacembelus_armatus ENSMAMG00000017465
monopterus_albus ENSMALG00000012138
labrus_bergylta ENSLBEG00000022449
anabas_testudineus ENSATEG00000020543
mola_mola ENSMMOG00000014070
gasterosteus_aculeatus ENSGACG00000010697
cynoglossus_semilaevis ENSCSEG00000015273
fundulus_heteroclitus ENSFHEG00000003292
cyprinodon_variegatus ENSCVAG00000020328
xiphophorus_maculatus ENSXMAG00000029112
xiphophorus_couchianus ENSXCOG00000010217
gambusia_affinis ENSGAFG00000013282
poecilia_formosa ENSPFOG00000005663
poecilia_latipinna ENSPLAG00000021768
poecilia_mexicana ENSPMEG00000022490
poecilia_reticulata ENSPREG00000010771
kryptolebias_marmoratus ENSKMAG00000013322
oryzias_latipes ENSORLG00000005127
oryzias_latipes ENSORLG00020008528
oryzias_latipes_asm223469v1 ENSORLG00015013275
oryzias_melastigma ENSOMEG00000005349
maylandia_zebra ENSMZEG00005005374
pundamilia_nyererei ENSPNYG00000015417
astatotilapia_calliptera ENSACLG00000008068
haplochromis_burtoni ENSHBUG00000020797
neolamprologus_brichardi ENSNBRG00000021190
oreochromis_niloticus ENSONIG00000011106
amphilophus_citrinellus ENSACIG00000007046
amphiprion_ocellaris ENSAOCG00000008083
amphiprion_percula ENSAPEG00000007635
acanthochromis_polyacanthus ENSAPOG00000020378
stegastes_partitus ENSSPAG00000021384
tetraodon_nigroviridis ENSTNIG00000016188
takifugu_rubripes ENSTRUG00000007164
periophthalmus_magnuspinnatus ENSPMGG00000011271
hippocampus_comes ENSHCOG00000001999
gadus_morhua ENSGMOG00000005679
esox_lucius ENSELUG00000020567
pygocentrus_nattereri ENSPNAG00000002220
astyanax_mexicanus ENSAMXG00000009903
ictalurus_punctatus ENSIPUG00000013304
danio_rerio ENSDARG00000007220
scleropages_formosus ENSSFOG00015002715
paramormyrops_kingsleyae ENSPKIG00000004599
gasterosteus_aculeatus ENSGACG00000020773
labrus_bergylta ENSLBEG00000009570
takifugu_rubripes ENSTRUG00000002966
tetraodon_nigroviridis ENSTNIG00000003848
mola_mola ENSMMOG00000014735
hippocampus_comes ENSHCOG00000010107
amphiprion_ocellaris ENSAOCG00000014362
acanthochromis_polyacanthus ENSAPOG00000017601
amphiprion_percula ENSAPEG00000000870
amphiprion_ocellaris ENSAOCG00000009919
acanthochromis_polyacanthus ENSAPOG00000003131
stegastes_partitus ENSSPAG00000018708
scophthalmus_maximus ENSSMAG00000016392
xiphophorus_maculatus ENSXMAG00000008861
xiphophorus_couchianus ENSXCOG00000018617
gambusia_affinis ENSGAFG00000010190
poecilia_mexicana ENSPMEG00000009485
poecilia_latipinna ENSPLAG00000019952
poecilia_formosa ENSPFOG00000016319
poecilia_reticulata ENSPREG00000015467
fundulus_heteroclitus ENSFHEG00000021827
cyprinodon_variegatus ENSCVAG00000000230
kryptolebias_marmoratus ENSKMAG00000017383
oryzias_latipes_asm223469v1 ENSORLG00015016681
oryzias_latipes ENSORLG00020010079
oryzias_latipes ENSORLG00000014681
oryzias_melastigma ENSOMEG00000002424
cynoglossus_semilaevis ENSCSEG00000015969
monopterus_albus ENSMALG00000012791
mastacembelus_armatus ENSMAMG00000002392
anabas_testudineus ENSATEG00000000934
seriola_dumerili ENSSDUG00000021944
seriola_lalandi_dorsalis ENSSLDG00000003022
oreochromis_niloticus ENSONIG00000009496
neolamprologus_brichardi ENSNBRG00000011478
astatotilapia_calliptera ENSACLG00000022016
maylandia_zebra ENSMZEG00005010503
pundamilia_nyererei ENSPNYG00000010651
haplochromis_burtoni ENSHBUG00000012359
amphilophus_citrinellus ENSACIG00000012493
periophthalmus_magnuspinnatus ENSPMGG00000000633
gadus_morhua ENSGMOG00000019522
esox_lucius ENSELUG00000015017
pygocentrus_nattereri ENSPNAG00000014940
astyanax_mexicanus ENSAMXG00000037965
ictalurus_punctatus ENSIPUG00000000732
danio_rerio ENSDARG00000056181
scleropages_formosus ENSSFOG00015010473
paramormyrops_kingsleyae ENSPKIG00000008452
lepisosteus_oculatus ENSLOCG00000004658
latimeria_chalumnae ENSLACG00000000251
lepisosteus_oculatus ENSLOCG00000003618
petromyzon_marinus ENSPMAG00000008257
eptatretus_burgeri ENSEBUG00000001106
